Sucursal,Fechas,Year_Month,FCC_y_m,Count_CCont,FR_y_m,Count_Ret,FS_y_m,Count_Sin,CumSum_CCont,CumSum_Ret,CumSum_Sin,Pop_Actual,Pop_SinRetiros,Proporcion_Siniestros,Year,Month
VALLE DEL CAUCA,2021-05-01,2021-05,2021-05,602.0,2021-05,1.0,2021-05,24.0,70046.0,516.0,576.0,70021.0,70045.0,0.0003426368762938111,2021,5
VALLE DEL CAUCA,2021-06-01,2021-06,2021-06,1157.0,2021-06,8.0,2021-06,29.0,71203.0,524.0,605.0,71166.0,71195.0,0.0004073319755600815,2021,6
VALLE DEL CAUCA,2021-07-01,2021-07,2021-07,2069.0,2021-07,3.0,2021-07,21.0,73272.0,527.0,626.0,73248.0,73269.0,0.00028661507595299513,2021,7
VALLE DEL CAUCA,2021-08-01,2021-08,2021-08,1040.0,2021-08,17.0,2021-08,13.0,74312.0,544.0,639.0,74282.0,74295.0,0.00017497812773403323,2021,8
VALLE DEL CAUCA,2021-09-01,2021-09,2021-09,604.0,2021-09,1.0,2021-09,16.0,74916.0,545.0,655.0,74899.0,74915.0,0.0002135753854368284,2021,9
VALLE DEL CAUCA,2021-10-01,2021-10,2021-10,1154.0,2021-10,7.0,2021-10,15.0,76070.0,552.0,670.0,76048.0,76063.0,0.00019720494852950844,2021,10
VALLE DEL CAUCA,2021-11-01,2021-11,2021-11,731.0,2021-11,12.0,2021-11,12.0,76801.0,564.0,682.0,76777.0,76789.0,0.00015627238276315618,2021,11
VALLE DEL CAUCA,2021-12-01,2021-12,2021-12,557.0,2021-12,6.0,2021-12,17.0,77358.0,570.0,699.0,77335.0,77352.0,0.00021977453718068053,2021,12
VALLE DEL CAUCA,2022-01-01,2022-01,2022-01,556.0,2022-01,10.0,2022-01,20.0,77914.0,580.0,719.0,77884.0,77904.0,0.0002567262271513658,2022,1
VALLE DEL CAUCA,2022-02-01,2022-02,2022-02,700.0,2022-02,8.0,2022-02,7.0,78614.0,588.0,726.0,78599.0,78606.0,8.90517263313233e-05,2022,2
VALLE DEL CAUCA,2022-03-01,2022-03,2022-03,214.0,2022-03,9.0,2022-03,5.0,78828.0,597.0,731.0,78814.0,78819.0,6.343648105152311e-05,2022,3
NORTE DE SANTANDER,2015-01-01,2015-01,2015-01,171.0,,0.0,,0.0,171.0,0.0,0.0,171.0,171.0,0.0,2015,1
NORTE DE SANTANDER,2015-02-01,2015-02,2015-02,140.0,,0.0,,0.0,311.0,0.0,0.0,311.0,311.0,0.0,2015,2
NORTE DE SANTANDER,2015-03-01,2015-03,2015-03,410.0,,0.0,,0.0,721.0,0.0,0.0,721.0,721.0,0.0,2015,3
NORTE DE SANTANDER,2015-04-01,2015-04,2015-04,156.0,2015-04,1.0,,0.0,877.0,1.0,0.0,876.0,876.0,0.0,2015,4
NORTE DE SANTANDER,2015-05-01,2015-05,2015-05,276.0,2015-05,2.0,,0.0,1153.0,3.0,0.0,1151.0,1151.0,0.0,2015,5
NORTE DE SANTANDER,2015-06-01,2015-06,2015-06,473.0,,0.0,,0.0,1626.0,3.0,0.0,1626.0,1626.0,0.0,2015,6
NORTE DE SANTANDER,2015-07-01,2015-07,2015-07,278.0,2015-07,1.0,,0.0,1904.0,4.0,0.0,1903.0,1903.0,0.0,2015,7
NORTE DE SANTANDER,2015-08-01,2015-08,2015-08,258.0,2015-08,2.0,2015-08,1.0,2162.0,6.0,1.0,2159.0,2160.0,0.000462962962962963,2015,8
NORTE DE SANTANDER,2015-09-01,2015-09,2015-09,3278.0,2015-09,1.0,,0.0,5440.0,7.0,1.0,5439.0,5439.0,0.0,2015,9
NORTE DE SANTANDER,2015-10-01,2015-10,2015-10,7911.0,2015-10,1.0,,0.0,13351.0,8.0,1.0,13350.0,13350.0,0.0,2015,10
NORTE DE SANTANDER,2015-11-01,2015-11,2015-11,1312.0,2015-11,2.0,,0.0,14663.0,10.0,1.0,14661.0,14661.0,0.0,2015,11
NORTE DE SANTANDER,2015-12-01,2015-12,2015-12,1461.0,,0.0,,0.0,16124.0,10.0,1.0,16124.0,16124.0,0.0,2015,12
NORTE DE SANTANDER,2016-01-01,2016-01,2016-01,354.0,,0.0,2016-01,1.0,16478.0,10.0,2.0,16477.0,16478.0,6.068697657482704e-05,2016,1
NORTE DE SANTANDER,2016-02-01,2016-02,2016-02,581.0,2016-02,7.0,2016-02,1.0,17059.0,17.0,3.0,17051.0,17052.0,5.864414731409805e-05,2016,2
NORTE DE SANTANDER,2016-03-01,2016-03,2016-03,269.0,2016-03,5.0,,0.0,17328.0,22.0,3.0,17323.0,17323.0,0.0,2016,3
NORTE DE SANTANDER,2016-04-01,2016-04,2016-04,230.0,,0.0,,0.0,17558.0,22.0,3.0,17558.0,17558.0,0.0,2016,4
NORTE DE SANTANDER,2016-05-01,2016-05,2016-05,683.0,2016-05,14.0,,0.0,18241.0,36.0,3.0,18227.0,18227.0,0.0,2016,5
NORTE DE SANTANDER,2016-06-01,2016-06,2016-06,341.0,2016-06,3.0,2016-06,3.0,18582.0,39.0,6.0,18576.0,18579.0,0.00016147263038914905,2016,6
NORTE DE SANTANDER,2016-07-01,2016-07,2016-07,497.0,2016-07,1.0,,0.0,19079.0,40.0,6.0,19078.0,19078.0,0.0,2016,7
NORTE DE SANTANDER,2016-08-01,2016-08,2016-08,952.0,,0.0,,0.0,20031.0,40.0,6.0,20031.0,20031.0,0.0,2016,8
NORTE DE SANTANDER,2016-09-01,2016-09,2016-09,440.0,2016-09,4.0,2016-09,2.0,20471.0,44.0,8.0,20465.0,20467.0,9.771827820393805e-05,2016,9
NORTE DE SANTANDER,2016-10-01,2016-10,2016-10,626.0,,0.0,,0.0,21097.0,44.0,8.0,21097.0,21097.0,0.0,2016,10
NORTE DE SANTANDER,2016-11-01,2016-11,2016-11,253.0,2016-11,18.0,2016-11,1.0,21350.0,62.0,9.0,21331.0,21332.0,4.687792987061691e-05,2016,11
NORTE DE SANTANDER,2016-12-01,2016-12,2016-12,158.0,2016-12,3.0,2016-12,1.0,21508.0,65.0,10.0,21504.0,21505.0,4.650081376424087e-05,2016,12
NORTE DE SANTANDER,2017-01-01,2017-01,2017-01,176.0,2017-01,1.0,,0.0,21684.0,66.0,10.0,21683.0,21683.0,0.0,2017,1
NORTE DE SANTANDER,2017-02-01,2017-02,2017-02,757.0,2017-02,3.0,2017-02,1.0,22441.0,69.0,11.0,22437.0,22438.0,4.456725198324271e-05,2017,2
NORTE DE SANTANDER,2017-03-01,2017-03,2017-03,740.0,2017-03,4.0,2017-03,1.0,23181.0,73.0,12.0,23176.0,23177.0,4.31462225482159e-05,2017,3
NORTE DE SANTANDER,2017-04-01,2017-04,2017-04,935.0,,0.0,2017-04,4.0,24116.0,73.0,16.0,24112.0,24116.0,0.0001658649859014762,2017,4
NORTE DE SANTANDER,2017-05-01,2017-05,2017-05,311.0,2017-05,2.0,2017-05,5.0,24427.0,75.0,21.0,24420.0,24425.0,0.00020470829068577277,2017,5
NORTE DE SANTANDER,2017-06-01,2017-06,2017-06,949.0,2017-06,6.0,,0.0,25376.0,81.0,21.0,25370.0,25370.0,0.0,2017,6
NORTE DE SANTANDER,2017-07-01,2017-07,2017-07,565.0,2017-07,1.0,2017-07,3.0,25941.0,82.0,24.0,25937.0,25940.0,0.0001156515034695451,2017,7
NORTE DE SANTANDER,2017-08-01,2017-08,2017-08,299.0,2017-08,2.0,2017-08,4.0,26240.0,84.0,28.0,26234.0,26238.0,0.00015245064410397135,2017,8
NORTE DE SANTANDER,2017-09-01,2017-09,2017-09,762.0,2017-09,1.0,2017-09,5.0,27002.0,85.0,33.0,26996.0,27001.0,0.00018517832672863968,2017,9
NORTE DE SANTANDER,2017-10-01,2017-10,2017-10,555.0,2017-10,2.0,2017-10,2.0,27557.0,87.0,35.0,27553.0,27555.0,7.258210851025222e-05,2017,10
NORTE DE SANTANDER,2017-11-01,2017-11,2017-11,202.0,2017-11,3.0,2017-11,6.0,27759.0,90.0,41.0,27750.0,27756.0,0.00021616947686986597,2017,11
NORTE DE SANTANDER,2017-12-01,2017-12,2017-12,182.0,,0.0,2017-12,5.0,27941.0,90.0,46.0,27936.0,27941.0,0.00017894849862209656,2017,12
NORTE DE SANTANDER,2018-01-01,2018-01,2018-01,1659.0,2018-01,13.0,2018-01,9.0,29600.0,103.0,55.0,29578.0,29587.0,0.00030418764998141074,2018,1
NORTE DE SANTANDER,2018-02-01,2018-02,2018-02,1797.0,2018-02,9.0,2018-02,2.0,31397.0,112.0,57.0,31386.0,31388.0,6.371861858034918e-05,2018,2
NORTE DE SANTANDER,2018-03-01,2018-03,2018-03,545.0,2018-03,1.0,2018-03,5.0,31942.0,113.0,62.0,31936.0,31941.0,0.00015653861807707963,2018,3
NORTE DE SANTANDER,2018-04-01,2018-04,2018-04,554.0,2018-04,2.0,2018-04,9.0,32496.0,115.0,71.0,32485.0,32494.0,0.00027697421062349974,2018,4
NORTE DE SANTANDER,2018-05-01,2018-05,2018-05,722.0,2018-05,2.0,2018-05,9.0,33218.0,117.0,80.0,33207.0,33216.0,0.0002709537572254335,2018,5
NORTE DE SANTANDER,2018-06-01,2018-06,2018-06,511.0,2018-06,7.0,2018-06,7.0,33729.0,124.0,87.0,33715.0,33722.0,0.00020757962161200403,2018,6
NORTE DE SANTANDER,2018-07-01,2018-07,2018-07,766.0,2018-07,3.0,2018-07,5.0,34495.0,127.0,92.0,34487.0,34492.0,0.00014496115041168968,2018,7
NORTE DE SANTANDER,2018-08-01,2018-08,2018-08,346.0,2018-08,3.0,2018-08,4.0,34841.0,130.0,96.0,34834.0,34838.0,0.0001148171536827602,2018,8
NORTE DE SANTANDER,2018-09-01,2018-09,2018-09,363.0,2018-09,1.0,2018-09,1.0,35204.0,131.0,97.0,35202.0,35203.0,2.8406669886089252e-05,2018,9
NORTE DE SANTANDER,2018-10-01,2018-10,2018-10,617.0,2018-10,1.0,2018-10,4.0,35821.0,132.0,101.0,35816.0,35820.0,0.00011166945840312674,2018,10
NORTE DE SANTANDER,2018-11-01,2018-11,2018-11,573.0,2018-11,1.0,2018-11,5.0,36394.0,133.0,106.0,36388.0,36393.0,0.00013738905833539418,2018,11
NORTE DE SANTANDER,2018-12-01,2018-12,2018-12,410.0,2018-12,1.0,2018-12,3.0,36804.0,134.0,109.0,36800.0,36803.0,8.151509387821645e-05,2018,12
NORTE DE SANTANDER,2019-01-01,2019-01,2019-01,486.0,2019-01,1.0,2019-01,12.0,37290.0,135.0,121.0,37277.0,37289.0,0.00032181072166054335,2019,1
NORTE DE SANTANDER,2019-02-01,2019-02,2019-02,725.0,2019-02,1.0,2019-02,5.0,38015.0,136.0,126.0,38009.0,38014.0,0.00013153048876729626,2019,2
NORTE DE SANTANDER,2019-03-01,2019-03,2019-03,762.0,2019-03,3.0,2019-03,4.0,38777.0,139.0,130.0,38770.0,38774.0,0.00010316191262186001,2019,3
NORTE DE SANTANDER,2019-04-01,2019-04,2019-04,754.0,2019-04,3.0,2019-04,6.0,39531.0,142.0,136.0,39522.0,39528.0,0.00015179113539769278,2019,4
NORTE DE SANTANDER,2019-05-01,2019-05,2019-05,619.0,2019-05,6.0,2019-05,3.0,40150.0,148.0,139.0,40141.0,40144.0,7.473096851335193e-05,2019,5
NORTE DE SANTANDER,2019-06-01,2019-06,2019-06,773.0,2019-06,7.0,2019-06,6.0,40923.0,155.0,145.0,40910.0,40916.0,0.00014664190047903022,2019,6
NORTE DE SANTANDER,2019-07-01,2019-07,2019-07,557.0,2019-07,5.0,2019-07,4.0,41480.0,160.0,149.0,41471.0,41475.0,9.644364074743822e-05,2019,7
NORTE DE SANTANDER,2019-08-01,2019-08,2019-08,590.0,,0.0,2019-08,6.0,42070.0,160.0,155.0,42064.0,42070.0,0.00014261944378416924,2019,8
NORTE DE SANTANDER,2019-09-01,2019-09,2019-09,235.0,2019-09,3.0,2019-09,8.0,42305.0,163.0,163.0,42294.0,42302.0,0.00018911635383669803,2019,9
NORTE DE SANTANDER,2019-10-01,2019-10,2019-10,439.0,2019-10,3.0,2019-10,3.0,42744.0,166.0,166.0,42738.0,42741.0,7.019021548396153e-05,2019,10
NORTE DE SANTANDER,2019-11-01,2019-11,2019-11,592.0,2019-11,4.0,2019-11,8.0,43336.0,170.0,174.0,43324.0,43332.0,0.00018462106526354657,2019,11
NORTE DE SANTANDER,2019-12-01,2019-12,2019-12,192.0,2019-12,5.0,2019-12,8.0,43528.0,175.0,182.0,43515.0,43523.0,0.00018381085862647335,2019,12
NORTE DE SANTANDER,2020-01-01,2020-01,2020-01,246.0,2020-01,5.0,2020-01,7.0,43774.0,180.0,189.0,43762.0,43769.0,0.00015993054444926776,2020,1
NORTE DE SANTANDER,2020-02-01,2020-02,2020-02,458.0,2020-02,4.0,2020-02,3.0,44232.0,184.0,192.0,44225.0,44228.0,6.783033372524193e-05,2020,2
NORTE DE SANTANDER,2020-03-01,2020-03,2020-03,317.0,2020-03,6.0,2020-03,6.0,44549.0,190.0,198.0,44537.0,44543.0,0.00013470129986754373,2020,3
NORTE DE SANTANDER,2020-04-01,2020-04,2020-04,156.0,,0.0,2020-04,4.0,44705.0,190.0,202.0,44701.0,44705.0,8.947545017335868e-05,2020,4
NORTE DE SANTANDER,2020-05-01,2020-05,2020-05,305.0,,0.0,2020-05,9.0,45010.0,190.0,211.0,45001.0,45010.0,0.00019995556542990446,2020,5
NORTE DE SANTANDER,2020-06-01,2020-06,2020-06,316.0,,0.0,2020-06,6.0,45326.0,190.0,217.0,45320.0,45326.0,0.00013237435467502095,2020,6
NORTE DE SANTANDER,2020-07-01,2020-07,2020-07,527.0,,0.0,2020-07,7.0,45853.0,190.0,224.0,45846.0,45853.0,0.00015266176695090833,2020,7
NORTE DE SANTANDER,2020-08-01,2020-08,2020-08,494.0,,0.0,2020-08,12.0,46347.0,190.0,236.0,46335.0,46347.0,0.0002589164347206939,2020,8
NORTE DE SANTANDER,2020-09-01,2020-09,2020-09,712.0,2020-09,2.0,2020-09,14.0,47059.0,192.0,250.0,47043.0,47057.0,0.00029751152857173215,2020,9
NORTE DE SANTANDER,2020-10-01,2020-10,2020-10,735.0,2020-10,13.0,2020-10,10.0,47794.0,205.0,260.0,47771.0,47781.0,0.00020928821079508591,2020,10
NORTE DE SANTANDER,2020-11-01,2020-11,2020-11,382.0,2020-11,2.0,2020-11,10.0,48176.0,207.0,270.0,48164.0,48174.0,0.00020758085274214305,2020,11
NORTE DE SANTANDER,2020-12-01,2020-12,2020-12,600.0,,0.0,2020-12,20.0,48776.0,207.0,290.0,48756.0,48776.0,0.0004100377234705593,2020,12
NORTE DE SANTANDER,2021-01-01,2021-01,2021-01,384.0,2021-01,1.0,2021-01,19.0,49160.0,208.0,309.0,49140.0,49159.0,0.0003865009459102097,2021,1
NORTE DE SANTANDER,2021-02-01,2021-02,2021-02,443.0,2021-02,2.0,2021-02,6.0,49603.0,210.0,315.0,49595.0,49601.0,0.00012096530311888873,2021,2
NORTE DE SANTANDER,2021-03-01,2021-03,2021-03,546.0,2021-03,2.0,2021-03,4.0,50149.0,212.0,319.0,50143.0,50147.0,7.97654894609847e-05,2021,3
NORTE DE SANTANDER,2021-04-01,2021-04,2021-04,577.0,2021-04,1.0,2021-04,15.0,50726.0,213.0,334.0,50710.0,50725.0,0.0002957121734844751,2021,4
NORTE DE SANTANDER,2021-05-01,2021-05,2021-05,568.0,2021-05,2.0,2021-05,11.0,51294.0,215.0,345.0,51281.0,51292.0,0.00021445839507135616,2021,5
NORTE DE SANTANDER,2021-06-01,2021-06,2021-06,803.0,2021-06,3.0,2021-06,11.0,52097.0,218.0,356.0,52083.0,52094.0,0.00021115675509655621,2021,6
NORTE DE SANTANDER,2021-07-01,2021-07,2021-07,595.0,2021-07,13.0,2021-07,8.0,52692.0,231.0,364.0,52671.0,52679.0,0.00015186317128267432,2021,7
NORTE DE SANTANDER,2021-08-01,2021-08,2021-08,271.0,2021-08,4.0,2021-08,5.0,52963.0,235.0,369.0,52954.0,52959.0,9.441265884929851e-05,2021,8
NORTE DE SANTANDER,2021-09-01,2021-09,2021-09,789.0,2021-09,7.0,2021-09,7.0,53752.0,242.0,376.0,53738.0,53745.0,0.00013024467392315565,2021,9
NORTE DE SANTANDER,2021-10-01,2021-10,2021-10,813.0,2021-10,5.0,2021-10,6.0,54565.0,247.0,382.0,54554.0,54560.0,0.00010997067448680352,2021,10
NORTE DE SANTANDER,2021-11-01,2021-11,2021-11,552.0,2021-11,10.0,2021-11,11.0,55117.0,257.0,393.0,55096.0,55107.0,0.00019961166457981746,2021,11
NORTE DE SANTANDER,2021-12-01,2021-12,2021-12,390.0,2021-12,2.0,2021-12,8.0,55507.0,259.0,401.0,55497.0,55505.0,0.00014413115935501305,2021,12
NORTE DE SANTANDER,2022-01-01,2022-01,2022-01,648.0,2022-01,6.0,2022-01,15.0,56155.0,265.0,416.0,56134.0,56149.0,0.0002671463427665675,2022,1
NORTE DE SANTANDER,2022-02-01,2022-02,2022-02,765.0,2022-02,8.0,2022-02,5.0,56920.0,273.0,421.0,56907.0,56912.0,8.785493393308968e-05,2022,2
NORTE DE SANTANDER,2022-03-01,2022-03,2022-03,246.0,2022-03,5.0,2022-03,5.0,57166.0,278.0,426.0,57156.0,57161.0,8.747222756774724e-05,2022,3
QUINDIO,2015-01-01,2015-01,2015-01,92.0,,0.0,,0.0,92.0,0.0,0.0,92.0,92.0,0.0,2015,1
QUINDIO,2015-02-01,2015-02,2015-02,77.0,,0.0,,0.0,169.0,0.0,0.0,169.0,169.0,0.0,2015,2
QUINDIO,2015-03-01,2015-03,2015-03,118.0,,0.0,,0.0,287.0,0.0,0.0,287.0,287.0,0.0,2015,3
QUINDIO,2015-04-01,2015-04,2015-04,450.0,,0.0,,0.0,737.0,0.0,0.0,737.0,737.0,0.0,2015,4
QUINDIO,2015-05-01,2015-05,2015-05,275.0,,0.0,,0.0,1012.0,0.0,0.0,1012.0,1012.0,0.0,2015,5
QUINDIO,2015-06-01,2015-06,2015-06,416.0,2015-06,3.0,,0.0,1428.0,3.0,0.0,1425.0,1425.0,0.0,2015,6
QUINDIO,2015-07-01,2015-07,2015-07,290.0,,0.0,,0.0,1718.0,3.0,0.0,1718.0,1718.0,0.0,2015,7
QUINDIO,2015-08-01,2015-08,2015-08,263.0,2015-08,11.0,2015-08,1.0,1981.0,14.0,1.0,1969.0,1970.0,0.0005076142131979696,2015,8
QUINDIO,2015-09-01,2015-09,2015-09,302.0,2015-09,4.0,,0.0,2283.0,18.0,1.0,2279.0,2279.0,0.0,2015,9
QUINDIO,2015-10-01,2015-10,2015-10,147.0,2015-10,1.0,,0.0,2430.0,19.0,1.0,2429.0,2429.0,0.0,2015,10
QUINDIO,2015-11-01,2015-11,2015-11,186.0,2015-11,2.0,,0.0,2616.0,21.0,1.0,2614.0,2614.0,0.0,2015,11
QUINDIO,2015-12-01,2015-12,2015-12,522.0,2015-12,3.0,2015-12,1.0,3138.0,24.0,2.0,3134.0,3135.0,0.0003189792663476874,2015,12
QUINDIO,2016-01-01,2016-01,2016-01,241.0,2016-01,2.0,,0.0,3379.0,26.0,2.0,3377.0,3377.0,0.0,2016,1
QUINDIO,2016-02-01,2016-02,2016-02,323.0,2016-02,2.0,2016-02,1.0,3702.0,28.0,3.0,3699.0,3700.0,0.0002702702702702703,2016,2
QUINDIO,2016-03-01,2016-03,2016-03,328.0,2016-03,1.0,2016-03,1.0,4030.0,29.0,4.0,4028.0,4029.0,0.0002482005460412013,2016,3
QUINDIO,2016-04-01,2016-04,2016-04,193.0,,0.0,,0.0,4223.0,29.0,4.0,4223.0,4223.0,0.0,2016,4
QUINDIO,2016-05-01,2016-05,2016-05,141.0,2016-05,5.0,2016-05,2.0,4364.0,34.0,6.0,4357.0,4359.0,0.0004588208304657031,2016,5
QUINDIO,2016-06-01,2016-06,2016-06,205.0,,0.0,,0.0,4569.0,34.0,6.0,4569.0,4569.0,0.0,2016,6
QUINDIO,2016-07-01,2016-07,2016-07,109.0,2016-07,1.0,,0.0,4678.0,35.0,6.0,4677.0,4677.0,0.0,2016,7
QUINDIO,2016-08-01,2016-08,2016-08,234.0,2016-08,1.0,2016-08,1.0,4912.0,36.0,7.0,4910.0,4911.0,0.00020362451639177357,2016,8
QUINDIO,2016-09-01,2016-09,2016-09,332.0,2016-09,1.0,2016-09,1.0,5244.0,37.0,8.0,5242.0,5243.0,0.00019073049780659929,2016,9
QUINDIO,2016-10-01,2016-10,2016-10,204.0,2016-10,11.0,2016-10,1.0,5448.0,48.0,9.0,5436.0,5437.0,0.0001839249586168843,2016,10
QUINDIO,2016-11-01,2016-11,2016-11,169.0,2016-11,5.0,2016-11,1.0,5617.0,53.0,10.0,5611.0,5612.0,0.0001781895937277263,2016,11
QUINDIO,2016-12-01,2016-12,2016-12,208.0,2016-12,5.0,2016-12,1.0,5825.0,58.0,11.0,5819.0,5820.0,0.0001718213058419244,2016,12
QUINDIO,2017-01-01,2017-01,2017-01,397.0,2017-01,3.0,2017-01,1.0,6222.0,61.0,12.0,6218.0,6219.0,0.00016079755587715066,2017,1
QUINDIO,2017-02-01,2017-02,2017-02,333.0,2017-02,2.0,2017-02,2.0,6555.0,63.0,14.0,6551.0,6553.0,0.0003052037234854265,2017,2
QUINDIO,2017-03-01,2017-03,2017-03,328.0,,0.0,2017-03,3.0,6883.0,63.0,17.0,6880.0,6883.0,0.0004358564579398518,2017,3
QUINDIO,2017-04-01,2017-04,2017-04,198.0,,0.0,,0.0,7081.0,63.0,17.0,7081.0,7081.0,0.0,2017,4
QUINDIO,2017-05-01,2017-05,2017-05,269.0,2017-05,1.0,2017-05,1.0,7350.0,64.0,18.0,7348.0,7349.0,0.00013607293509320997,2017,5
QUINDIO,2017-06-01,2017-06,2017-06,231.0,,0.0,2017-06,1.0,7581.0,64.0,19.0,7580.0,7581.0,0.00013190871916633689,2017,6
QUINDIO,2017-07-01,2017-07,2017-07,144.0,2017-07,1.0,2017-07,4.0,7725.0,65.0,23.0,7720.0,7724.0,0.0005178663904712584,2017,7
QUINDIO,2017-08-01,2017-08,2017-08,182.0,2017-08,2.0,2017-08,2.0,7907.0,67.0,25.0,7903.0,7905.0,0.0002530044275774826,2017,8
QUINDIO,2017-09-01,2017-09,2017-09,409.0,2017-09,5.0,2017-09,1.0,8316.0,72.0,26.0,8310.0,8311.0,0.0001203224642040669,2017,9
QUINDIO,2017-10-01,2017-10,2017-10,556.0,2017-10,1.0,2017-10,1.0,8872.0,73.0,27.0,8870.0,8871.0,0.00011272686281140796,2017,10
QUINDIO,2017-11-01,2017-11,2017-11,347.0,2017-11,3.0,2017-11,1.0,9219.0,76.0,28.0,9215.0,9216.0,0.00010850694444444444,2017,11
QUINDIO,2017-12-01,2017-12,2017-12,257.0,2017-12,4.0,2017-12,1.0,9476.0,80.0,29.0,9471.0,9472.0,0.00010557432432432433,2017,12
QUINDIO,2018-01-01,2018-01,2018-01,634.0,2018-01,3.0,,0.0,10110.0,83.0,29.0,10107.0,10107.0,0.0,2018,1
QUINDIO,2018-02-01,2018-02,2018-02,341.0,2018-02,3.0,2018-02,1.0,10451.0,86.0,30.0,10447.0,10448.0,9.571209800918837e-05,2018,2
QUINDIO,2018-03-01,2018-03,2018-03,333.0,2018-03,2.0,2018-03,3.0,10784.0,88.0,33.0,10779.0,10782.0,0.0002782415136338342,2018,3
QUINDIO,2018-04-01,2018-04,2018-04,381.0,2018-04,3.0,2018-04,1.0,11165.0,91.0,34.0,11161.0,11162.0,8.958967926894822e-05,2018,4
QUINDIO,2018-05-01,2018-05,2018-05,702.0,2018-05,4.0,2018-05,3.0,11867.0,95.0,37.0,11860.0,11863.0,0.0002528871280451825,2018,5
QUINDIO,2018-06-01,2018-06,2018-06,724.0,2018-06,3.0,2018-06,3.0,12591.0,98.0,40.0,12585.0,12588.0,0.00023832221163012392,2018,6
QUINDIO,2018-07-01,2018-07,2018-07,464.0,2018-07,4.0,2018-07,2.0,13055.0,102.0,42.0,13049.0,13051.0,0.00015324496207187187,2018,7
QUINDIO,2018-08-01,2018-08,2018-08,479.0,2018-08,4.0,2018-08,3.0,13534.0,106.0,45.0,13527.0,13530.0,0.00022172949002217295,2018,8
QUINDIO,2018-09-01,2018-09,2018-09,239.0,2018-09,1.0,2018-09,1.0,13773.0,107.0,46.0,13771.0,13772.0,7.261109497531223e-05,2018,9
QUINDIO,2018-10-01,2018-10,2018-10,273.0,2018-10,4.0,2018-10,3.0,14046.0,111.0,49.0,14039.0,14042.0,0.00021364477994587666,2018,10
QUINDIO,2018-11-01,2018-11,2018-11,203.0,2018-11,4.0,2018-11,2.0,14249.0,115.0,51.0,14243.0,14245.0,0.0001404001404001404,2018,11
QUINDIO,2018-12-01,2018-12,2018-12,24.0,2018-12,2.0,2018-12,5.0,14273.0,117.0,56.0,14266.0,14271.0,0.0003503608716978488,2018,12
QUINDIO,2019-01-01,2019-01,2019-01,74.0,2019-01,3.0,2019-01,5.0,14347.0,120.0,61.0,14339.0,14344.0,0.0003485778025655326,2019,1
QUINDIO,2019-02-01,2019-02,2019-02,42.0,2019-02,4.0,,0.0,14389.0,124.0,61.0,14385.0,14385.0,0.0,2019,2
QUINDIO,2019-03-01,2019-03,2019-03,326.0,2019-03,4.0,,0.0,14715.0,128.0,61.0,14711.0,14711.0,0.0,2019,3
QUINDIO,2019-04-01,2019-04,2019-04,813.0,2019-04,3.0,2019-04,2.0,15528.0,131.0,63.0,15523.0,15525.0,0.0001288244766505636,2019,4
QUINDIO,2019-05-01,2019-05,2019-05,880.0,,0.0,2019-05,2.0,16408.0,131.0,65.0,16406.0,16408.0,0.00012189176011701609,2019,5
QUINDIO,2019-06-01,2019-06,2019-06,352.0,,0.0,2019-06,5.0,16760.0,131.0,70.0,16755.0,16760.0,0.0002983293556085919,2019,6
QUINDIO,2019-07-01,2019-07,2019-07,247.0,2019-07,5.0,2019-07,3.0,17007.0,136.0,73.0,16999.0,17002.0,0.00017644982943183156,2019,7
QUINDIO,2019-08-01,2019-08,2019-08,497.0,,0.0,2019-08,2.0,17504.0,136.0,75.0,17502.0,17504.0,0.00011425959780621572,2019,8
QUINDIO,2019-09-01,2019-09,2019-09,245.0,,0.0,2019-09,3.0,17749.0,136.0,78.0,17746.0,17749.0,0.00016902360696377262,2019,9
QUINDIO,2019-10-01,2019-10,2019-10,230.0,,0.0,2019-10,3.0,17979.0,136.0,81.0,17976.0,17979.0,0.0001668613382279326,2019,10
QUINDIO,2019-11-01,2019-11,2019-11,84.0,2019-11,1.0,2019-11,2.0,18063.0,137.0,83.0,18060.0,18062.0,0.00011072970878086591,2019,11
QUINDIO,2019-12-01,2019-12,2019-12,120.0,2019-12,2.0,2019-12,2.0,18183.0,139.0,85.0,18179.0,18181.0,0.00011000495022276003,2019,12
QUINDIO,2020-01-01,2020-01,2020-01,76.0,2020-01,1.0,2020-01,1.0,18259.0,140.0,86.0,18257.0,18258.0,5.477051155657794e-05,2020,1
QUINDIO,2020-02-01,2020-02,2020-02,258.0,2020-02,1.0,2020-02,1.0,18517.0,141.0,87.0,18515.0,18516.0,5.4007344998919854e-05,2020,2
QUINDIO,2020-03-01,2020-03,2020-03,256.0,,0.0,,0.0,18773.0,141.0,87.0,18773.0,18773.0,0.0,2020,3
QUINDIO,2020-04-01,2020-04,2020-04,101.0,,0.0,2020-04,2.0,18874.0,141.0,89.0,18872.0,18874.0,0.0001059658789869662,2020,4
QUINDIO,2020-05-01,2020-05,2020-05,137.0,,0.0,2020-05,4.0,19011.0,141.0,93.0,19007.0,19011.0,0.00021040450265635686,2020,5
QUINDIO,2020-06-01,2020-06,2020-06,34.0,,0.0,2020-06,2.0,19045.0,141.0,95.0,19043.0,19045.0,0.00010501443948542924,2020,6
