Sucursal,Fechas,Year_Month,FCC_y_m,Count_CCont,FR_y_m,Count_Ret,FS_y_m,Count_Sin,CumSum_CCont,CumSum_Ret,CumSum_Sin,Pop_Actual,Pop_SinRetiros,Proporcion_Siniestros,Year,Month
NACIONAL,2015-01-01,2015-01,2015-01,9972.0,2015-01,1.0,2015-01,2.0,9972.0,1.0,2.0,9969.0,9971.0,0.00020058168689198675,2015,1
NACIONAL,2015-02-01,2015-02,2015-02,11709.0,2015-02,7.0,,0.0,21681.0,8.0,2.0,21671.0,21671.0,0.0,2015,2
NACIONAL,2015-03-01,2015-03,2015-03,15664.0,2015-03,27.0,2015-03,3.0,37345.0,35.0,5.0,37305.0,37308.0,8.041170794467674e-05,2015,3
NACIONAL,2015-04-01,2015-04,2015-04,12581.0,2015-04,31.0,2015-04,3.0,49926.0,66.0,8.0,49852.0,49855.0,6.017450606759603e-05,2015,4
NACIONAL,2015-05-01,2015-05,2015-05,12720.0,2015-05,35.0,2015-05,2.0,62646.0,101.0,10.0,62535.0,62537.0,3.198106720821274e-05,2015,5
NACIONAL,2015-06-01,2015-06,2015-06,12407.0,2015-06,53.0,2015-06,1.0,75053.0,154.0,11.0,74888.0,74889.0,1.3353095915287959e-05,2015,6
NACIONAL,2015-07-01,2015-07,2015-07,14219.0,2015-07,123.0,2015-07,3.0,89272.0,277.0,14.0,88981.0,88984.0,3.371392609907399e-05,2015,7
NACIONAL,2015-08-01,2015-08,2015-08,12982.0,2015-08,69.0,2015-08,16.0,102254.0,346.0,30.0,101878.0,101894.0,0.0001570259289065107,2015,8
NACIONAL,2015-09-01,2015-09,2015-09,17736.0,2015-09,56.0,2015-09,17.0,119990.0,402.0,47.0,119541.0,119558.0,0.00014219040131149734,2015,9
NACIONAL,2015-10-01,2015-10,2015-10,23965.0,2015-10,61.0,2015-10,19.0,143955.0,463.0,66.0,143426.0,143445.0,0.00013245494788943497,2015,10
NACIONAL,2015-11-01,2015-11,2015-11,13223.0,2015-11,92.0,2015-11,24.0,157178.0,555.0,90.0,156533.0,156557.0,0.0001532987985206666,2015,11
NACIONAL,2015-12-01,2015-12,2015-12,13243.0,2015-12,60.0,2015-12,24.0,170421.0,615.0,114.0,169692.0,169716.0,0.00014141271300289896,2015,12
NACIONAL,2016-01-01,2016-01,2016-01,11714.0,2016-01,78.0,2016-01,27.0,182135.0,693.0,141.0,181301.0,181328.0,0.0001489014382775964,2016,1
NACIONAL,2016-02-01,2016-02,2016-02,14313.0,2016-02,126.0,2016-02,25.0,196448.0,819.0,166.0,195463.0,195488.0,0.00012788508757570797,2016,2
NACIONAL,2016-03-01,2016-03,2016-03,12690.0,2016-03,101.0,2016-03,33.0,209138.0,920.0,199.0,208019.0,208052.0,0.00015861419260569472,2016,3
NACIONAL,2016-04-01,2016-04,2016-04,14074.0,2016-04,49.0,2016-04,24.0,223212.0,969.0,223.0,222020.0,222044.0,0.00010808668552178847,2016,4
NACIONAL,2016-05-01,2016-05,2016-05,15573.0,2016-05,102.0,2016-05,29.0,238785.0,1071.0,252.0,237462.0,237491.0,0.0001221098904800603,2016,5
NACIONAL,2016-06-01,2016-06,2016-06,13581.0,2016-06,100.0,2016-06,43.0,252366.0,1171.0,295.0,250900.0,250943.0,0.0001713536540170477,2016,6
NACIONAL,2016-07-01,2016-07,2016-07,16094.0,2016-07,66.0,2016-07,30.0,268460.0,1237.0,325.0,266898.0,266928.0,0.00011238985793921957,2016,7
NACIONAL,2016-08-01,2016-08,2016-08,17646.0,2016-08,75.0,2016-08,33.0,286106.0,1312.0,358.0,284436.0,284469.0,0.00011600561045316009,2016,8
NACIONAL,2016-09-01,2016-09,2016-09,17831.0,2016-09,99.0,2016-09,39.0,303937.0,1411.0,397.0,302129.0,302168.0,0.00012906727383442322,2016,9
NACIONAL,2016-10-01,2016-10,2016-10,15392.0,2016-10,116.0,2016-10,49.0,319329.0,1527.0,446.0,317356.0,317405.0,0.00015437690017485546,2016,10
NACIONAL,2016-11-01,2016-11,2016-11,16094.0,2016-11,286.0,2016-11,57.0,335423.0,1813.0,503.0,333107.0,333164.0,0.0001710869121513729,2016,11
NACIONAL,2016-12-01,2016-12,2016-12,11528.0,2016-12,147.0,2016-12,92.0,346951.0,1960.0,595.0,344396.0,344488.0,0.0002670630036459906,2016,12
NACIONAL,2017-01-01,2017-01,2017-01,11441.0,2017-01,87.0,2017-01,85.0,358392.0,2047.0,680.0,355665.0,355750.0,0.00023893183415319748,2017,1
NACIONAL,2017-02-01,2017-02,2017-02,13249.0,2017-02,54.0,2017-02,81.0,371641.0,2101.0,761.0,368779.0,368860.0,0.0002195955104917855,2017,2
NACIONAL,2017-03-01,2017-03,2017-03,16817.0,2017-03,65.0,2017-03,75.0,388458.0,2166.0,836.0,385456.0,385531.0,0.00019453688549040155,2017,3
NACIONAL,2017-04-01,2017-04,2017-04,14796.0,2017-04,41.0,2017-04,90.0,403254.0,2207.0,926.0,400121.0,400211.0,0.00022488137507464812,2017,4
NACIONAL,2017-05-01,2017-05,2017-05,16089.0,2017-05,74.0,2017-05,92.0,419343.0,2281.0,1018.0,416044.0,416136.0,0.0002210815694868985,2017,5
NACIONAL,2017-06-01,2017-06,2017-06,16840.0,2017-06,56.0,2017-06,69.0,436183.0,2337.0,1087.0,432759.0,432828.0,0.0001594166735978264,2017,6
NACIONAL,2017-07-01,2017-07,2017-07,15667.0,2017-07,53.0,2017-07,112.0,451850.0,2390.0,1199.0,448261.0,448373.0,0.0002497920258356324,2017,7
NACIONAL,2017-08-01,2017-08,2017-08,16200.0,2017-08,85.0,2017-08,115.0,468050.0,2475.0,1314.0,464261.0,464376.0,0.00024764415042982413,2017,8
NACIONAL,2017-09-01,2017-09,2017-09,17254.0,2017-09,68.0,2017-09,103.0,485304.0,2543.0,1417.0,481344.0,481447.0,0.0002139383982037483,2017,9
NACIONAL,2017-10-01,2017-10,2017-10,16593.0,2017-10,86.0,2017-10,100.0,501897.0,2629.0,1517.0,497751.0,497851.0,0.00020086331050856582,2017,10
NACIONAL,2017-11-01,2017-11,2017-11,15485.0,2017-11,83.0,2017-11,97.0,517382.0,2712.0,1614.0,513056.0,513153.0,0.00018902744405664587,2017,11
NACIONAL,2017-12-01,2017-12,2017-12,11828.0,2017-12,96.0,2017-12,96.0,529210.0,2808.0,1710.0,524692.0,524788.0,0.00018293101214204594,2017,12
NACIONAL,2018-01-01,2018-01,2018-01,15226.0,2018-01,92.0,2018-01,91.0,544436.0,2900.0,1801.0,539735.0,539826.0,0.0001685728364324801,2018,1
NACIONAL,2018-02-01,2018-02,2018-02,19850.0,2018-02,71.0,2018-02,86.0,564286.0,2971.0,1887.0,559428.0,559514.0,0.00015370482239943951,2018,2
NACIONAL,2018-03-01,2018-03,2018-03,17952.0,2018-03,83.0,2018-03,119.0,582238.0,3054.0,2006.0,577178.0,577297.0,0.00020613306495616642,2018,3
NACIONAL,2018-04-01,2018-04,2018-04,17602.0,2018-04,82.0,2018-04,103.0,599840.0,3136.0,2109.0,594595.0,594698.0,0.00017319715216799114,2018,4
NACIONAL,2018-05-01,2018-05,2018-05,19617.0,2018-05,119.0,2018-05,124.0,619457.0,3255.0,2233.0,613969.0,614093.0,0.0002019238128426802,2018,5
NACIONAL,2018-06-01,2018-06,2018-06,20244.0,2018-06,119.0,2018-06,125.0,639701.0,3374.0,2358.0,633969.0,634094.0,0.000197131655558955,2018,6
NACIONAL,2018-07-01,2018-07,2018-07,16792.0,2018-07,107.0,2018-07,101.0,656493.0,3481.0,2459.0,650553.0,650654.0,0.00015522843170102696,2018,7
NACIONAL,2018-08-01,2018-08,2018-08,19972.0,2018-08,715.0,2018-08,112.0,676465.0,4196.0,2571.0,669698.0,669810.0,0.0001672115973186426,2018,8
NACIONAL,2018-09-01,2018-09,2018-09,15787.0,2018-09,109.0,2018-09,116.0,692252.0,4305.0,2687.0,685260.0,685376.0,0.00016925016341395088,2018,9
NACIONAL,2018-10-01,2018-10,2018-10,17069.0,2018-10,130.0,2018-10,121.0,709321.0,4435.0,2808.0,702078.0,702199.0,0.00017231582500117488,2018,10
NACIONAL,2018-11-01,2018-11,2018-11,14571.0,2018-11,111.0,2018-11,89.0,723892.0,4546.0,2897.0,716449.0,716538.0,0.00012420834624262775,2018,11
NACIONAL,2018-12-01,2018-12,2018-12,10760.0,2018-12,157.0,2018-12,137.0,734652.0,4703.0,3034.0,726915.0,727052.0,0.00018843218916941292,2018,12
NACIONAL,2019-01-01,2019-01,2019-01,10108.0,2019-01,109.0,2019-01,132.0,744760.0,4812.0,3166.0,736782.0,736914.0,0.00017912537962367386,2019,1
NACIONAL,2019-02-01,2019-02,2019-02,16271.0,2019-02,86.0,2019-02,117.0,761031.0,4898.0,3283.0,752850.0,752967.0,0.00015538529576993414,2019,2
NACIONAL,2019-03-01,2019-03,2019-03,23607.0,2019-03,118.0,2019-03,141.0,784638.0,5016.0,3424.0,776198.0,776339.0,0.0001816216884634161,2019,3
NACIONAL,2019-04-01,2019-04,2019-04,17862.0,2019-04,86.0,2019-04,125.0,802500.0,5102.0,3549.0,793849.0,793974.0,0.00015743588580986278,2019,4
NACIONAL,2019-05-01,2019-05,2019-05,17882.0,2019-05,137.0,2019-05,126.0,820382.0,5239.0,3675.0,811468.0,811594.0,0.0001552500388125097,2019,5
NACIONAL,2019-06-01,2019-06,2019-06,16262.0,2019-06,108.0,2019-06,129.0,836644.0,5347.0,3804.0,827493.0,827622.0,0.0001558682586978113,2019,6
NACIONAL,2019-07-01,2019-07,2019-07,21344.0,2019-07,113.0,2019-07,154.0,857988.0,5460.0,3958.0,848570.0,848724.0,0.00018144885734349447,2019,7
NACIONAL,2019-08-01,2019-08,2019-08,22021.0,2019-08,65.0,2019-08,154.0,880009.0,5525.0,4112.0,870372.0,870526.0,0.0001769045381757696,2019,8
NACIONAL,2019-09-01,2019-09,2019-09,28213.0,2019-09,80.0,2019-09,137.0,908222.0,5605.0,4249.0,898368.0,898505.0,0.00015247550097105748,2019,9
NACIONAL,2019-10-01,2019-10,2019-10,23682.0,2019-10,129.0,2019-10,133.0,931904.0,5734.0,4382.0,921788.0,921921.0,0.00014426398791219638,2019,10
NACIONAL,2019-11-01,2019-11,2019-11,22548.0,2019-11,80.0,2019-11,150.0,954452.0,5814.0,4532.0,944106.0,944256.0,0.00015885522570150467,2019,11
NACIONAL,2019-12-01,2019-12,2019-12,20788.0,2019-12,97.0,2019-12,162.0,975240.0,5911.0,4694.0,964635.0,964797.0,0.00016791096987241877,2019,12
NACIONAL,2020-01-01,2020-01,2020-01,23239.0,2020-01,80.0,2020-01,178.0,998479.0,5991.0,4872.0,987616.0,987794.0,0.00018019951528355102,2020,1
NACIONAL,2020-02-01,2020-02,2020-02,26815.0,2020-02,102.0,2020-02,186.0,1025294.0,6093.0,5058.0,1014143.0,1014329.0,0.00018337245607687446,2020,2
NACIONAL,2020-03-01,2020-03,2020-03,23038.0,2020-03,135.0,2020-03,195.0,1048332.0,6228.0,5253.0,1036851.0,1037046.0,0.00018803408913394391,2020,3
NACIONAL,2020-04-01,2020-04,2020-04,19975.0,2020-04,21.0,2020-04,182.0,1068307.0,6249.0,5435.0,1056623.0,1056805.0,0.0001722172018489693,2020,4
NACIONAL,2020-05-01,2020-05,2020-05,20306.0,2020-05,40.0,2020-05,182.0,1088613.0,6289.0,5617.0,1076707.0,1076889.0,0.0001690053478120772,2020,5
NACIONAL,2020-06-01,2020-06,2020-06,17082.0,2020-06,57.0,2020-06,274.0,1105695.0,6346.0,5891.0,1093458.0,1093732.0,0.00025051840853152326,2020,6
NACIONAL,2020-07-01,2020-07,2020-07,15469.0,2020-07,90.0,2020-07,330.0,1121164.0,6436.0,6221.0,1108507.0,1108837.0,0.000297609116578902,2020,7
NACIONAL,2020-08-01,2020-08,2020-08,14729.0,2020-08,65.0,2020-08,339.0,1135893.0,6501.0,6560.0,1122832.0,1123171.0,0.0003018240321375819,2020,8
NACIONAL,2020-09-01,2020-09,2020-09,18759.0,2020-09,48.0,2020-09,254.0,1154652.0,6549.0,6814.0,1141289.0,1141543.0,0.00022250585391877484,2020,9
NACIONAL,2020-10-01,2020-10,2020-10,17295.0,2020-10,206.0,2020-10,267.0,1171947.0,6755.0,7081.0,1158111.0,1158378.0,0.0002304947089810062,2020,10
NACIONAL,2020-11-01,2020-11,2020-11,18046.0,2020-11,82.0,2020-11,320.0,1189993.0,6837.0,7401.0,1175755.0,1176075.0,0.0002720914907637693,2020,11
NACIONAL,2020-12-01,2020-12,2020-12,19863.0,2020-12,51.0,2020-12,328.0,1209856.0,6888.0,7729.0,1195239.0,1195567.0,0.0002743468161968338,2020,12
NACIONAL,2021-01-01,2021-01,2021-01,13407.0,2021-01,103.0,2021-01,438.0,1223263.0,6991.0,8167.0,1208105.0,1208543.0,0.0003624198725241882,2021,1
NACIONAL,2021-02-01,2021-02,2021-02,23726.0,2021-02,105.0,2021-02,297.0,1246989.0,7096.0,8464.0,1231429.0,1231726.0,0.00024112505541005062,2021,2
NACIONAL,2021-03-01,2021-03,2021-03,20670.0,2021-03,88.0,2021-03,257.0,1267659.0,7184.0,8721.0,1251754.0,1252011.0,0.00020526976200688332,2021,3
NACIONAL,2021-04-01,2021-04,2021-04,15927.0,2021-04,81.0,2021-04,390.0,1283586.0,7265.0,9111.0,1267210.0,1267600.0,0.00030766803408015144,2021,4
NACIONAL,2021-05-01,2021-05,2021-05,13927.0,2021-05,74.0,2021-05,452.0,1297513.0,7339.0,9563.0,1280611.0,1281063.0,0.000352831984063235,2021,5
NACIONAL,2021-06-01,2021-06,2021-06,19040.0,2021-06,85.0,2021-06,440.0,1316553.0,7424.0,10003.0,1299126.0,1299566.0,0.0003385745702796164,2021,6
NACIONAL,2021-07-01,2021-07,2021-07,25492.0,2021-07,72.0,2021-07,352.0,1342045.0,7496.0,10355.0,1324194.0,1324546.0,0.00026575143483125536,2021,7
NACIONAL,2021-08-01,2021-08,2021-08,13125.0,2021-08,70.0,2021-08,258.0,1355170.0,7566.0,10613.0,1336991.0,1337249.0,0.00019293340282924121,2021,8
NACIONAL,2021-09-01,2021-09,2021-09,23106.0,2021-09,112.0,2021-09,225.0,1378276.0,7678.0,10838.0,1359760.0,1359985.0,0.00016544300120957216,2021,9
NACIONAL,2021-10-01,2021-10,2021-10,12482.0,2021-10,99.0,2021-10,232.0,1390758.0,7777.0,11070.0,1371911.0,1372143.0,0.00016907858729010023,2021,10
NACIONAL,2021-11-01,2021-11,2021-11,11130.0,2021-11,129.0,2021-11,217.0,1401888.0,7906.0,11287.0,1382695.0,1382912.0,0.00015691526286560532,2021,11
NACIONAL,2021-12-01,2021-12,2021-12,10126.0,2021-12,102.0,2021-12,258.0,1412014.0,8008.0,11545.0,1392461.0,1392719.0,0.00018524914214568768,2021,12
NACIONAL,2022-01-01,2022-01,2022-01,18443.0,2022-01,154.0,2022-01,360.0,1430457.0,8162.0,11905.0,1410390.0,1410750.0,0.00025518341307814995,2022,1
NACIONAL,2022-02-01,2022-02,2022-02,11542.0,2022-02,249.0,2022-02,239.0,1441999.0,8411.0,12144.0,1421444.0,1421683.0,0.00016811061256271617,2022,2
NACIONAL,2022-03-01,2022-03,2022-03,5588.0,2022-03,251.0,2022-03,177.0,1447587.0,8662.0,12321.0,1426604.0,1426781.0,0.00012405547873149418,2022,3
TOLIMA,2015-01-01,2015-01,2015-01,829.0,2015-01,1.0,,0.0,829.0,1.0,0.0,828.0,828.0,0.0,2015,1
TOLIMA,2015-02-01,2015-02,2015-02,1118.0,,0.0,,0.0,1947.0,1.0,0.0,1946.0,1946.0,0.0,2015,2
TOLIMA,2015-03-01,2015-03,2015-03,1103.0,2015-03,4.0,,0.0,3050.0,5.0,0.0,3045.0,3045.0,0.0,2015,3
TOLIMA,2015-04-01,2015-04,2015-04,940.0,2015-04,1.0,,0.0,3990.0,6.0,0.0,3984.0,3984.0,0.0,2015,4
TOLIMA,2015-05-01,2015-05,2015-05,936.0,2015-05,3.0,,0.0,4926.0,9.0,0.0,4917.0,4917.0,0.0,2015,5
TOLIMA,2015-06-01,2015-06,2015-06,960.0,2015-06,3.0,,0.0,5886.0,12.0,0.0,5874.0,5874.0,0.0,2015,6
TOLIMA,2015-07-01,2015-07,2015-07,1112.0,2015-07,13.0,,0.0,6998.0,25.0,0.0,6973.0,6973.0,0.0,2015,7
TOLIMA,2015-08-01,2015-08,2015-08,754.0,2015-08,7.0,2015-08,2.0,7752.0,32.0,2.0,7718.0,7720.0,0.00025906735751295336,2015,8
TOLIMA,2015-09-01,2015-09,2015-09,551.0,2015-09,4.0,2015-09,1.0,8303.0,36.0,3.0,8264.0,8265.0,0.00012099213551119177,2015,9
TOLIMA,2015-10-01,2015-10,2015-10,833.0,2015-10,7.0,2015-10,1.0,9136.0,43.0,4.0,9089.0,9090.0,0.00011001100110011001,2015,10
TOLIMA,2015-11-01,2015-11,2015-11,783.0,2015-11,9.0,2015-11,3.0,9919.0,52.0,7.0,9860.0,9863.0,0.00030416708912095713,2015,11
TOLIMA,2015-12-01,2015-12,2015-12,799.0,2015-12,8.0,2015-12,2.0,10718.0,60.0,9.0,10649.0,10651.0,0.00018777579569993427,2015,12
TOLIMA,2016-01-01,2016-01,2016-01,638.0,2016-01,13.0,2016-01,3.0,11356.0,73.0,12.0,11271.0,11274.0,0.00026609898882384245,2016,1
TOLIMA,2016-02-01,2016-02,2016-02,511.0,2016-02,13.0,2016-02,3.0,11867.0,86.0,15.0,11766.0,11769.0,0.0002549069589599796,2016,2
TOLIMA,2016-03-01,2016-03,2016-03,804.0,2016-03,11.0,2016-03,1.0,12671.0,97.0,16.0,12558.0,12559.0,7.962417389919579e-05,2016,3
TOLIMA,2016-04-01,2016-04,2016-04,676.0,2016-04,5.0,2016-04,1.0,13347.0,102.0,17.0,13228.0,13229.0,7.559150351500492e-05,2016,4
TOLIMA,2016-05-01,2016-05,2016-05,926.0,2016-05,7.0,2016-05,3.0,14273.0,109.0,20.0,14144.0,14147.0,0.00021205909380080584,2016,5
TOLIMA,2016-06-01,2016-06,2016-06,606.0,2016-06,13.0,2016-06,3.0,14879.0,122.0,23.0,14734.0,14737.0,0.0002035692474723485,2016,6
TOLIMA,2016-07-01,2016-07,2016-07,1424.0,2016-07,10.0,2016-07,4.0,16303.0,132.0,27.0,16144.0,16148.0,0.00024770869457517957,2016,7
TOLIMA,2016-08-01,2016-08,2016-08,1082.0,2016-08,4.0,2016-08,3.0,17385.0,136.0,30.0,17219.0,17222.0,0.00017419579607478808,2016,8
TOLIMA,2016-09-01,2016-09,2016-09,1089.0,2016-09,5.0,2016-09,4.0,18474.0,141.0,34.0,18299.0,18303.0,0.00021854340818445065,2016,9
TOLIMA,2016-10-01,2016-10,2016-10,1565.0,2016-10,11.0,2016-10,5.0,20039.0,152.0,39.0,19848.0,19853.0,0.0002518511056263537,2016,10
TOLIMA,2016-11-01,2016-11,2016-11,1162.0,2016-11,34.0,2016-11,7.0,21201.0,186.0,46.0,20969.0,20976.0,0.00033371472158657514,2016,11
TOLIMA,2016-12-01,2016-12,2016-12,996.0,2016-12,13.0,2016-12,10.0,22197.0,199.0,56.0,21942.0,21952.0,0.00045553935860058307,2016,12
TOLIMA,2017-01-01,2017-01,2017-01,1316.0,2017-01,12.0,2017-01,8.0,23513.0,211.0,64.0,23238.0,23246.0,0.00034414522928675903,2017,1
TOLIMA,2017-02-01,2017-02,2017-02,972.0,2017-02,8.0,2017-02,10.0,24485.0,219.0,74.0,24192.0,24202.0,0.0004131889926452359,2017,2
TOLIMA,2017-03-01,2017-03,2017-03,939.0,2017-03,10.0,2017-03,10.0,25424.0,229.0,84.0,25111.0,25121.0,0.00039807332510648463,2017,3
TOLIMA,2017-04-01,2017-04,2017-04,981.0,2017-04,7.0,2017-04,9.0,26405.0,236.0,93.0,26076.0,26085.0,0.00034502587694077054,2017,4
TOLIMA,2017-05-01,2017-05,2017-05,1126.0,2017-05,9.0,2017-05,4.0,27531.0,245.0,97.0,27189.0,27193.0,0.00014709667929246499,2017,5
TOLIMA,2017-06-01,2017-06,2017-06,676.0,2017-06,4.0,2017-06,7.0,28207.0,249.0,104.0,27854.0,27861.0,0.00025124726319945443,2017,6
TOLIMA,2017-07-01,2017-07,2017-07,1015.0,2017-07,5.0,2017-07,8.0,29222.0,254.0,112.0,28856.0,28864.0,0.0002771618625277162,2017,7
TOLIMA,2017-08-01,2017-08,2017-08,1099.0,2017-08,7.0,2017-08,3.0,30321.0,261.0,115.0,29945.0,29948.0,0.00010017363429945239,2017,8
TOLIMA,2017-09-01,2017-09,2017-09,998.0,2017-09,1.0,2017-09,16.0,31319.0,262.0,131.0,30926.0,30942.0,0.0005170965031348976,2017,9
TOLIMA,2017-10-01,2017-10,2017-10,732.0,2017-10,8.0,2017-10,11.0,32051.0,270.0,142.0,31639.0,31650.0,0.0003475513428120063,2017,10
TOLIMA,2017-11-01,2017-11,2017-11,1039.0,2017-11,5.0,2017-11,8.0,33090.0,275.0,150.0,32665.0,32673.0,0.0002448504881706608,2017,11
TOLIMA,2017-12-01,2017-12,2017-12,535.0,2017-12,13.0,2017-12,9.0,33625.0,288.0,159.0,33178.0,33187.0,0.00027119052641094406,2017,12
TOLIMA,2018-01-01,2018-01,2018-01,1239.0,2018-01,10.0,2018-01,6.0,34864.0,298.0,165.0,34401.0,34407.0,0.0001743831197140117,2018,1
TOLIMA,2018-02-01,2018-02,2018-02,1286.0,2018-02,11.0,2018-02,6.0,36150.0,309.0,171.0,35670.0,35676.0,0.00016818028927009755,2018,2
TOLIMA,2018-03-01,2018-03,2018-03,1158.0,2018-03,19.0,2018-03,7.0,37308.0,328.0,178.0,36802.0,36809.0,0.00019017088212122037,2018,3
TOLIMA,2018-04-01,2018-04,2018-04,961.0,2018-04,9.0,2018-04,9.0,38269.0,337.0,187.0,37745.0,37754.0,0.00023838533665306987,2018,4
TOLIMA,2018-05-01,2018-05,2018-05,1276.0,2018-05,18.0,2018-05,11.0,39545.0,355.0,198.0,38992.0,39003.0,0.0002820295874676307,2018,5
TOLIMA,2018-06-01,2018-06,2018-06,804.0,2018-06,10.0,2018-06,11.0,40349.0,365.0,209.0,39775.0,39786.0,0.000276479163524858,2018,6
TOLIMA,2018-07-01,2018-07,2018-07,1022.0,2018-07,9.0,2018-07,12.0,41371.0,374.0,221.0,40776.0,40788.0,0.0002942041776993233,2018,7
TOLIMA,2018-08-01,2018-08,2018-08,760.0,2018-08,6.0,2018-08,8.0,42131.0,380.0,229.0,41522.0,41530.0,0.0001926318324103058,2018,8
TOLIMA,2018-09-01,2018-09,2018-09,905.0,2018-09,7.0,2018-09,13.0,43036.0,387.0,242.0,42407.0,42420.0,0.00030645921735030646,2018,9
TOLIMA,2018-10-01,2018-10,2018-10,825.0,2018-10,5.0,2018-10,10.0,43861.0,392.0,252.0,43217.0,43227.0,0.00023133689592153052,2018,10
TOLIMA,2018-11-01,2018-11,2018-11,782.0,2018-11,4.0,2018-11,9.0,44643.0,396.0,261.0,43986.0,43995.0,0.00020456870098874873,2018,11
TOLIMA,2018-12-01,2018-12,2018-12,700.0,2018-12,6.0,2018-12,8.0,45343.0,402.0,269.0,44672.0,44680.0,0.00017905102954341988,2018,12
TOLIMA,2019-01-01,2019-01,2019-01,679.0,2019-01,12.0,2019-01,19.0,46022.0,414.0,288.0,45320.0,45339.0,0.0004190652639008359,2019,1
TOLIMA,2019-02-01,2019-02,2019-02,783.0,2019-02,19.0,2019-02,10.0,46805.0,433.0,298.0,46074.0,46084.0,0.00021699505251280272,2019,2
TOLIMA,2019-03-01,2019-03,2019-03,1084.0,2019-03,17.0,2019-03,7.0,47889.0,450.0,305.0,47134.0,47141.0,0.00014849069811841072,2019,3
TOLIMA,2019-04-01,2019-04,2019-04,1632.0,2019-04,3.0,2019-04,18.0,49521.0,453.0,323.0,48745.0,48763.0,0.0003691323339417181,2019,4
TOLIMA,2019-05-01,2019-05,2019-05,984.0,2019-05,25.0,2019-05,8.0,50505.0,478.0,331.0,49696.0,49704.0,0.00016095284081764043,2019,5
TOLIMA,2019-06-01,2019-06,2019-06,775.0,2019-06,25.0,2019-06,11.0,51280.0,503.0,342.0,50435.0,50446.0,0.00021805494984736154,2019,6
TOLIMA,2019-07-01,2019-07,2019-07,2167.0,2019-07,7.0,2019-07,11.0,53447.0,510.0,353.0,52584.0,52595.0,0.0002091453560224356,2019,7
TOLIMA,2019-08-01,2019-08,2019-08,1198.0,2019-08,1.0,2019-08,17.0,54645.0,511.0,370.0,53764.0,53781.0,0.0003160967627972704,2019,8
TOLIMA,2019-09-01,2019-09,2019-09,1507.0,2019-09,5.0,2019-09,15.0,56152.0,516.0,385.0,55251.0,55266.0,0.0002714146129627619,2019,9
TOLIMA,2019-10-01,2019-10,2019-10,1082.0,2019-10,3.0,2019-10,12.0,57234.0,519.0,397.0,56318.0,56330.0,0.0002130303568258477,2019,10
TOLIMA,2019-11-01,2019-11,2019-11,953.0,2019-11,4.0,2019-11,18.0,58187.0,523.0,415.0,57249.0,57267.0,0.0003143171460003143,2019,11
TOLIMA,2019-12-01,2019-12,2019-12,575.0,2019-12,2.0,2019-12,14.0,58762.0,525.0,429.0,57808.0,57822.0,0.0002421223755663934,2019,12
TOLIMA,2020-01-01,2020-01,2020-01,1200.0,2020-01,8.0,2020-01,15.0,59962.0,533.0,444.0,58985.0,59000.0,0.0002542372881355932,2020,1
TOLIMA,2020-02-01,2020-02,2020-02,783.0,2020-02,16.0,2020-02,19.0,60745.0,549.0,463.0,59733.0,59752.0,0.00031798098808408085,2020,2
TOLIMA,2020-03-01,2020-03,2020-03,798.0,2020-03,8.0,2020-03,15.0,61543.0,557.0,478.0,60508.0,60523.0,0.00024783966425986816,2020,3
TOLIMA,2020-04-01,2020-04,2020-04,762.0,,0.0,2020-04,15.0,62305.0,557.0,493.0,61255.0,61270.0,0.0002448180186061694,2020,4
TOLIMA,2020-05-01,2020-05,2020-05,886.0,2020-05,4.0,2020-05,12.0,63191.0,561.0,505.0,62125.0,62137.0,0.00019312165054637335,2020,5
TOLIMA,2020-06-01,2020-06,2020-06,719.0,2020-06,1.0,2020-06,13.0,63910.0,562.0,518.0,62830.0,62843.0,0.0002068647263816177,2020,6
TOLIMA,2020-07-01,2020-07,2020-07,785.0,2020-07,4.0,2020-07,32.0,64695.0,566.0,550.0,63579.0,63611.0,0.0005030576472622659,2020,7
TOLIMA,2020-08-01,2020-08,2020-08,635.0,2020-08,7.0,2020-08,35.0,65330.0,573.0,585.0,64172.0,64207.0,0.0005451119036865139,2020,8
TOLIMA,2020-09-01,2020-09,2020-09,858.0,,0.0,2020-09,22.0,66188.0,573.0,607.0,65008.0,65030.0,0.0003383053975088421,2020,9
TOLIMA,2020-10-01,2020-10,2020-10,680.0,2020-10,21.0,2020-10,33.0,66868.0,594.0,640.0,65634.0,65667.0,0.0005025355201242633,2020,10
TOLIMA,2020-11-01,2020-11,2020-11,1067.0,2020-11,6.0,2020-11,27.0,67935.0,600.0,667.0,66668.0,66695.0,0.0004048279481220481,2020,11
TOLIMA,2020-12-01,2020-12,2020-12,340.0,2020-12,4.0,2020-12,31.0,68275.0,604.0,698.0,66973.0,67004.0,0.000462658945734583,2020,12
TOLIMA,2021-01-01,2021-01,2021-01,837.0,2021-01,10.0,2021-01,34.0,69112.0,614.0,732.0,67766.0,67800.0,0.0005014749262536873,2021,1
TOLIMA,2021-02-01,2021-02,2021-02,376.0,2021-02,16.0,2021-02,36.0,69488.0,630.0,768.0,68090.0,68126.0,0.0005284326101635205,2021,2
TOLIMA,2021-03-01,2021-03,2021-03,311.0,2021-03,6.0,2021-03,20.0,69799.0,636.0,788.0,68375.0,68395.0,0.0002924190364792748,2021,3
