Sucursal,Fechas,Year_Month,FCC_y_m,Count_Clientes_Contrato,Count_Contratos,Cumsum_Count_Clientes_Contrato,Cumsum_Count_Contratos,FR_y_m,Count_Clientes_Retirados,Count_Retirados,Cumsum_Count_Clientes_Retirados,Cumsum_Count_Retirados,FS_y_m,Count_Clientes_Siniestros,Count_Siniestros,Cumsum_Count_Clientes_Siniestros,Cumsum_Count_Siniestros,Cantidad_Contratos_Final,Cantidad_Clientes_Final,Pop_Clientes,Proporción Población x Contrato
BOLIVAR,2016-03-01,2016-03,2016-03,253.0,32.0,5507.0,715.0,2016-03,8.0,8.0,46.0,40.0,2016-03,2.0,2.0,8.0,8.0,667.0,5453.0,0.1223179900971942,7.90625
BOLIVAR,2016-04-01,2016-04,2016-04,339.0,42.0,5846.0,757.0,,0.0,0.0,,,,0.0,0.0,,,,,,8.071428571428571
BOLIVAR,2016-05-01,2016-05,2016-05,217.0,28.0,6063.0,785.0,2016-05,2.0,2.0,48.0,42.0,2016-05,1.0,1.0,9.0,9.0,734.0,6006.0,0.12221112221112221,7.75
BOLIVAR,2016-06-01,2016-06,2016-06,833.0,97.0,6896.0,882.0,2016-06,1.0,1.0,49.0,43.0,,0.0,0.0,,,,,,8.587628865979381
BOLIVAR,2016-07-01,2016-07,2016-07,448.0,49.0,7344.0,931.0,2016-07,1.0,1.0,50.0,44.0,,0.0,0.0,,,,,,9.142857142857142
BOLIVAR,2016-08-01,2016-08,2016-08,780.0,95.0,8124.0,1026.0,2016-08,1.0,1.0,51.0,45.0,,0.0,0.0,,,,,,8.210526315789474
BOLIVAR,2016-09-01,2016-09,2016-09,723.0,208.0,8847.0,1234.0,2016-09,3.0,2.0,54.0,47.0,2016-09,1.0,1.0,10.0,10.0,1177.0,8783.0,0.13400888079243994,3.4759615384615383
BOLIVAR,2016-10-01,2016-10,2016-10,1185.0,143.0,10032.0,1377.0,2016-10,6.0,5.0,60.0,52.0,2016-10,4.0,4.0,14.0,14.0,1311.0,9958.0,0.1316529423579032,8.286713286713287
BOLIVAR,2016-11-01,2016-11,2016-11,246.0,29.0,10278.0,1406.0,2016-11,6.0,4.0,66.0,56.0,2016-11,2.0,2.0,16.0,16.0,1334.0,10196.0,0.1308356218124755,8.482758620689655
BOLIVAR,2016-12-01,2016-12,2016-12,463.0,58.0,10741.0,1464.0,2016-12,5.0,4.0,71.0,60.0,2016-12,2.0,2.0,18.0,18.0,1386.0,10652.0,0.13011641006383778,7.982758620689655
BOLIVAR,2017-01-01,2017-01,2017-01,488.0,56.0,11229.0,1520.0,2017-01,3.0,1.0,74.0,61.0,,0.0,0.0,,,,,,8.714285714285714
BOLIVAR,2017-02-01,2017-02,2017-02,915.0,108.0,12144.0,1628.0,,0.0,0.0,,,2017-02,1.0,1.0,19.0,19.0,,,,8.472222222222221
BOLIVAR,2017-03-01,2017-03,2017-03,706.0,80.0,12850.0,1708.0,2017-03,4.0,4.0,78.0,65.0,2017-03,3.0,2.0,22.0,21.0,1622.0,12750.0,0.1272156862745098,8.825
BOLIVAR,2017-04-01,2017-04,2017-04,482.0,55.0,13332.0,1763.0,,0.0,0.0,,,2017-04,3.0,3.0,25.0,24.0,,,,8.763636363636364
BOLIVAR,2017-05-01,2017-05,2017-05,841.0,100.0,14173.0,1863.0,2017-05,2.0,1.0,80.0,66.0,2017-05,3.0,3.0,28.0,27.0,1770.0,14065.0,0.12584429434767153,8.41
BOLIVAR,2017-06-01,2017-06,2017-06,630.0,76.0,14803.0,1939.0,2017-06,1.0,1.0,81.0,67.0,2017-06,2.0,2.0,30.0,29.0,1843.0,14692.0,0.12544241764225428,8.289473684210526
BOLIVAR,2017-07-01,2017-07,2017-07,980.0,132.0,15783.0,2071.0,,0.0,0.0,,,2017-07,2.0,2.0,32.0,31.0,,,,7.424242424242424
BOLIVAR,2017-08-01,2017-08,2017-08,1137.0,148.0,16920.0,2219.0,2017-08,2.0,2.0,83.0,69.0,2017-08,2.0,2.0,34.0,33.0,2117.0,16803.0,0.12598940665357378,7.6824324324324325
BOLIVAR,2017-09-01,2017-09,2017-09,874.0,143.0,17794.0,2362.0,,0.0,0.0,,,2017-09,2.0,2.0,36.0,35.0,,,,6.111888111888112
BOLIVAR,2017-10-01,2017-10,2017-10,627.0,111.0,18421.0,2473.0,2017-10,4.0,3.0,87.0,72.0,2017-10,1.0,1.0,37.0,36.0,2365.0,18297.0,0.12925616221238453,5.648648648648648
BOLIVAR,2017-11-01,2017-11,2017-11,584.0,87.0,19005.0,2560.0,2017-11,2.0,2.0,89.0,74.0,2017-11,4.0,4.0,41.0,40.0,2446.0,18875.0,0.12958940397350993,6.712643678160919
BOLIVAR,2017-12-01,2017-12,2017-12,620.0,99.0,19625.0,2659.0,2017-12,2.0,2.0,91.0,76.0,2017-12,2.0,2.0,43.0,42.0,2541.0,19491.0,0.13036786209019546,6.262626262626263
BOLIVAR,2018-01-01,2018-01,2018-01,825.0,100.0,20450.0,2759.0,2018-01,4.0,4.0,95.0,80.0,2018-01,5.0,5.0,48.0,47.0,2632.0,20307.0,0.12961047914512236,8.25
BOLIVAR,2018-02-01,2018-02,2018-02,871.0,114.0,21321.0,2873.0,2018-02,3.0,3.0,98.0,83.0,,0.0,0.0,,,,,,7.640350877192983
BOLIVAR,2018-03-01,2018-03,2018-03,1073.0,148.0,22394.0,3021.0,2018-03,6.0,2.0,104.0,85.0,2018-03,4.0,4.0,52.0,51.0,2885.0,22238.0,0.12973288964834967,7.25
BOLIVAR,2018-04-01,2018-04,2018-04,1155.0,147.0,23549.0,3168.0,,0.0,0.0,,,2018-04,2.0,2.0,54.0,53.0,,,,7.857142857142857
BOLIVAR,2018-05-01,2018-05,2018-05,831.0,104.0,24380.0,3272.0,2018-05,4.0,1.0,108.0,86.0,2018-05,5.0,5.0,59.0,58.0,3128.0,24213.0,0.1291868004790815,7.990384615384615
BOLIVAR,2018-06-01,2018-06,2018-06,857.0,112.0,25237.0,3384.0,2018-06,6.0,3.0,114.0,89.0,2018-06,1.0,1.0,60.0,59.0,3236.0,25063.0,0.12911463112955351,7.651785714285714
BOLIVAR,2018-07-01,2018-07,2018-07,793.0,103.0,26030.0,3487.0,,0.0,0.0,,,2018-07,2.0,2.0,62.0,61.0,,,,7.699029126213592
BOLIVAR,2018-08-01,2018-08,2018-08,704.0,90.0,26734.0,3577.0,2018-08,7.0,3.0,121.0,92.0,2018-08,2.0,2.0,64.0,63.0,3422.0,26549.0,0.12889374364382838,7.822222222222222
BOLIVAR,2018-09-01,2018-09,2018-09,554.0,79.0,27288.0,3656.0,2018-09,10.0,3.0,131.0,95.0,2018-09,4.0,4.0,68.0,67.0,3494.0,27089.0,0.12898224371516115,7.012658227848101
BOLIVAR,2018-10-01,2018-10,2018-10,618.0,92.0,27906.0,3748.0,2018-10,2.0,2.0,133.0,97.0,2018-10,5.0,5.0,73.0,72.0,3579.0,27700.0,0.1292057761732852,6.717391304347826
BOLIVAR,2018-11-01,2018-11,2018-11,784.0,104.0,28690.0,3852.0,2018-11,3.0,3.0,136.0,100.0,2018-11,2.0,2.0,75.0,74.0,3678.0,28479.0,0.12914779311071314,7.538461538461538
BOLIVAR,2018-12-01,2018-12,2018-12,875.0,133.0,29565.0,3985.0,2018-12,5.0,5.0,141.0,105.0,2018-12,1.0,1.0,76.0,75.0,3805.0,29348.0,0.12965108354913452,6.578947368421052
BOLIVAR,2019-01-01,2019-01,2019-01,764.0,124.0,30329.0,4109.0,2019-01,1.0,1.0,142.0,106.0,2019-01,4.0,4.0,80.0,79.0,3924.0,30107.0,0.13033513800777227,6.161290322580645
BOLIVAR,2019-02-01,2019-02,2019-02,1043.0,149.0,31372.0,4258.0,2019-02,1.0,1.0,143.0,107.0,2019-02,1.0,1.0,81.0,80.0,4071.0,31148.0,0.13069860023115448,7.0
BOLIVAR,2019-03-01,2019-03,2019-03,869.0,147.0,32241.0,4405.0,,0.0,0.0,,,2019-03,3.0,3.0,84.0,83.0,,,,5.91156462585034
BOLIVAR,2019-04-01,2019-04,2019-04,350.0,56.0,32591.0,4461.0,,0.0,0.0,,,2019-04,4.0,4.0,88.0,87.0,,,,6.25
BOLIVAR,2019-05-01,2019-05,2019-05,572.0,75.0,33163.0,4536.0,2019-05,1.0,1.0,144.0,108.0,2019-05,5.0,5.0,93.0,92.0,4336.0,32926.0,0.13168924254388628,7.626666666666667
BOLIVAR,2019-06-01,2019-06,2019-06,908.0,127.0,34071.0,4663.0,2019-06,2.0,1.0,146.0,109.0,2019-06,6.0,6.0,99.0,98.0,4456.0,33826.0,0.13173298646011944,7.149606299212598
BOLIVAR,2019-07-01,2019-07,2019-07,947.0,120.0,35018.0,4783.0,2019-07,4.0,2.0,150.0,111.0,2019-07,4.0,4.0,103.0,102.0,4570.0,34765.0,0.13145404861210988,7.891666666666667
BOLIVAR,2019-08-01,2019-08,2019-08,743.0,104.0,35761.0,4887.0,2019-08,4.0,2.0,154.0,113.0,2019-08,2.0,2.0,105.0,104.0,4670.0,35502.0,0.13154188496422736,7.144230769230769
BOLIVAR,2019-09-01,2019-09,2019-09,839.0,110.0,36600.0,4997.0,2019-09,2.0,1.0,156.0,114.0,2019-09,3.0,3.0,108.0,107.0,4776.0,36336.0,0.13143989431968295,7.627272727272727
BOLIVAR,2019-10-01,2019-10,2019-10,1043.0,142.0,37643.0,5139.0,2019-10,2.0,1.0,158.0,115.0,2019-10,4.0,4.0,112.0,111.0,4913.0,37373.0,0.13145853958740267,7.345070422535211
BOLIVAR,2019-11-01,2019-11,2019-11,593.0,94.0,38236.0,5233.0,2019-11,2.0,1.0,160.0,116.0,2019-11,4.0,4.0,116.0,115.0,5002.0,37960.0,0.13177028451001055,6.308510638297872
BOLIVAR,2019-12-01,2019-12,2019-12,760.0,107.0,38996.0,5340.0,,0.0,0.0,,,2019-12,5.0,5.0,121.0,120.0,,,,7.102803738317757
BOLIVAR,2020-01-01,2020-01,2020-01,609.0,90.0,39605.0,5430.0,,0.0,0.0,,,2020-01,7.0,7.0,128.0,127.0,,,,6.766666666666667
BOLIVAR,2020-02-01,2020-02,2020-02,714.0,105.0,40319.0,5535.0,2020-02,1.0,1.0,161.0,117.0,2020-02,3.0,3.0,131.0,130.0,5288.0,40027.0,0.13211082519299472,6.8
BOLIVAR,2020-03-01,2020-03,2020-03,265.0,36.0,40584.0,5571.0,2020-03,3.0,1.0,164.0,118.0,2020-03,2.0,2.0,133.0,132.0,5321.0,40287.0,0.1320773450492715,7.361111111111111
BOLIVAR,2020-04-01,2020-04,2020-04,463.0,67.0,41047.0,5638.0,,0.0,0.0,,,2020-04,5.0,5.0,138.0,137.0,,,,6.91044776119403
BOLIVAR,2020-05-01,2020-05,2020-05,525.0,85.0,41572.0,5723.0,,0.0,0.0,,,2020-05,12.0,12.0,150.0,149.0,,,,6.176470588235294
BOLIVAR,2020-06-01,2020-06,2020-06,444.0,74.0,42016.0,5797.0,,0.0,0.0,,,2020-06,7.0,7.0,157.0,156.0,,,,6.0
BOLIVAR,2020-07-01,2020-07,2020-07,529.0,75.0,42545.0,5872.0,2020-07,4.0,1.0,168.0,119.0,2020-07,11.0,11.0,168.0,167.0,5586.0,42209.0,0.1323414437679168,7.053333333333334
BOLIVAR,2020-08-01,2020-08,2020-08,488.0,84.0,43033.0,5956.0,2020-08,4.0,1.0,172.0,120.0,2020-08,7.0,7.0,175.0,174.0,5662.0,42686.0,0.13264302113105,5.809523809523809
BOLIVAR,2020-09-01,2020-09,2020-09,537.0,82.0,43570.0,6038.0,,0.0,0.0,,,2020-09,7.0,7.0,182.0,181.0,,,,6.548780487804878
BOLIVAR,2020-10-01,2020-10,2020-10,633.0,91.0,44203.0,6129.0,2020-10,18.0,4.0,190.0,124.0,2020-10,3.0,3.0,185.0,184.0,5821.0,43828.0,0.13281463904353383,6.956043956043956
BOLIVAR,2020-11-01,2020-11,2020-11,414.0,72.0,44617.0,6201.0,,0.0,0.0,,,2020-11,2.0,2.0,187.0,186.0,,,,5.75
BOLIVAR,2020-12-01,2020-12,2020-12,643.0,86.0,45260.0,6287.0,,0.0,0.0,,,2020-12,3.0,3.0,190.0,189.0,,,,7.476744186046512
BOLIVAR,2021-01-01,2021-01,2021-01,540.0,81.0,45800.0,6368.0,,0.0,0.0,,,2021-01,8.0,8.0,198.0,197.0,,,,6.666666666666667
BOLIVAR,2021-02-01,2021-02,2021-02,699.0,101.0,46499.0,6469.0,2021-02,3.0,1.0,193.0,125.0,2021-02,2.0,2.0,200.0,199.0,6145.0,46106.0,0.13327983342731967,6.920792079207921
BOLIVAR,2021-03-01,2021-03,2021-03,2165.0,323.0,48664.0,6792.0,2021-03,1.0,1.0,194.0,126.0,2021-03,4.0,4.0,204.0,203.0,6463.0,48266.0,0.13390378320142543,6.7027863777089784
BOLIVAR,2021-04-01,2021-04,2021-04,1689.0,255.0,50353.0,7047.0,,0.0,0.0,,,2021-04,17.0,17.0,221.0,220.0,,,,6.623529411764705
BOLIVAR,2021-05-01,2021-05,2021-05,895.0,126.0,51248.0,7173.0,,0.0,0.0,,,2021-05,10.0,10.0,231.0,230.0,,,,7.103174603174603
BOLIVAR,2021-06-01,2021-06,2021-06,463.0,63.0,51711.0,7236.0,,0.0,0.0,,,2021-06,9.0,9.0,240.0,239.0,,,,7.349206349206349
BOLIVAR,2021-07-01,2021-07,2021-07,685.0,91.0,52396.0,7327.0,,0.0,0.0,,,2021-07,8.0,8.0,248.0,247.0,,,,7.527472527472527
BOLIVAR,2021-08-01,2021-08,2021-08,683.0,105.0,53079.0,7432.0,2021-08,5.0,4.0,199.0,130.0,2021-08,3.0,3.0,251.0,250.0,7052.0,52629.0,0.13399456573372096,6.504761904761905
BOLIVAR,2021-09-01,2021-09,2021-09,761.0,109.0,53840.0,7541.0,2021-09,4.0,1.0,203.0,131.0,2021-09,3.0,3.0,254.0,253.0,7157.0,53383.0,0.13406889833842234,6.981651376146789
BOLIVAR,2021-10-01,2021-10,2021-10,465.0,77.0,54305.0,7618.0,2021-10,4.0,2.0,207.0,133.0,2021-10,3.0,3.0,257.0,256.0,7229.0,53841.0,0.13426570828922196,6.038961038961039
BOLIVAR,2021-11-01,2021-11,2021-11,544.0,88.0,54849.0,7706.0,2021-11,3.0,2.0,210.0,135.0,2021-11,5.0,5.0,262.0,261.0,7310.0,54377.0,0.13443183698990382,6.181818181818182
BOLIVAR,2021-12-01,2021-12,2021-12,657.0,96.0,55506.0,7802.0,,0.0,0.0,,,2021-12,2.0,2.0,264.0,263.0,,,,6.84375
BOLIVAR,2022-01-01,2022-01,2022-01,598.0,88.0,56104.0,7890.0,2022-01,1.0,1.0,211.0,136.0,2022-01,8.0,7.0,272.0,270.0,7484.0,55621.0,0.13455349598173352,6.795454545454546
BOLIVAR,2022-02-01,2022-02,2022-02,272.0,35.0,56376.0,7925.0,2022-02,2.0,2.0,213.0,138.0,2022-02,3.0,3.0,275.0,273.0,7514.0,55888.0,0.134447466361294,7.771428571428571
BOLIVAR,2022-03-01,2022-03,2022-03,241.0,30.0,56617.0,7955.0,2022-03,4.0,3.0,217.0,141.0,2022-03,4.0,3.0,279.0,276.0,7538.0,56121.0,0.13431692236417742,8.033333333333333
META,2015-01-01,2015-01,2015-01,278.0,36.0,278.0,36.0,,0.0,0.0,,,,0.0,0.0,,,,,,7.722222222222222
META,2015-02-01,2015-02,2015-02,19.0,2.0,297.0,38.0,,0.0,0.0,,,,0.0,0.0,,,,,,9.5
META,2015-03-01,2015-03,2015-03,55.0,7.0,352.0,45.0,,0.0,0.0,,,,0.0,0.0,,,,,,7.857142857142857
META,2015-04-01,2015-04,2015-04,256.0,28.0,608.0,73.0,,0.0,0.0,,,,0.0,0.0,,,,,,9.142857142857142
META,2015-05-01,2015-05,2015-05,95.0,10.0,703.0,83.0,,0.0,0.0,,,,0.0,0.0,,,,,,9.5
META,2015-06-01,2015-06,2015-06,20.0,2.0,723.0,85.0,2015-06,2.0,2.0,2.0,2.0,,0.0,0.0,,,,,,10.0
META,2015-07-01,2015-07,2015-07,68.0,7.0,791.0,92.0,,0.0,0.0,,,,0.0,0.0,,,,,,9.714285714285714
META,2015-08-01,2015-08,2015-08,100.0,11.0,891.0,103.0,,0.0,0.0,,,,0.0,0.0,,,,,,9.090909090909092
META,2015-09-01,2015-09,2015-09,79.0,10.0,970.0,113.0,2015-09,1.0,1.0,3.0,3.0,2015-09,1.0,1.0,1.0,1.0,109.0,966.0,0.11283643892339544,7.9
META,2015-10-01,2015-10,2015-10,332.0,80.0,1302.0,193.0,2015-10,1.0,1.0,4.0,4.0,,0.0,0.0,,,,,,4.15
META,2015-11-01,2015-11,2015-11,362.0,47.0,1664.0,240.0,,0.0,0.0,,,,0.0,0.0,,,,,,7.702127659574468
META,2015-12-01,2015-12,2015-12,48.0,7.0,1712.0,247.0,,0.0,0.0,,,,0.0,0.0,,,,,,6.857142857142857
META,2016-01-01,2016-01,2016-01,220.0,35.0,1932.0,282.0,,0.0,0.0,,,,0.0,0.0,,,,,,6.285714285714286
META,2016-02-01,2016-02,2016-02,100.0,13.0,2032.0,295.0,2016-02,2.0,2.0,6.0,6.0,2016-02,2.0,2.0,3.0,3.0,286.0,2023.0,0.14137419673751853,7.6923076923076925
META,2016-03-01,2016-03,2016-03,57.0,6.0,2089.0,301.0,2016-03,2.0,1.0,8.0,7.0,,0.0,0.0,,,,,,9.5
META,2016-04-01,2016-04,2016-04,413.0,65.0,2502.0,366.0,2016-04,1.0,1.0,9.0,8.0,,0.0,0.0,,,,,,6.3538461538461535
META,2016-05-01,2016-05,2016-05,368.0,47.0,2870.0,413.0,,0.0,0.0,,,,0.0,0.0,,,,,,7.829787234042553
META,2016-06-01,2016-06,2016-06,95.0,13.0,2965.0,426.0,,0.0,0.0,,,,0.0,0.0,,,,,,7.3076923076923075
META,2016-07-01,2016-07,2016-07,368.0,44.0,3333.0,470.0,2016-07,1.0,1.0,10.0,9.0,2016-07,1.0,1.0,4.0,4.0,457.0,3319.0,0.1376920759264839,8.363636363636363
META,2016-08-01,2016-08,2016-08,143.0,43.0,3476.0,513.0,,0.0,0.0,,,,0.0,0.0,,,,,,3.3255813953488373
META,2016-09-01,2016-09,2016-09,605.0,83.0,4081.0,596.0,2016-09,2.0,2.0,12.0,11.0,2016-09,1.0,1.0,5.0,5.0,580.0,4064.0,0.14271653543307086,7.289156626506024
META,2016-10-01,2016-10,2016-10,211.0,33.0,4292.0,629.0,2016-10,1.0,1.0,13.0,12.0,2016-10,2.0,2.0,7.0,7.0,610.0,4272.0,0.14279026217228463,6.393939393939394
META,2016-11-01,2016-11,2016-11,132.0,17.0,4424.0,646.0,2016-11,2.0,2.0,15.0,14.0,,0.0,0.0,,,,,,7.764705882352941
META,2016-12-01,2016-12,2016-12,167.0,20.0,4591.0,666.0,,0.0,0.0,,,,0.0,0.0,,,,,,8.35
META,2017-01-01,2017-01,2017-01,106.0,11.0,4697.0,677.0,,0.0,0.0,,,2017-01,1.0,1.0,8.0,8.0,,,,9.636363636363637
META,2017-02-01,2017-02,2017-02,149.0,18.0,4846.0,695.0,2017-02,2.0,2.0,17.0,16.0,2017-02,1.0,1.0,9.0,9.0,670.0,4820.0,0.13900414937759337,8.277777777777779
META,2017-03-01,2017-03,2017-03,405.0,61.0,5251.0,756.0,,0.0,0.0,,,2017-03,1.0,1.0,10.0,10.0,,,,6.639344262295082
META,2017-04-01,2017-04,2017-04,371.0,50.0,5622.0,806.0,,0.0,0.0,,,2017-04,1.0,1.0,11.0,11.0,,,,7.42
META,2017-05-01,2017-05,2017-05,177.0,23.0,5799.0,829.0,2017-05,2.0,2.0,19.0,18.0,,0.0,0.0,,,,,,7.695652173913044
META,2017-06-01,2017-06,2017-06,230.0,29.0,6029.0,858.0,2017-06,1.0,1.0,20.0,19.0,2017-06,1.0,1.0,12.0,12.0,827.0,5997.0,0.13790228447557112,7.931034482758621
META,2017-07-01,2017-07,2017-07,180.0,22.0,6209.0,880.0,,0.0,0.0,,,2017-07,2.0,1.0,14.0,13.0,,,,8.181818181818182
META,2017-08-01,2017-08,2017-08,231.0,26.0,6440.0,906.0,,0.0,0.0,,,,0.0,0.0,,,,,,8.884615384615385
META,2017-09-01,2017-09,2017-09,74.0,9.0,6514.0,915.0,2017-09,1.0,1.0,21.0,20.0,,0.0,0.0,,,,,,8.222222222222221
META,2017-10-01,2017-10,2017-10,281.0,37.0,6795.0,952.0,2017-10,1.0,1.0,22.0,21.0,2017-10,3.0,3.0,17.0,16.0,915.0,6756.0,0.13543516873889877,7.594594594594595
META,2017-11-01,2017-11,2017-11,127.0,15.0,6922.0,967.0,2017-11,1.0,1.0,23.0,22.0,2017-11,2.0,2.0,19.0,18.0,927.0,6880.0,0.13473837209302325,8.466666666666667
META,2017-12-01,2017-12,2017-12,276.0,30.0,7198.0,997.0,,0.0,0.0,,,2017-12,2.0,2.0,21.0,20.0,,,,9.2
META,2018-01-01,2018-01,2018-01,266.0,34.0,7464.0,1031.0,2018-01,1.0,1.0,24.0,23.0,2018-01,3.0,3.0,24.0,23.0,985.0,7416.0,0.13282092772384035,7.823529411764706
META,2018-02-01,2018-02,2018-02,717.0,100.0,8181.0,1131.0,2018-02,1.0,1.0,25.0,24.0,,0.0,0.0,,,,,,7.17
META,2018-03-01,2018-03,2018-03,613.0,131.0,8794.0,1262.0,2018-03,9.0,4.0,34.0,28.0,2018-03,1.0,1.0,25.0,24.0,1210.0,8735.0,0.1385231825987407,4.679389312977099
META,2018-04-01,2018-04,2018-04,130.0,14.0,8924.0,1276.0,2018-04,1.0,1.0,35.0,29.0,2018-04,1.0,1.0,26.0,25.0,1222.0,8863.0,0.13787656549701005,9.285714285714286
META,2018-05-01,2018-05,2018-05,294.0,114.0,9218.0,1390.0,,0.0,0.0,,,2018-05,4.0,4.0,30.0,29.0,,,,2.5789473684210527
META,2018-06-01,2018-06,2018-06,112.0,67.0,9330.0,1457.0,2018-06,3.0,2.0,38.0,31.0,2018-06,1.0,1.0,31.0,30.0,1396.0,9261.0,0.15073966094374258,1.671641791044776
META,2018-07-01,2018-07,2018-07,261.0,37.0,9591.0,1494.0,2018-07,4.0,1.0,42.0,32.0,2018-07,2.0,2.0,33.0,32.0,1430.0,9516.0,0.15027322404371585,7.054054054054054
META,2018-08-01,2018-08,2018-08,151.0,26.0,9742.0,1520.0,2018-08,4.0,2.0,46.0,34.0,2018-08,1.0,1.0,34.0,33.0,1453.0,9662.0,0.15038294348996067,5.8076923076923075
META,2018-09-01,2018-09,2018-09,136.0,21.0,9878.0,1541.0,,0.0,0.0,,,,0.0,0.0,,,,,,6.476190476190476
META,2018-10-01,2018-10,2018-10,160.0,26.0,10038.0,1567.0,,0.0,0.0,,,2018-10,5.0,5.0,39.0,38.0,,,,6.153846153846154
META,2018-11-01,2018-11,2018-11,20.0,3.0,10058.0,1570.0,2018-11,1.0,1.0,47.0,35.0,2018-11,1.0,1.0,40.0,39.0,1496.0,9971.0,0.1500351017952061,6.666666666666667
META,2018-12-01,2018-12,2018-12,20.0,2.0,10078.0,1572.0,2018-12,1.0,1.0,48.0,36.0,2018-12,1.0,1.0,41.0,40.0,1496.0,9989.0,0.14976474121533687,10.0
META,2019-01-01,2019-01,2019-01,113.0,16.0,10191.0,1588.0,,0.0,0.0,,,2019-01,3.0,3.0,44.0,43.0,,,,7.0625
META,2019-02-01,2019-02,2019-02,169.0,25.0,10360.0,1613.0,,0.0,0.0,,,2019-02,3.0,3.0,47.0,46.0,,,,6.76
META,2019-03-01,2019-03,2019-03,958.0,196.0,11318.0,1809.0,2019-03,5.0,2.0,53.0,38.0,,0.0,0.0,,,,,,4.887755102040816
META,2019-04-01,2019-04,2019-04,182.0,23.0,11500.0,1832.0,,0.0,0.0,,,2019-04,3.0,3.0,50.0,49.0,,,,7.913043478260869
META,2019-05-01,2019-05,2019-05,207.0,24.0,11707.0,1856.0,2019-05,5.0,5.0,58.0,43.0,2019-05,1.0,1.0,51.0,50.0,1763.0,11598.0,0.1520089670632868,8.625
META,2019-06-01,2019-06,2019-06,20.0,3.0,11727.0,1859.0,2019-06,3.0,2.0,61.0,45.0,2019-06,1.0,1.0,52.0,51.0,1763.0,11614.0,0.15179955226450836,6.666666666666667
META,2019-07-01,2019-07,2019-07,184.0,27.0,11911.0,1886.0,2019-07,3.0,3.0,64.0,48.0,,0.0,0.0,,,,,,6.814814814814815
META,2019-08-01,2019-08,2019-08,193.0,26.0,12104.0,1912.0,,0.0,0.0,,,2019-08,2.0,2.0,54.0,53.0,,,,7.423076923076923
META,2019-09-01,2019-09,2019-09,608.0,107.0,12712.0,2019.0,2019-09,2.0,1.0,66.0,49.0,2019-09,1.0,1.0,55.0,54.0,1916.0,12591.0,0.15217218648240807,5.682242990654205
META,2019-10-01,2019-10,2019-10,174.0,24.0,12886.0,2043.0,,0.0,0.0,,,2019-10,2.0,2.0,57.0,56.0,,,,7.25
META,2019-11-01,2019-11,2019-11,344.0,45.0,13230.0,2088.0,,0.0,0.0,,,2019-11,1.0,1.0,58.0,57.0,,,,7.644444444444445
META,2019-12-01,2019-12,2019-12,560.0,79.0,13790.0,2167.0,2019-12,1.0,1.0,67.0,50.0,2019-12,2.0,2.0,60.0,59.0,2058.0,13663.0,0.15062577764766158,7.0886075949367084
META,2020-01-01,2020-01,2020-01,643.0,101.0,14433.0,2268.0,2020-01,1.0,1.0,68.0,51.0,2020-01,1.0,1.0,61.0,60.0,2157.0,14304.0,0.1507969798657718,6.366336633663367
META,2020-02-01,2020-02,2020-02,491.0,75.0,14924.0,2343.0,,0.0,0.0,,,2020-02,2.0,2.0,63.0,62.0,,,,6.546666666666667
META,2020-03-01,2020-03,2020-03,476.0,67.0,15400.0,2410.0,2020-03,5.0,2.0,73.0,53.0,2020-03,3.0,3.0,66.0,65.0,2292.0,15261.0,0.15018675054059366,7.104477611940299
META,2020-04-01,2020-04,2020-04,143.0,19.0,15543.0,2429.0,2020-04,1.0,1.0,74.0,54.0,2020-04,3.0,3.0,69.0,68.0,2307.0,15400.0,0.1498051948051948,7.526315789473684
META,2020-05-01,2020-05,2020-05,121.0,16.0,15664.0,2445.0,,0.0,0.0,,,2020-05,1.0,1.0,70.0,69.0,,,,7.5625
META,2020-06-01,2020-06,2020-06,103.0,12.0,15767.0,2457.0,,0.0,0.0,,,2020-06,5.0,5.0,75.0,74.0,,,,8.583333333333334
META,2020-07-01,2020-07,2020-07,21.0,3.0,15788.0,2460.0,2020-07,2.0,1.0,76.0,55.0,2020-07,2.0,2.0,77.0,76.0,2329.0,15635.0,0.14896066517428846,7.0
META,2020-08-01,2020-08,,0.0,0.0,,,,0.0,0.0,,,2020-08,4.0,4.0,81.0,80.0,,,,
META,2020-09-01,2020-09,2020-09,103.0,13.0,15891.0,2473.0,,0.0,0.0,,,2020-09,1.0,1.0,82.0,81.0,,,,7.923076923076923
META,2020-10-01,2020-10,2020-10,381.0,83.0,16272.0,2556.0,,0.0,0.0,,,,0.0,0.0,,,,,,4.590361445783133
META,2020-11-01,2020-11,2020-11,158.0,33.0,16430.0,2589.0,2020-11,3.0,1.0,79.0,56.0,2020-11,4.0,4.0,86.0,85.0,2448.0,16265.0,0.15050722410083,4.787878787878788
META,2020-12-01,2020-12,2020-12,156.0,27.0,16586.0,2616.0,2020-12,1.0,1.0,80.0,57.0,2020-12,1.0,1.0,87.0,86.0,2473.0,16419.0,0.15061818624763992,5.777777777777778
META,2021-01-01,2021-01,2021-01,189.0,30.0,16775.0,2646.0,,0.0,0.0,,,2021-01,6.0,6.0,93.0,92.0,,,,6.3
META,2021-02-01,2021-02,2021-02,1117.0,234.0,17892.0,2880.0,,0.0,0.0,,,2021-02,4.0,4.0,97.0,96.0,,,,4.773504273504273
