Sucursal,Fechas,Year_Month,FCC_y_m,Count_Clientes_Contrato,Count_Contratos,Cumsum_Count_Clientes_Contrato,Cumsum_Count_Contratos,FR_y_m,Count_Clientes_Retirados,Count_Retirados,Cumsum_Count_Clientes_Retirados,Cumsum_Count_Retirados,FS_y_m,Count_Clientes_Siniestros,Count_Siniestros,Cumsum_Count_Clientes_Siniestros,Cumsum_Count_Siniestros,Cantidad_Contratos_Final,Cantidad_Clientes_Final,Pop_Clientes,Proporción Población x Contrato
NACIONAL,2015-01-01,2015-01,2015-01,9972.0,1546.0,9972.0,1546.0,2015-01,1.0,1.0,1.0,1.0,2015-01,2.0,2.0,2.0,2.0,1543.0,9969.0,0.15477981743404554,6.45019404915912
NACIONAL,2015-02-01,2015-02,2015-02,11709.0,1807.0,21681.0,3353.0,2015-02,7.0,6.0,8.0,7.0,,0.0,0.0,2.0,2.0,3344.0,21671.0,0.15430760001845784,6.479800774764803
NACIONAL,2015-03-01,2015-03,2015-03,15664.0,3139.0,37345.0,6492.0,2015-03,27.0,15.0,35.0,22.0,2015-03,3.0,1.0,5.0,3.0,6467.0,37305.0,0.17335477817986866,4.990124243389615
NACIONAL,2015-04-01,2015-04,2015-04,12581.0,2312.0,49926.0,8804.0,2015-04,31.0,17.0,66.0,39.0,2015-04,3.0,3.0,8.0,6.0,8759.0,49852.0,0.1757000722137527,5.4416089965397925
NACIONAL,2015-05-01,2015-05,2015-05,12720.0,1977.0,62646.0,10781.0,2015-05,35.0,27.0,101.0,66.0,2015-05,2.0,2.0,10.0,8.0,10707.0,62535.0,0.1712161189733749,6.433990895295903
NACIONAL,2015-06-01,2015-06,2015-06,12407.0,2244.0,75053.0,13025.0,2015-06,53.0,32.0,154.0,98.0,2015-06,1.0,1.0,11.0,9.0,12918.0,74888.0,0.1724975964106399,5.528966131907309
NACIONAL,2015-07-01,2015-07,2015-07,14219.0,2229.0,89272.0,15254.0,2015-07,123.0,53.0,277.0,151.0,2015-07,3.0,3.0,14.0,12.0,15091.0,88981.0,0.16959800406828424,6.37909376401974
NACIONAL,2015-08-01,2015-08,2015-08,12982.0,2096.0,102254.0,17350.0,2015-08,69.0,55.0,346.0,206.0,2015-08,16.0,16.0,30.0,28.0,17116.0,101878.0,0.16800486856828756,6.193702290076335
NACIONAL,2015-09-01,2015-09,2015-09,17736.0,3886.0,119990.0,21236.0,2015-09,56.0,54.0,402.0,260.0,2015-09,17.0,17.0,47.0,45.0,20931.0,119541.0,0.17509473737044193,4.564076170869789
NACIONAL,2015-10-01,2015-10,2015-10,23965.0,6512.0,143955.0,27748.0,2015-10,61.0,57.0,463.0,317.0,2015-10,19.0,19.0,66.0,64.0,27367.0,143426.0,0.1908091977744621,3.6801289926289926
NACIONAL,2015-11-01,2015-11,2015-11,13223.0,2369.0,157178.0,30117.0,2015-11,92.0,76.0,555.0,393.0,2015-11,24.0,24.0,90.0,88.0,29636.0,156533.0,0.1893274900500214,5.581680033769523
NACIONAL,2015-12-01,2015-12,2015-12,13243.0,2732.0,170421.0,32849.0,2015-12,60.0,56.0,615.0,449.0,2015-12,24.0,24.0,114.0,112.0,32288.0,169692.0,0.19027414374278104,4.847364568081991
NACIONAL,2016-01-01,2016-01,2016-01,11714.0,1815.0,182135.0,34664.0,2016-01,78.0,71.0,693.0,520.0,2016-01,27.0,27.0,141.0,139.0,34005.0,181301.0,0.18756101731374897,6.453994490358126
NACIONAL,2016-02-01,2016-02,2016-02,14313.0,2497.0,196448.0,37161.0,2016-02,126.0,94.0,819.0,614.0,2016-02,25.0,25.0,166.0,164.0,36383.0,195463.0,0.18613752986498724,5.732078494193032
NACIONAL,2016-03-01,2016-03,2016-03,12690.0,1937.0,209138.0,39098.0,2016-03,101.0,89.0,920.0,703.0,2016-03,33.0,32.0,199.0,196.0,38199.0,208019.0,0.18363226436046706,6.551368094992256
NACIONAL,2016-04-01,2016-04,2016-04,14074.0,2284.0,223212.0,41382.0,2016-04,49.0,45.0,969.0,748.0,2016-04,24.0,24.0,223.0,220.0,40414.0,222020.0,0.1820286460679218,6.16199649737303
NACIONAL,2016-05-01,2016-05,2016-05,15573.0,2614.0,238785.0,43996.0,2016-05,102.0,81.0,1071.0,829.0,2016-05,29.0,29.0,252.0,249.0,42918.0,237462.0,0.18073628622684892,5.957536342769702
NACIONAL,2016-06-01,2016-06,2016-06,13581.0,2841.0,252366.0,46837.0,2016-06,100.0,78.0,1171.0,907.0,2016-06,43.0,43.0,295.0,292.0,45638.0,250900.0,0.18189717018732562,4.7803590285110875
NACIONAL,2016-07-01,2016-07,2016-07,16094.0,2837.0,268460.0,49674.0,2016-07,66.0,63.0,1237.0,970.0,2016-07,30.0,30.0,325.0,322.0,48382.0,266898.0,0.18127524372606763,5.672893902009164
NACIONAL,2016-08-01,2016-08,2016-08,17646.0,2628.0,286106.0,52302.0,2016-08,75.0,65.0,1312.0,1035.0,2016-08,33.0,33.0,358.0,355.0,50912.0,284436.0,0.17899281384916116,6.7146118721461185
NACIONAL,2016-09-01,2016-09,2016-09,17831.0,3380.0,303937.0,55682.0,2016-09,99.0,84.0,1411.0,1119.0,2016-09,39.0,39.0,397.0,394.0,54169.0,302129.0,0.17929096511754913,5.275443786982248
NACIONAL,2016-10-01,2016-10,2016-10,15392.0,2327.0,319329.0,58009.0,2016-10,116.0,86.0,1527.0,1205.0,2016-10,49.0,49.0,446.0,443.0,56361.0,317356.0,0.17759550788389064,6.614525139664805
NACIONAL,2016-11-01,2016-11,2016-11,16094.0,3206.0,335423.0,61215.0,2016-11,286.0,210.0,1813.0,1415.0,2016-11,57.0,55.0,503.0,498.0,59302.0,333107.0,0.1780268802516909,5.019962570180911
NACIONAL,2016-12-01,2016-12,2016-12,11528.0,2376.0,346951.0,63591.0,2016-12,147.0,116.0,1960.0,1531.0,2016-12,92.0,79.0,595.0,577.0,61483.0,344396.0,0.1785241408146436,4.851851851851852
NACIONAL,2017-01-01,2017-01,2017-01,11441.0,2199.0,358392.0,65790.0,2017-01,87.0,69.0,2047.0,1600.0,2017-01,85.0,75.0,680.0,652.0,63538.0,355665.0,0.17864563564027947,5.202819463392451
NACIONAL,2017-02-01,2017-02,2017-02,13249.0,2223.0,371641.0,68013.0,2017-02,54.0,40.0,2101.0,1640.0,2017-02,81.0,80.0,761.0,732.0,65641.0,368779.0,0.1779954932357862,5.9599640125955915
NACIONAL,2017-03-01,2017-03,2017-03,16817.0,2770.0,388458.0,70783.0,2017-03,65.0,45.0,2166.0,1685.0,2017-03,75.0,71.0,836.0,803.0,68295.0,385456.0,0.17717975592544935,6.071119133574007
NACIONAL,2017-04-01,2017-04,2017-04,14796.0,3099.0,403254.0,73882.0,2017-04,41.0,28.0,2207.0,1713.0,2017-04,90.0,86.0,926.0,889.0,71280.0,400121.0,0.17814611080148254,4.7744433688286545
NACIONAL,2017-05-01,2017-05,2017-05,16089.0,2614.0,419343.0,76496.0,2017-05,74.0,53.0,2281.0,1766.0,2017-05,92.0,87.0,1018.0,976.0,73754.0,416044.0,0.17727451904125524,6.154934965570008
NACIONAL,2017-06-01,2017-06,2017-06,16840.0,3120.0,436183.0,79616.0,2017-06,56.0,31.0,2337.0,1797.0,2017-06,69.0,68.0,1087.0,1044.0,76775.0,432759.0,0.17740821103662777,5.397435897435898
NACIONAL,2017-07-01,2017-07,2017-07,15667.0,3234.0,451850.0,82850.0,2017-07,53.0,36.0,2390.0,1833.0,2017-07,112.0,98.0,1199.0,1142.0,79875.0,448261.0,0.17818859994512126,4.844465058750773
NACIONAL,2017-08-01,2017-08,2017-08,16200.0,2550.0,468050.0,85400.0,2017-08,85.0,54.0,2475.0,1887.0,2017-08,115.0,105.0,1314.0,1247.0,82266.0,464261.0,0.17719774006431727,6.352941176470588
NACIONAL,2017-09-01,2017-09,2017-09,17254.0,3504.0,485304.0,88904.0,2017-09,68.0,47.0,2543.0,1934.0,2017-09,103.0,89.0,1417.0,1336.0,85634.0,481344.0,0.1779060297832735,4.924086757990867
NACIONAL,2017-10-01,2017-10,2017-10,16593.0,3039.0,501897.0,91943.0,2017-10,86.0,63.0,2629.0,1997.0,2017-10,100.0,100.0,1517.0,1436.0,88510.0,497751.0,0.1778198336115849,5.460019743336624
NACIONAL,2017-11-01,2017-11,2017-11,15485.0,2479.0,517382.0,94422.0,2017-11,83.0,54.0,2712.0,2051.0,2017-11,97.0,88.0,1614.0,1524.0,90847.0,513056.0,0.17707033930019336,6.246470350947963
NACIONAL,2017-12-01,2017-12,2017-12,11828.0,2077.0,529210.0,96499.0,2017-12,96.0,70.0,2808.0,2121.0,2017-12,96.0,95.0,1710.0,1619.0,92759.0,524692.0,0.17678752487173427,5.69475204622051
NACIONAL,2018-01-01,2018-01,2018-01,15226.0,3712.0,544436.0,100211.0,2018-01,92.0,71.0,2900.0,2192.0,2018-01,91.0,82.0,1801.0,1701.0,96318.0,539735.0,0.17845424143329597,4.101831896551724
NACIONAL,2018-02-01,2018-02,2018-02,19850.0,4076.0,564286.0,104287.0,2018-02,71.0,52.0,2971.0,2244.0,2018-02,86.0,79.0,1887.0,1780.0,100263.0,559428.0,0.17922413608185503,4.869970559371933
NACIONAL,2018-03-01,2018-03,2018-03,17952.0,3007.0,582238.0,107294.0,2018-03,83.0,53.0,3054.0,2297.0,2018-03,119.0,101.0,2006.0,1881.0,103116.0,577178.0,0.1786554581082439,5.970069837046891
NACIONAL,2018-04-01,2018-04,2018-04,17602.0,2905.0,599840.0,110199.0,2018-04,82.0,58.0,3136.0,2355.0,2018-04,103.0,102.0,2109.0,1983.0,105861.0,594595.0,0.17803883315534103,6.059208261617901
NACIONAL,2018-05-01,2018-05,2018-05,19617.0,3160.0,619457.0,113359.0,2018-05,119.0,79.0,3255.0,2434.0,2018-05,124.0,111.0,2233.0,2094.0,108831.0,613969.0,0.17725813518272096,6.207911392405063
NACIONAL,2018-06-01,2018-06,2018-06,20244.0,3290.0,639701.0,116649.0,2018-06,119.0,78.0,3374.0,2512.0,2018-06,125.0,112.0,2358.0,2206.0,111931.0,633969.0,0.17655595147396796,6.153191489361702
NACIONAL,2018-07-01,2018-07,2018-07,16792.0,3421.0,656493.0,120070.0,2018-07,107.0,69.0,3481.0,2581.0,2018-07,101.0,101.0,2459.0,2307.0,115182.0,650553.0,0.17705244614966037,4.908506284712073
NACIONAL,2018-08-01,2018-08,2018-08,19972.0,3472.0,676465.0,123542.0,2018-08,715.0,294.0,4196.0,2875.0,2018-08,112.0,102.0,2571.0,2409.0,118258.0,669698.0,0.1765840722235993,5.752304147465438
NACIONAL,2018-09-01,2018-09,2018-09,15787.0,2972.0,692252.0,126514.0,2018-09,109.0,70.0,4305.0,2945.0,2018-09,116.0,106.0,2687.0,2515.0,121054.0,685260.0,0.17665411668563757,5.311911170928668
NACIONAL,2018-10-01,2018-10,2018-10,17069.0,3670.0,709321.0,130184.0,2018-10,130.0,81.0,4435.0,3026.0,2018-10,121.0,118.0,2808.0,2633.0,124525.0,702078.0,0.17736633251576037,4.650953678474115
NACIONAL,2018-11-01,2018-11,2018-11,14571.0,2612.0,723892.0,132796.0,2018-11,111.0,70.0,4546.0,3096.0,2018-11,89.0,89.0,2897.0,2722.0,126978.0,716449.0,0.17723243385083934,5.5784839203675345
NACIONAL,2018-12-01,2018-12,2018-12,10760.0,2218.0,734652.0,135014.0,2018-12,157.0,113.0,4703.0,3209.0,2018-12,137.0,125.0,3034.0,2847.0,128958.0,726915.0,0.1774045108437713,4.8512173128945
NACIONAL,2019-01-01,2019-01,2019-01,10108.0,1912.0,744760.0,136926.0,2019-01,109.0,66.0,4812.0,3275.0,2019-01,132.0,122.0,3166.0,2969.0,130682.0,736782.0,0.17736861106813143,5.2866108786610875
NACIONAL,2019-02-01,2019-02,2019-02,16271.0,3204.0,761031.0,140130.0,2019-02,86.0,58.0,4898.0,3333.0,2019-02,117.0,116.0,3283.0,3085.0,133712.0,752850.0,0.17760775718934715,5.0783395755305865
NACIONAL,2019-03-01,2019-03,2019-03,23607.0,4515.0,784638.0,144645.0,2019-03,118.0,74.0,5016.0,3407.0,2019-03,141.0,140.0,3424.0,3225.0,138013.0,776198.0,0.17780643598669413,5.228571428571429
NACIONAL,2019-04-01,2019-04,2019-04,17862.0,4163.0,802500.0,148808.0,2019-04,86.0,59.0,5102.0,3466.0,2019-04,125.0,108.0,3549.0,3333.0,142009.0,793849.0,0.17888666484432178,4.290655777083834
NACIONAL,2019-05-01,2019-05,2019-05,17882.0,3945.0,820382.0,152753.0,2019-05,137.0,101.0,5239.0,3567.0,2019-05,126.0,126.0,3675.0,3459.0,145727.0,811468.0,0.1795844075182262,4.532826362484157
NACIONAL,2019-06-01,2019-06,2019-06,16262.0,2560.0,836644.0,155313.0,2019-06,108.0,68.0,5347.0,3635.0,2019-06,129.0,124.0,3804.0,3583.0,148095.0,827493.0,0.17896828130268172,6.35234375
NACIONAL,2019-07-01,2019-07,2019-07,21344.0,3489.0,857988.0,158802.0,2019-07,113.0,77.0,5460.0,3712.0,2019-07,154.0,139.0,3958.0,3722.0,151368.0,848570.0,0.17838009828299375,6.117512181140728
NACIONAL,2019-08-01,2019-08,2019-08,22021.0,3252.0,880009.0,162054.0,2019-08,65.0,50.0,5525.0,3762.0,2019-08,154.0,154.0,4112.0,3876.0,154416.0,870372.0,0.17741379548055314,6.771525215252153
NACIONAL,2019-09-01,2019-09,2019-09,28213.0,4203.0,908222.0,166257.0,2019-09,80.0,56.0,5605.0,3818.0,2019-09,137.0,137.0,4249.0,4013.0,158426.0,898368.0,0.17634866780651137,6.7125862479181535
NACIONAL,2019-10-01,2019-10,2019-10,23682.0,3557.0,931904.0,169814.0,2019-10,129.0,81.0,5734.0,3899.0,2019-10,133.0,128.0,4382.0,4141.0,161774.0,921788.0,0.17550022347871744,6.6578577452909755
NACIONAL,2019-11-01,2019-11,2019-11,22548.0,4155.0,954452.0,173969.0,2019-11,80.0,49.0,5814.0,3948.0,2019-11,150.0,148.0,4532.0,4289.0,165732.0,944106.0,0.17554384783064614,5.426714801444043
NACIONAL,2019-12-01,2019-12,2019-12,20788.0,3423.0,975240.0,177392.0,2019-12,97.0,64.0,5911.0,4012.0,2019-12,162.0,155.0,4694.0,4444.0,168936.0,964635.0,0.1751294531092071,6.073035349108968
NACIONAL,2020-01-01,2020-01,2020-01,23239.0,3459.0,998479.0,180851.0,2020-01,80.0,51.0,5991.0,4063.0,2020-01,178.0,164.0,4872.0,4608.0,172180.0,987616.0,0.17433901435375693,6.718415727088754
NACIONAL,2020-02-01,2020-02,2020-02,26815.0,3884.0,1025294.0,184735.0,2020-02,102.0,60.0,6093.0,4123.0,2020-02,186.0,176.0,5058.0,4784.0,175828.0,1014143.0,0.17337594402367318,6.903964984552008
NACIONAL,2020-03-01,2020-03,2020-03,23038.0,3818.0,1048332.0,188553.0,2020-03,135.0,80.0,6228.0,4203.0,2020-03,195.0,193.0,5253.0,4977.0,179373.0,1036851.0,0.17299785600824033,6.034049240440021
NACIONAL,2020-04-01,2020-04,2020-04,19975.0,3421.0,1068307.0,191974.0,2020-04,21.0,18.0,6249.0,4221.0,2020-04,182.0,182.0,5435.0,5159.0,182594.0,1056623.0,0.17280903406418371,5.838935983630518
NACIONAL,2020-05-01,2020-05,2020-05,20306.0,3106.0,1088613.0,195080.0,2020-05,40.0,24.0,6289.0,4245.0,2020-05,182.0,181.0,5617.0,5340.0,185495.0,1076707.0,0.1722799238790126,6.537669027688345
NACIONAL,2020-06-01,2020-06,2020-06,17082.0,2562.0,1105695.0,197642.0,2020-06,57.0,32.0,6346.0,4277.0,2020-06,274.0,273.0,5891.0,5613.0,187752.0,1093458.0,0.17170481170744556,6.667447306791569
NACIONAL,2020-07-01,2020-07,2020-07,15469.0,2513.0,1121164.0,200155.0,2020-07,90.0,48.0,6436.0,4325.0,2020-07,330.0,327.0,6221.0,5940.0,189890.0,1108507.0,0.1713024816261873,6.155590927178671
NACIONAL,2020-08-01,2020-08,2020-08,14729.0,2147.0,1135893.0,202302.0,2020-08,65.0,41.0,6501.0,4366.0,2020-08,339.0,331.0,6560.0,6271.0,191665.0,1122832.0,0.1706978425980022,6.860270144387518
NACIONAL,2020-09-01,2020-09,2020-09,18759.0,2899.0,1154652.0,205201.0,2020-09,48.0,30.0,6549.0,4396.0,2020-09,254.0,253.0,6814.0,6524.0,194281.0,1141289.0,0.17022945108557078,6.4708520179372195
NACIONAL,2020-10-01,2020-10,2020-10,17295.0,2855.0,1171947.0,208056.0,2020-10,206.0,100.0,6755.0,4496.0,2020-10,267.0,266.0,7081.0,6790.0,196770.0,1158111.0,0.16990599346694746,6.057793345008757
NACIONAL,2020-11-01,2020-11,2020-11,18046.0,3069.0,1189993.0,211125.0,2020-11,82.0,48.0,6837.0,4544.0,2020-11,320.0,318.0,7401.0,7108.0,199473.0,1175755.0,0.16965524280143396,5.880091234929945
NACIONAL,2020-12-01,2020-12,2020-12,19863.0,3917.0,1209856.0,215042.0,2020-12,51.0,27.0,6888.0,4571.0,2020-12,328.0,326.0,7729.0,7434.0,203037.0,1195239.0,0.16987146503753642,5.0709726831759
NACIONAL,2021-01-01,2021-01,2021-01,13407.0,2367.0,1223263.0,217409.0,2021-01,103.0,60.0,6991.0,4631.0,2021-01,438.0,432.0,8167.0,7866.0,204912.0,1208105.0,0.16961439609967677,5.664131812420786
NACIONAL,2021-02-01,2021-02,2021-02,23726.0,4368.0,1246989.0,221777.0,2021-02,105.0,59.0,7096.0,4690.0,2021-02,297.0,293.0,8464.0,8159.0,208928.0,1231429.0,0.1696630500012587,5.431776556776557
NACIONAL,2021-03-01,2021-03,2021-03,20670.0,3375.0,1267659.0,225152.0,2021-03,88.0,56.0,7184.0,4746.0,2021-03,257.0,254.0,8721.0,8413.0,211993.0,1251754.0,0.16935675859633761,6.124444444444444
NACIONAL,2021-04-01,2021-04,2021-04,15927.0,2491.0,1283586.0,227643.0,2021-04,81.0,54.0,7265.0,4800.0,2021-04,390.0,380.0,9111.0,8793.0,214050.0,1267210.0,0.1689143867235896,6.39381774387796
NACIONAL,2021-05-01,2021-05,2021-05,13927.0,2139.0,1297513.0,229782.0,2021-05,74.0,50.0,7339.0,4850.0,2021-05,452.0,446.0,9563.0,9239.0,215693.0,1280611.0,0.16842975735801113,6.510986442262739
NACIONAL,2021-06-01,2021-06,2021-06,19040.0,2932.0,1316553.0,232714.0,2021-06,85.0,52.0,7424.0,4902.0,2021-06,440.0,434.0,10003.0,9673.0,218139.0,1299126.0,0.16791211937872078,6.493860845839018
NACIONAL,2021-07-01,2021-07,2021-07,25492.0,4633.0,1342045.0,237347.0,2021-07,72.0,41.0,7496.0,4943.0,2021-07,352.0,351.0,10355.0,10024.0,222380.0,1324194.0,0.16793611812166495,5.50226635009713
NACIONAL,2021-08-01,2021-08,2021-08,13125.0,1986.0,1355170.0,239333.0,2021-08,70.0,45.0,7566.0,4988.0,2021-08,258.0,258.0,10613.0,10282.0,224063.0,1336991.0,0.16758751554797302,6.608761329305136
NACIONAL,2021-09-01,2021-09,2021-09,23106.0,4219.0,1378276.0,243552.0,2021-09,112.0,58.0,7678.0,5046.0,2021-09,225.0,225.0,10838.0,10507.0,227999.0,1359760.0,0.16767591339648172,5.47665323536383
NACIONAL,2021-10-01,2021-10,2021-10,12482.0,2002.0,1390758.0,245554.0,2021-10,99.0,58.0,7777.0,5104.0,2021-10,232.0,230.0,11070.0,10737.0,229713.0,1371911.0,0.16744016193470276,6.234765234765235
NACIONAL,2021-11-01,2021-11,2021-11,11130.0,1772.0,1401888.0,247326.0,2021-11,129.0,72.0,7906.0,5176.0,2021-11,217.0,217.0,11287.0,10954.0,231196.0,1382695.0,0.1672067954248768,6.281038374717833
NACIONAL,2021-12-01,2021-12,2021-12,10126.0,1670.0,1412014.0,248996.0,2021-12,102.0,60.0,8008.0,5236.0,2021-12,258.0,257.0,11545.0,11211.0,232549.0,1392461.0,0.16700575455973274,6.063473053892215
NACIONAL,2022-01-01,2022-01,2022-01,18443.0,3440.0,1430457.0,252436.0,2022-01,154.0,84.0,8162.0,5320.0,2022-01,360.0,357.0,11905.0,11568.0,235548.0,1410390.0,0.1670091251356008,5.3613372093023255
NACIONAL,2022-02-01,2022-02,2022-02,11542.0,1856.0,1441999.0,254292.0,2022-02,249.0,209.0,8411.0,5529.0,2022-02,239.0,239.0,12144.0,11807.0,236956.0,1421444.0,0.16670090415099012,6.21875
NACIONAL,2022-03-01,2022-03,2022-03,5588.0,794.0,1447587.0,255086.0,2022-03,251.0,219.0,8662.0,5748.0,2022-03,177.0,176.0,12321.0,11983.0,237355.0,1426604.0,0.16637763527930666,7.037783375314861
TOLIMA,2015-01-01,2015-01,2015-01,829.0,86.0,829.0,86.0,2015-01,1.0,1.0,1.0,1.0,,0.0,0.0,,,,,,9.63953488372093
TOLIMA,2015-02-01,2015-02,2015-02,1118.0,127.0,1947.0,213.0,,0.0,0.0,,,,0.0,0.0,,,,,,8.803149606299213
TOLIMA,2015-03-01,2015-03,2015-03,1103.0,121.0,3050.0,334.0,2015-03,4.0,3.0,5.0,4.0,,0.0,0.0,,,,,,9.115702479338843
TOLIMA,2015-04-01,2015-04,2015-04,940.0,102.0,3990.0,436.0,2015-04,1.0,1.0,6.0,5.0,,0.0,0.0,,,,,,9.215686274509803
TOLIMA,2015-05-01,2015-05,2015-05,936.0,102.0,4926.0,538.0,2015-05,3.0,3.0,9.0,8.0,,0.0,0.0,,,,,,9.176470588235293
TOLIMA,2015-06-01,2015-06,2015-06,960.0,107.0,5886.0,645.0,2015-06,3.0,3.0,12.0,11.0,,0.0,0.0,,,,,,8.97196261682243
TOLIMA,2015-07-01,2015-07,2015-07,1112.0,128.0,6998.0,773.0,2015-07,13.0,5.0,25.0,16.0,,0.0,0.0,,,,,,8.6875
TOLIMA,2015-08-01,2015-08,2015-08,754.0,81.0,7752.0,854.0,2015-08,7.0,7.0,32.0,23.0,2015-08,2.0,2.0,2.0,2.0,829.0,7718.0,0.10741124643690075,9.308641975308642
TOLIMA,2015-09-01,2015-09,2015-09,551.0,61.0,8303.0,915.0,2015-09,4.0,4.0,36.0,27.0,2015-09,1.0,1.0,3.0,3.0,885.0,8264.0,0.10709099709583737,9.032786885245901
TOLIMA,2015-10-01,2015-10,2015-10,833.0,93.0,9136.0,1008.0,2015-10,7.0,7.0,43.0,34.0,2015-10,1.0,1.0,4.0,4.0,970.0,9089.0,0.10672241170645835,8.956989247311828
TOLIMA,2015-11-01,2015-11,2015-11,783.0,92.0,9919.0,1100.0,2015-11,9.0,7.0,52.0,41.0,2015-11,3.0,3.0,7.0,7.0,1052.0,9860.0,0.10669371196754564,8.51086956521739
TOLIMA,2015-12-01,2015-12,2015-12,799.0,98.0,10718.0,1198.0,2015-12,8.0,6.0,60.0,47.0,2015-12,2.0,2.0,9.0,9.0,1142.0,10649.0,0.10724011644285848,8.153061224489797
TOLIMA,2016-01-01,2016-01,2016-01,638.0,72.0,11356.0,1270.0,2016-01,13.0,12.0,73.0,59.0,2016-01,3.0,3.0,12.0,12.0,1199.0,11271.0,0.10637920326501642,8.86111111111111
TOLIMA,2016-02-01,2016-02,2016-02,511.0,62.0,11867.0,1332.0,2016-02,13.0,11.0,86.0,70.0,2016-02,3.0,3.0,15.0,15.0,1247.0,11766.0,0.10598334183239844,8.241935483870968
TOLIMA,2016-03-01,2016-03,2016-03,804.0,97.0,12671.0,1429.0,2016-03,11.0,8.0,97.0,78.0,2016-03,1.0,1.0,16.0,16.0,1335.0,12558.0,0.10630673674151934,8.288659793814434
TOLIMA,2016-04-01,2016-04,2016-04,676.0,84.0,13347.0,1513.0,2016-04,5.0,2.0,102.0,80.0,2016-04,1.0,1.0,17.0,17.0,1416.0,13228.0,0.10704566071968552,8.047619047619047
TOLIMA,2016-05-01,2016-05,2016-05,926.0,109.0,14273.0,1622.0,2016-05,7.0,7.0,109.0,87.0,2016-05,3.0,3.0,20.0,20.0,1515.0,14144.0,0.10711255656108597,8.495412844036696
TOLIMA,2016-06-01,2016-06,2016-06,606.0,69.0,14879.0,1691.0,2016-06,13.0,8.0,122.0,95.0,2016-06,3.0,3.0,23.0,23.0,1573.0,14734.0,0.10675987511877291,8.782608695652174
TOLIMA,2016-07-01,2016-07,2016-07,1424.0,193.0,16303.0,1884.0,2016-07,10.0,9.0,132.0,104.0,2016-07,4.0,4.0,27.0,27.0,1753.0,16144.0,0.10858523290386521,7.3782383419689115
TOLIMA,2016-08-01,2016-08,2016-08,1082.0,127.0,17385.0,2011.0,2016-08,4.0,4.0,136.0,108.0,2016-08,3.0,3.0,30.0,30.0,1873.0,17219.0,0.10877519019687555,8.51968503937008
TOLIMA,2016-09-01,2016-09,2016-09,1089.0,126.0,18474.0,2137.0,2016-09,5.0,4.0,141.0,112.0,2016-09,4.0,4.0,34.0,34.0,1991.0,18299.0,0.10880375976829335,8.642857142857142
TOLIMA,2016-10-01,2016-10,2016-10,1565.0,170.0,20039.0,2307.0,2016-10,11.0,9.0,152.0,121.0,2016-10,5.0,5.0,39.0,39.0,2147.0,19848.0,0.10817210802095929,9.205882352941176
TOLIMA,2016-11-01,2016-11,2016-11,1162.0,147.0,21201.0,2454.0,2016-11,34.0,25.0,186.0,146.0,2016-11,7.0,7.0,46.0,46.0,2262.0,20969.0,0.1078735275883447,7.904761904761905
TOLIMA,2016-12-01,2016-12,2016-12,996.0,195.0,22197.0,2649.0,2016-12,13.0,10.0,199.0,156.0,2016-12,10.0,10.0,56.0,56.0,2437.0,21942.0,0.11106553641418285,5.107692307692307
TOLIMA,2017-01-01,2017-01,2017-01,1316.0,143.0,23513.0,2792.0,2017-01,12.0,10.0,211.0,166.0,2017-01,8.0,8.0,64.0,64.0,2562.0,23238.0,0.11025045184611412,9.202797202797203
TOLIMA,2017-02-01,2017-02,2017-02,972.0,111.0,24485.0,2903.0,2017-02,8.0,4.0,219.0,170.0,2017-02,10.0,10.0,74.0,74.0,2659.0,24192.0,0.10991236772486772,8.756756756756756
TOLIMA,2017-03-01,2017-03,2017-03,939.0,103.0,25424.0,3006.0,2017-03,10.0,6.0,229.0,176.0,2017-03,10.0,10.0,84.0,84.0,2746.0,25111.0,0.10935446617020429,9.116504854368932
TOLIMA,2017-04-01,2017-04,2017-04,981.0,107.0,26405.0,3113.0,2017-04,7.0,4.0,236.0,180.0,2017-04,9.0,9.0,93.0,93.0,2840.0,26076.0,0.10891240987881577,9.16822429906542
TOLIMA,2017-05-01,2017-05,2017-05,1126.0,123.0,27531.0,3236.0,2017-05,9.0,6.0,245.0,186.0,2017-05,4.0,4.0,97.0,97.0,2953.0,27189.0,0.10861009967266173,9.154471544715447
TOLIMA,2017-06-01,2017-06,2017-06,676.0,78.0,28207.0,3314.0,2017-06,4.0,3.0,249.0,189.0,2017-06,7.0,7.0,104.0,104.0,3021.0,27854.0,0.10845839017735334,8.666666666666666
TOLIMA,2017-07-01,2017-07,2017-07,1015.0,110.0,29222.0,3424.0,2017-07,5.0,5.0,254.0,194.0,2017-07,8.0,8.0,112.0,112.0,3118.0,28856.0,0.10805378430828944,9.227272727272727
TOLIMA,2017-08-01,2017-08,2017-08,1099.0,126.0,30321.0,3550.0,2017-08,7.0,5.0,261.0,199.0,2017-08,3.0,3.0,115.0,115.0,3236.0,29945.0,0.10806478543997329,8.722222222222221
TOLIMA,2017-09-01,2017-09,2017-09,998.0,109.0,31319.0,3659.0,2017-09,1.0,1.0,262.0,200.0,2017-09,16.0,16.0,131.0,131.0,3328.0,30926.0,0.10761171829528551,9.155963302752294
TOLIMA,2017-10-01,2017-10,2017-10,732.0,81.0,32051.0,3740.0,2017-10,8.0,7.0,270.0,207.0,2017-10,11.0,11.0,142.0,142.0,3391.0,31639.0,0.10717785012168526,9.037037037037036
