,Sucursal,Rango_Edad,Fechas,Year_Month,FCC_y_m,Count_CCont,FR_y_m,Count_Ret,FS_y_m,Count_Sin,CumSum_CCont,CumSum_Ret,CumSum_Sin,Pop_Actual,Pop_SinRetiros,Proporcion_Siniestros,Year,Month
2664,VALLE DEL CAUCA,45-64,2019-07-01,2019-07,2019-07,244.0,2019-07,2.0,2019-07,4.0,12643.0,101.0,55.0,12637.0,12641.0,0.00031643066213116053,2019,7
2665,VALLE DEL CAUCA,45-64,2019-08-01,2019-08,2019-08,314.0,2019-08,2.0,2019-08,3.0,12957.0,103.0,58.0,12952.0,12955.0,0.00023157082207641837,2019,8
2666,VALLE DEL CAUCA,45-64,2019-09-01,2019-09,2019-09,406.0,2019-09,2.0,2019-09,5.0,13363.0,105.0,63.0,13356.0,13361.0,0.00037422348626599803,2019,9
2667,VALLE DEL CAUCA,45-64,2019-10-01,2019-10,2019-10,470.0,2019-10,3.0,2019-10,2.0,13833.0,108.0,65.0,13828.0,13830.0,0.00014461315979754158,2019,10
2668,VALLE DEL CAUCA,45-64,2019-11-01,2019-11,2019-11,271.0,2019-11,1.0,2019-11,3.0,14104.0,109.0,68.0,14100.0,14103.0,0.00021272069772388852,2019,11
2669,VALLE DEL CAUCA,45-64,2019-12-01,2019-12,2019-12,351.0,2019-12,5.0,,0.0,14455.0,114.0,68.0,14450.0,14450.0,0.0,2019,12
2670,VALLE DEL CAUCA,45-64,2020-01-01,2020-01,2020-01,351.0,2020-01,5.0,2020-01,4.0,14806.0,119.0,72.0,14797.0,14801.0,0.00027025200999932435,2020,1
2671,VALLE DEL CAUCA,45-64,2020-02-01,2020-02,2020-02,389.0,2020-02,1.0,2020-02,2.0,15195.0,120.0,74.0,15192.0,15194.0,0.00013163090693694878,2020,2
2672,VALLE DEL CAUCA,45-64,2020-03-01,2020-03,2020-03,240.0,2020-03,3.0,2020-03,6.0,15435.0,123.0,80.0,15426.0,15432.0,0.00038880248833592535,2020,3
2673,VALLE DEL CAUCA,45-64,2020-04-01,2020-04,2020-04,100.0,,0.0,2020-04,2.0,15535.0,123.0,82.0,15533.0,15535.0,0.0001287415513356936,2020,4
2674,VALLE DEL CAUCA,45-64,2020-05-01,2020-05,2020-05,92.0,2020-05,2.0,2020-05,4.0,15627.0,125.0,86.0,15621.0,15625.0,0.000256,2020,5
2675,VALLE DEL CAUCA,45-64,2020-06-01,2020-06,2020-06,234.0,2020-06,1.0,2020-06,2.0,15861.0,126.0,88.0,15858.0,15860.0,0.00012610340479192938,2020,6
2676,VALLE DEL CAUCA,45-64,2020-07-01,2020-07,2020-07,217.0,2020-07,1.0,2020-07,5.0,16078.0,127.0,93.0,16072.0,16077.0,0.0003110032966349443,2020,7
2677,VALLE DEL CAUCA,45-64,2020-08-01,2020-08,2020-08,163.0,2020-08,5.0,2020-08,2.0,16241.0,132.0,95.0,16234.0,16236.0,0.0001231830500123183,2020,8
2678,VALLE DEL CAUCA,45-64,2020-09-01,2020-09,2020-09,279.0,,0.0,2020-09,3.0,16520.0,132.0,98.0,16517.0,16520.0,0.00018159806295399514,2020,9
2679,VALLE DEL CAUCA,45-64,2020-10-01,2020-10,2020-10,304.0,2020-10,6.0,2020-10,2.0,16824.0,138.0,100.0,16816.0,16818.0,0.00011892020454275182,2020,10
2680,VALLE DEL CAUCA,45-64,2020-11-01,2020-11,2020-11,341.0,2020-11,2.0,2020-11,4.0,17165.0,140.0,104.0,17159.0,17163.0,0.00023305948843442288,2020,11
2681,VALLE DEL CAUCA,45-64,2020-12-01,2020-12,2020-12,396.0,,0.0,2020-12,1.0,17561.0,140.0,105.0,17560.0,17561.0,5.694436535504812e-05,2020,12
2682,VALLE DEL CAUCA,45-64,2021-01-01,2021-01,2021-01,146.0,2021-01,1.0,2021-01,6.0,17707.0,141.0,111.0,17700.0,17706.0,0.00033886818027787193,2021,1
2683,VALLE DEL CAUCA,45-64,2021-02-01,2021-02,2021-02,430.0,2021-02,6.0,2021-02,3.0,18137.0,147.0,114.0,18128.0,18131.0,0.00016546246759693343,2021,2
2684,VALLE DEL CAUCA,45-64,2021-03-01,2021-03,2021-03,257.0,2021-03,4.0,2021-03,5.0,18394.0,151.0,119.0,18385.0,18390.0,0.0002718868950516585,2021,3
2685,VALLE DEL CAUCA,45-64,2021-04-01,2021-04,2021-04,227.0,2021-04,1.0,2021-04,8.0,18621.0,152.0,127.0,18612.0,18620.0,0.0004296455424274973,2021,4
2686,VALLE DEL CAUCA,45-64,2021-05-01,2021-05,2021-05,143.0,2021-05,1.0,2021-05,5.0,18764.0,153.0,132.0,18758.0,18763.0,0.00026648190587859083,2021,5
2687,VALLE DEL CAUCA,45-64,2021-06-01,2021-06,2021-06,306.0,2021-06,1.0,2021-06,6.0,19070.0,154.0,138.0,19063.0,19069.0,0.00031464680895694583,2021,6
2688,VALLE DEL CAUCA,45-64,2021-07-01,2021-07,2021-07,502.0,,0.0,2021-07,8.0,19572.0,154.0,146.0,19564.0,19572.0,0.0004087471898630697,2021,7
2689,VALLE DEL CAUCA,45-64,2021-08-01,2021-08,2021-08,279.0,2021-08,5.0,2021-08,4.0,19851.0,159.0,150.0,19842.0,19846.0,0.0002015519500151164,2021,8
2690,VALLE DEL CAUCA,45-64,2021-09-01,2021-09,2021-09,153.0,2021-09,1.0,2021-09,2.0,20004.0,160.0,152.0,20001.0,20003.0,9.998500224966255e-05,2021,9
2691,VALLE DEL CAUCA,45-64,2021-10-01,2021-10,2021-10,321.0,2021-10,2.0,2021-10,5.0,20325.0,162.0,157.0,20318.0,20323.0,0.00024602666929095116,2021,10
2692,VALLE DEL CAUCA,45-64,2021-11-01,2021-11,2021-11,183.0,2021-11,1.0,2021-11,4.0,20508.0,163.0,161.0,20503.0,20507.0,0.0001950553469546984,2021,11
2693,VALLE DEL CAUCA,45-64,2021-12-01,2021-12,2021-12,177.0,2021-12,4.0,2021-12,3.0,20685.0,167.0,164.0,20678.0,20681.0,0.00014506068371935592,2021,12
2694,VALLE DEL CAUCA,45-64,2022-01-01,2022-01,2022-01,141.0,2022-01,2.0,2022-01,4.0,20826.0,169.0,168.0,20820.0,20824.0,0.0001920860545524395,2022,1
2695,VALLE DEL CAUCA,45-64,2022-02-01,2022-02,2022-02,197.0,2022-02,2.0,2022-02,2.0,21023.0,171.0,170.0,21019.0,21021.0,9.514295228580943e-05,2022,2
2696,VALLE DEL CAUCA,45-64,2022-03-01,2022-03,2022-03,67.0,2022-03,3.0,2022-03,1.0,21090.0,174.0,171.0,21086.0,21087.0,4.742258263385024e-05,2022,3
2697,VALLE DEL CAUCA,45-64,2022-04-01,2022-04,,0.0,,0.0,,0.0,21090.0,174.0,171.0,21090.0,21090.0,0.0,2022,4
2698,VALLE DEL CAUCA,45-64,2022-05-01,2022-05,,0.0,,0.0,,0.0,21090.0,174.0,171.0,21090.0,21090.0,0.0,2022,5
2699,VALLE DEL CAUCA,45-64,2022-06-01,2022-06,,0.0,,0.0,,0.0,21090.0,174.0,171.0,21090.0,21090.0,0.0,2022,6
2700,VALLE DEL CAUCA,5-14,2015-01-01,2015-01,2015-01,85.0,,0.0,,0.0,85.0,0.0,0.0,85.0,85.0,0.0,2015,1
2701,VALLE DEL CAUCA,5-14,2015-02-01,2015-02,2015-02,57.0,,0.0,,0.0,142.0,0.0,0.0,142.0,142.0,0.0,2015,2
2702,VALLE DEL CAUCA,5-14,2015-03-01,2015-03,2015-03,81.0,,0.0,,0.0,223.0,0.0,0.0,223.0,223.0,0.0,2015,3
2703,VALLE DEL CAUCA,5-14,2015-04-01,2015-04,2015-04,92.0,,0.0,,0.0,315.0,0.0,0.0,315.0,315.0,0.0,2015,4
2704,VALLE DEL CAUCA,5-14,2015-05-01,2015-05,2015-05,101.0,,0.0,,0.0,416.0,0.0,0.0,416.0,416.0,0.0,2015,5
2705,VALLE DEL CAUCA,5-14,2015-06-01,2015-06,2015-06,67.0,,0.0,,0.0,483.0,0.0,0.0,483.0,483.0,0.0,2015,6
2706,VALLE DEL CAUCA,5-14,2015-07-01,2015-07,2015-07,134.0,2015-07,1.0,,0.0,617.0,1.0,0.0,616.0,616.0,0.0,2015,7
2707,VALLE DEL CAUCA,5-14,2015-08-01,2015-08,2015-08,82.0,,0.0,,0.0,699.0,1.0,0.0,699.0,699.0,0.0,2015,8
2708,VALLE DEL CAUCA,5-14,2015-09-01,2015-09,2015-09,72.0,,0.0,,0.0,771.0,1.0,0.0,771.0,771.0,0.0,2015,9
2709,VALLE DEL CAUCA,5-14,2015-10-01,2015-10,2015-10,86.0,,0.0,,0.0,857.0,1.0,0.0,857.0,857.0,0.0,2015,10
2710,VALLE DEL CAUCA,5-14,2015-11-01,2015-11,2015-11,52.0,,0.0,,0.0,909.0,1.0,0.0,909.0,909.0,0.0,2015,11
2711,VALLE DEL CAUCA,5-14,2015-12-01,2015-12,2015-12,32.0,,0.0,,0.0,941.0,1.0,0.0,941.0,941.0,0.0,2015,12
2712,VALLE DEL CAUCA,5-14,2016-01-01,2016-01,2016-01,69.0,,0.0,,0.0,1010.0,1.0,0.0,1010.0,1010.0,0.0,2016,1
2713,VALLE DEL CAUCA,5-14,2016-02-01,2016-02,2016-02,51.0,,0.0,,0.0,1061.0,1.0,0.0,1061.0,1061.0,0.0,2016,2
2714,VALLE DEL CAUCA,5-14,2016-03-01,2016-03,2016-03,57.0,,0.0,,0.0,1118.0,1.0,0.0,1118.0,1118.0,0.0,2016,3
2715,VALLE DEL CAUCA,5-14,2016-04-01,2016-04,2016-04,78.0,,0.0,,0.0,1196.0,1.0,0.0,1196.0,1196.0,0.0,2016,4
2716,VALLE DEL CAUCA,5-14,2016-05-01,2016-05,2016-05,108.0,,0.0,,0.0,1304.0,1.0,0.0,1304.0,1304.0,0.0,2016,5
2717,VALLE DEL CAUCA,5-14,2016-06-01,2016-06,2016-06,55.0,2016-06,2.0,2016-06,1.0,1359.0,3.0,1.0,1356.0,1357.0,0.0007369196757553427,2016,6
2718,VALLE DEL CAUCA,5-14,2016-07-01,2016-07,2016-07,139.0,,0.0,,0.0,1498.0,3.0,1.0,1498.0,1498.0,0.0,2016,7
2719,VALLE DEL CAUCA,5-14,2016-08-01,2016-08,2016-08,118.0,,0.0,,0.0,1616.0,3.0,1.0,1616.0,1616.0,0.0,2016,8
2720,VALLE DEL CAUCA,5-14,2016-09-01,2016-09,2016-09,94.0,,0.0,,0.0,1710.0,3.0,1.0,1710.0,1710.0,0.0,2016,9
2721,VALLE DEL CAUCA,5-14,2016-10-01,2016-10,2016-10,98.0,,0.0,,0.0,1808.0,3.0,1.0,1808.0,1808.0,0.0,2016,10
2722,VALLE DEL CAUCA,5-14,2016-11-01,2016-11,2016-11,112.0,,0.0,,0.0,1920.0,3.0,1.0,1920.0,1920.0,0.0,2016,11
2723,VALLE DEL CAUCA,5-14,2016-12-01,2016-12,2016-12,57.0,,0.0,,0.0,1977.0,3.0,1.0,1977.0,1977.0,0.0,2016,12
2724,VALLE DEL CAUCA,5-14,2017-01-01,2017-01,2017-01,96.0,,0.0,2017-01,1.0,2073.0,3.0,2.0,2072.0,2073.0,0.000482392667631452,2017,1
2725,VALLE DEL CAUCA,5-14,2017-02-01,2017-02,2017-02,81.0,,0.0,,0.0,2154.0,3.0,2.0,2154.0,2154.0,0.0,2017,2
2726,VALLE DEL CAUCA,5-14,2017-03-01,2017-03,2017-03,87.0,,0.0,,0.0,2241.0,3.0,2.0,2241.0,2241.0,0.0,2017,3
2727,VALLE DEL CAUCA,5-14,2017-04-01,2017-04,2017-04,78.0,,0.0,,0.0,2319.0,3.0,2.0,2319.0,2319.0,0.0,2017,4
2728,VALLE DEL CAUCA,5-14,2017-05-01,2017-05,2017-05,110.0,,0.0,,0.0,2429.0,3.0,2.0,2429.0,2429.0,0.0,2017,5
2729,VALLE DEL CAUCA,5-14,2017-06-01,2017-06,2017-06,140.0,,0.0,,0.0,2569.0,3.0,2.0,2569.0,2569.0,0.0,2017,6
2730,VALLE DEL CAUCA,5-14,2017-07-01,2017-07,2017-07,126.0,,0.0,2017-07,1.0,2695.0,3.0,3.0,2694.0,2695.0,0.00037105751391465676,2017,7
2731,VALLE DEL CAUCA,5-14,2017-08-01,2017-08,2017-08,113.0,2017-08,2.0,,0.0,2808.0,5.0,3.0,2806.0,2806.0,0.0,2017,8
2732,VALLE DEL CAUCA,5-14,2017-09-01,2017-09,2017-09,89.0,2017-09,2.0,,0.0,2897.0,7.0,3.0,2895.0,2895.0,0.0,2017,9
2733,VALLE DEL CAUCA,5-14,2017-10-01,2017-10,2017-10,132.0,,0.0,,0.0,3029.0,7.0,3.0,3029.0,3029.0,0.0,2017,10
2734,VALLE DEL CAUCA,5-14,2017-11-01,2017-11,2017-11,68.0,,0.0,,0.0,3097.0,7.0,3.0,3097.0,3097.0,0.0,2017,11
2735,VALLE DEL CAUCA,5-14,2017-12-01,2017-12,2017-12,48.0,,0.0,,0.0,3145.0,7.0,3.0,3145.0,3145.0,0.0,2017,12
2736,VALLE DEL CAUCA,5-14,2018-01-01,2018-01,2018-01,80.0,2018-01,2.0,,0.0,3225.0,9.0,3.0,3223.0,3223.0,0.0,2018,1
2737,VALLE DEL CAUCA,5-14,2018-02-01,2018-02,2018-02,104.0,,0.0,,0.0,3329.0,9.0,3.0,3329.0,3329.0,0.0,2018,2
2738,VALLE DEL CAUCA,5-14,2018-03-01,2018-03,2018-03,53.0,,0.0,,0.0,3382.0,9.0,3.0,3382.0,3382.0,0.0,2018,3
2739,VALLE DEL CAUCA,5-14,2018-04-01,2018-04,2018-04,94.0,2018-04,2.0,,0.0,3476.0,11.0,3.0,3474.0,3474.0,0.0,2018,4
2740,VALLE DEL CAUCA,5-14,2018-05-01,2018-05,2018-05,67.0,2018-05,1.0,,0.0,3543.0,12.0,3.0,3542.0,3542.0,0.0,2018,5
2741,VALLE DEL CAUCA,5-14,2018-06-01,2018-06,2018-06,38.0,,0.0,,0.0,3581.0,12.0,3.0,3581.0,3581.0,0.0,2018,6
2742,VALLE DEL CAUCA,5-14,2018-07-01,2018-07,2018-07,55.0,2018-07,1.0,,0.0,3636.0,13.0,3.0,3635.0,3635.0,0.0,2018,7
2743,VALLE DEL CAUCA,5-14,2018-08-01,2018-08,2018-08,46.0,2018-08,1.0,,0.0,3682.0,14.0,3.0,3681.0,3681.0,0.0,2018,8
2744,VALLE DEL CAUCA,5-14,2018-09-01,2018-09,2018-09,69.0,,0.0,,0.0,3751.0,14.0,3.0,3751.0,3751.0,0.0,2018,9
2745,VALLE DEL CAUCA,5-14,2018-10-01,2018-10,2018-10,62.0,2018-10,3.0,2018-10,2.0,3813.0,17.0,5.0,3808.0,3810.0,0.0005249343832020997,2018,10
2746,VALLE DEL CAUCA,5-14,2018-11-01,2018-11,2018-11,59.0,,0.0,,0.0,3872.0,17.0,5.0,3872.0,3872.0,0.0,2018,11
2747,VALLE DEL CAUCA,5-14,2018-12-01,2018-12,2018-12,46.0,2018-12,1.0,,0.0,3918.0,18.0,5.0,3917.0,3917.0,0.0,2018,12
2748,VALLE DEL CAUCA,5-14,2019-01-01,2019-01,2019-01,78.0,,0.0,,0.0,3996.0,18.0,5.0,3996.0,3996.0,0.0,2019,1
2749,VALLE DEL CAUCA,5-14,2019-02-01,2019-02,2019-02,24.0,,0.0,,0.0,4020.0,18.0,5.0,4020.0,4020.0,0.0,2019,2
2750,VALLE DEL CAUCA,5-14,2019-03-01,2019-03,2019-03,75.0,,0.0,,0.0,4095.0,18.0,5.0,4095.0,4095.0,0.0,2019,3
2751,VALLE DEL CAUCA,5-14,2019-04-01,2019-04,2019-04,54.0,,0.0,,0.0,4149.0,18.0,5.0,4149.0,4149.0,0.0,2019,4
2752,VALLE DEL CAUCA,5-14,2019-05-01,2019-05,2019-05,58.0,2019-05,2.0,,0.0,4207.0,20.0,5.0,4205.0,4205.0,0.0,2019,5
2753,VALLE DEL CAUCA,5-14,2019-06-01,2019-06,2019-06,97.0,,0.0,,0.0,4304.0,20.0,5.0,4304.0,4304.0,0.0,2019,6
2754,VALLE DEL CAUCA,5-14,2019-07-01,2019-07,2019-07,106.0,,0.0,,0.0,4410.0,20.0,5.0,4410.0,4410.0,0.0,2019,7
2755,VALLE DEL CAUCA,5-14,2019-08-01,2019-08,2019-08,120.0,,0.0,,0.0,4530.0,20.0,5.0,4530.0,4530.0,0.0,2019,8
2756,VALLE DEL CAUCA,5-14,2019-09-01,2019-09,2019-09,138.0,2019-09,1.0,,0.0,4668.0,21.0,5.0,4667.0,4667.0,0.0,2019,9
2757,VALLE DEL CAUCA,5-14,2019-10-01,2019-10,2019-10,300.0,,0.0,,0.0,4968.0,21.0,5.0,4968.0,4968.0,0.0,2019,10
2758,VALLE DEL CAUCA,5-14,2019-11-01,2019-11,2019-11,107.0,,0.0,,0.0,5075.0,21.0,5.0,5075.0,5075.0,0.0,2019,11
2759,VALLE DEL CAUCA,5-14,2019-12-01,2019-12,2019-12,147.0,2019-12,1.0,,0.0,5222.0,22.0,5.0,5221.0,5221.0,0.0,2019,12
2760,VALLE DEL CAUCA,5-14,2020-01-01,2020-01,2020-01,116.0,,0.0,,0.0,5338.0,22.0,5.0,5338.0,5338.0,0.0,2020,1
2761,VALLE DEL CAUCA,5-14,2020-02-01,2020-02,2020-02,145.0,2020-02,1.0,,0.0,5483.0,23.0,5.0,5482.0,5482.0,0.0,2020,2
2762,VALLE DEL CAUCA,5-14,2020-03-01,2020-03,2020-03,91.0,2020-03,1.0,,0.0,5574.0,24.0,5.0,5573.0,5573.0,0.0,2020,3
2763,VALLE DEL CAUCA,5-14,2020-04-01,2020-04,2020-04,52.0,,0.0,,0.0,5626.0,24.0,5.0,5626.0,5626.0,0.0,2020,4
2764,VALLE DEL CAUCA,5-14,2020-05-01,2020-05,2020-05,49.0,,0.0,,0.0,5675.0,24.0,5.0,5675.0,5675.0,0.0,2020,5
2765,VALLE DEL CAUCA,5-14,2020-06-01,2020-06,2020-06,106.0,,0.0,,0.0,5781.0,24.0,5.0,5781.0,5781.0,0.0,2020,6
2766,VALLE DEL CAUCA,5-14,2020-07-01,2020-07,2020-07,104.0,,0.0,,0.0,5885.0,24.0,5.0,5885.0,5885.0,0.0,2020,7
2767,VALLE DEL CAUCA,5-14,2020-08-01,2020-08,2020-08,68.0,,0.0,,0.0,5953.0,24.0,5.0,5953.0,5953.0,0.0,2020,8
2768,VALLE DEL CAUCA,5-14,2020-09-01,2020-09,2020-09,131.0,,0.0,,0.0,6084.0,24.0,5.0,6084.0,6084.0,0.0,2020,9
2769,VALLE DEL CAUCA,5-14,2020-10-01,2020-10,2020-10,144.0,2020-10,1.0,,0.0,6228.0,25.0,5.0,6227.0,6227.0,0.0,2020,10
2770,VALLE DEL CAUCA,5-14,2020-11-01,2020-11,2020-11,198.0,2020-11,1.0,,0.0,6426.0,26.0,5.0,6425.0,6425.0,0.0,2020,11
2771,VALLE DEL CAUCA,5-14,2020-12-01,2020-12,2020-12,148.0,2020-12,1.0,,0.0,6574.0,27.0,5.0,6573.0,6573.0,0.0,2020,12
2772,VALLE DEL CAUCA,5-14,2021-01-01,2021-01,2021-01,64.0,2021-01,1.0,,0.0,6638.0,28.0,5.0,6637.0,6637.0,0.0,2021,1
2773,VALLE DEL CAUCA,5-14,2021-02-01,2021-02,2021-02,116.0,2021-02,3.0,,0.0,6754.0,31.0,5.0,6751.0,6751.0,0.0,2021,2
2774,VALLE DEL CAUCA,5-14,2021-03-01,2021-03,2021-03,74.0,,0.0,,0.0,6828.0,31.0,5.0,6828.0,6828.0,0.0,2021,3
2775,VALLE DEL CAUCA,5-14,2021-04-01,2021-04,2021-04,108.0,,0.0,,0.0,6936.0,31.0,5.0,6936.0,6936.0,0.0,2021,4
2776,VALLE DEL CAUCA,5-14,2021-05-01,2021-05,2021-05,88.0,,0.0,,0.0,7024.0,31.0,5.0,7024.0,7024.0,0.0,2021,5
2777,VALLE DEL CAUCA,5-14,2021-06-01,2021-06,2021-06,129.0,,0.0,,0.0,7153.0,31.0,5.0,7153.0,7153.0,0.0,2021,6
2778,VALLE DEL CAUCA,5-14,2021-07-01,2021-07,2021-07,165.0,,0.0,,0.0,7318.0,31.0,5.0,7318.0,7318.0,0.0,2021,7
2779,VALLE DEL CAUCA,5-14,2021-08-01,2021-08,2021-08,114.0,,0.0,,0.0,7432.0,31.0,5.0,7432.0,7432.0,0.0,2021,8
2780,VALLE DEL CAUCA,5-14,2021-09-01,2021-09,2021-09,62.0,,0.0,,0.0,7494.0,31.0,5.0,7494.0,7494.0,0.0,2021,9
