,Sucursal,Rango_Edad,Fechas,Year_Month,FCC_y_m,Count_CCont,FR_y_m,Count_Ret,FS_y_m,Count_Sin,CumSum_CCont,CumSum_Ret,CumSum_Sin,Pop_Actual,Pop_SinRetiros,Proporcion_Siniestros,Year,Month
18707,NO DISPONIBLE,15-44,2021-06-01,2021-06,2021-06,1421.0,2021-06,6.0,2021-06,12.0,52034.0,96.0,158.0,52016.0,52028.0,0.00023064503728761437,2021,6
18708,NO DISPONIBLE,15-44,2021-07-01,2021-07,2021-07,813.0,2021-07,5.0,2021-07,4.0,52847.0,101.0,162.0,52838.0,52842.0,7.569736194693614e-05,2021,7
18709,NO DISPONIBLE,15-44,2021-08-01,2021-08,2021-08,986.0,2021-08,2.0,2021-08,5.0,53833.0,103.0,167.0,53826.0,53831.0,9.288328286674965e-05,2021,8
18710,NO DISPONIBLE,15-44,2021-09-01,2021-09,2021-09,794.0,2021-09,13.0,2021-09,2.0,54627.0,116.0,169.0,54612.0,54614.0,3.6620646720621085e-05,2021,9
18711,NO DISPONIBLE,15-44,2021-10-01,2021-10,2021-10,829.0,2021-10,5.0,2021-10,2.0,55456.0,121.0,171.0,55449.0,55451.0,3.6067879749688916e-05,2021,10
18712,NO DISPONIBLE,15-44,2021-11-01,2021-11,2021-11,936.0,2021-11,10.0,2021-11,5.0,56392.0,131.0,176.0,56377.0,56382.0,8.868078464758256e-05,2021,11
18713,NO DISPONIBLE,15-44,2021-12-01,2021-12,2021-12,1185.0,2021-12,18.0,2021-12,10.0,57577.0,149.0,186.0,57549.0,57559.0,0.00017373477649021004,2021,12
18714,NO DISPONIBLE,15-44,2022-01-01,2022-01,2022-01,857.0,2022-01,19.0,2022-01,10.0,58434.0,168.0,196.0,58405.0,58415.0,0.00017118890695882907,2022,1
18715,NO DISPONIBLE,15-44,2022-02-01,2022-02,2022-02,1132.0,2022-02,12.0,2022-02,6.0,59566.0,180.0,202.0,59548.0,59554.0,0.00010074890015783994,2022,2
18716,NO DISPONIBLE,15-44,2022-03-01,2022-03,2022-03,628.0,2022-03,9.0,2022-03,6.0,60194.0,189.0,208.0,60179.0,60185.0,9.969261443881365e-05,2022,3
18717,NO DISPONIBLE,15-44,2022-04-01,2022-04,,0.0,,0.0,,0.0,60194.0,189.0,208.0,60194.0,60194.0,0.0,2022,4
18718,NO DISPONIBLE,15-44,2022-05-01,2022-05,,0.0,,0.0,,0.0,60194.0,189.0,208.0,60194.0,60194.0,0.0,2022,5
18719,NO DISPONIBLE,15-44,2022-06-01,2022-06,,0.0,,0.0,,0.0,60194.0,189.0,208.0,60194.0,60194.0,0.0,2022,6
18720,NO DISPONIBLE,65-84,2015-01-01,2015-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,1
18721,NO DISPONIBLE,65-84,2015-02-01,2015-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,2
18722,NO DISPONIBLE,65-84,2015-03-01,2015-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,3
18723,NO DISPONIBLE,65-84,2015-04-01,2015-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,4
18724,NO DISPONIBLE,65-84,2015-05-01,2015-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,5
18725,NO DISPONIBLE,65-84,2015-06-01,2015-06,,0.0,,0.0,2015-06,1.0,0.0,0.0,1.0,-1.0,0.0,inf,2015,6
18726,NO DISPONIBLE,65-84,2015-07-01,2015-07,,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,2015,7
18727,NO DISPONIBLE,65-84,2015-08-01,2015-08,,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,2015,8
18728,NO DISPONIBLE,65-84,2015-09-01,2015-09,,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,2015,9
18729,NO DISPONIBLE,65-84,2015-10-01,2015-10,,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,2015,10
18730,NO DISPONIBLE,65-84,2015-11-01,2015-11,,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,2015,11
18731,NO DISPONIBLE,65-84,2015-12-01,2015-12,,0.0,,0.0,2015-12,1.0,0.0,0.0,2.0,-1.0,0.0,inf,2015,12
18732,NO DISPONIBLE,65-84,2016-01-01,2016-01,,0.0,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,,2016,1
18733,NO DISPONIBLE,65-84,2016-02-01,2016-02,,0.0,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,,2016,2
18734,NO DISPONIBLE,65-84,2016-03-01,2016-03,,0.0,,0.0,2016-03,2.0,0.0,0.0,4.0,-2.0,0.0,inf,2016,3
18735,NO DISPONIBLE,65-84,2016-04-01,2016-04,,0.0,,0.0,2016-04,1.0,0.0,0.0,5.0,-1.0,0.0,inf,2016,4
18736,NO DISPONIBLE,65-84,2016-05-01,2016-05,,0.0,,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,,2016,5
18737,NO DISPONIBLE,65-84,2016-06-01,2016-06,,0.0,,0.0,2016-06,1.0,0.0,0.0,6.0,-1.0,0.0,inf,2016,6
18738,NO DISPONIBLE,65-84,2016-07-01,2016-07,,0.0,2016-07,1.0,2016-07,1.0,0.0,1.0,7.0,-2.0,-1.0,0.0,2016,7
18739,NO DISPONIBLE,65-84,2016-08-01,2016-08,,0.0,,0.0,2016-08,1.0,0.0,1.0,8.0,-1.0,0.0,inf,2016,8
18740,NO DISPONIBLE,65-84,2016-09-01,2016-09,,0.0,,0.0,,0.0,0.0,1.0,8.0,0.0,0.0,,2016,9
18741,NO DISPONIBLE,65-84,2016-10-01,2016-10,,0.0,,0.0,,0.0,0.0,1.0,8.0,0.0,0.0,,2016,10
18742,NO DISPONIBLE,65-84,2016-11-01,2016-11,,0.0,,0.0,,0.0,0.0,1.0,8.0,0.0,0.0,,2016,11
18743,NO DISPONIBLE,65-84,2016-12-01,2016-12,,0.0,,0.0,,0.0,0.0,1.0,8.0,0.0,0.0,,2016,12
18744,NO DISPONIBLE,65-84,2017-01-01,2017-01,,0.0,,0.0,,0.0,0.0,1.0,8.0,0.0,0.0,,2017,1
18745,NO DISPONIBLE,65-84,2017-02-01,2017-02,,0.0,,0.0,,0.0,0.0,1.0,8.0,0.0,0.0,,2017,2
18746,NO DISPONIBLE,65-84,2017-03-01,2017-03,,0.0,,0.0,2017-03,2.0,0.0,1.0,10.0,-2.0,0.0,inf,2017,3
18747,NO DISPONIBLE,65-84,2017-04-01,2017-04,,0.0,,0.0,,0.0,0.0,1.0,10.0,0.0,0.0,,2017,4
18748,NO DISPONIBLE,65-84,2017-05-01,2017-05,,0.0,,0.0,,0.0,0.0,1.0,10.0,0.0,0.0,,2017,5
18749,NO DISPONIBLE,65-84,2017-06-01,2017-06,,0.0,,0.0,,0.0,0.0,1.0,10.0,0.0,0.0,,2017,6
18750,NO DISPONIBLE,65-84,2017-07-01,2017-07,,0.0,,0.0,,0.0,0.0,1.0,10.0,0.0,0.0,,2017,7
18751,NO DISPONIBLE,65-84,2017-08-01,2017-08,,0.0,,0.0,2017-08,1.0,0.0,1.0,11.0,-1.0,0.0,inf,2017,8
18752,NO DISPONIBLE,65-84,2017-09-01,2017-09,,0.0,,0.0,2017-09,2.0,0.0,1.0,13.0,-2.0,0.0,inf,2017,9
18753,NO DISPONIBLE,65-84,2017-10-01,2017-10,,0.0,,0.0,,0.0,0.0,1.0,13.0,0.0,0.0,,2017,10
18754,NO DISPONIBLE,65-84,2017-11-01,2017-11,,0.0,,0.0,,0.0,0.0,1.0,13.0,0.0,0.0,,2017,11
18755,NO DISPONIBLE,65-84,2017-12-01,2017-12,,0.0,,0.0,2017-12,1.0,0.0,1.0,14.0,-1.0,0.0,inf,2017,12
18756,NO DISPONIBLE,65-84,2018-01-01,2018-01,,0.0,,0.0,,0.0,0.0,1.0,14.0,0.0,0.0,,2018,1
18757,NO DISPONIBLE,65-84,2018-02-01,2018-02,,0.0,,0.0,,0.0,0.0,1.0,14.0,0.0,0.0,,2018,2
18758,NO DISPONIBLE,65-84,2018-03-01,2018-03,,0.0,,0.0,2018-03,1.0,0.0,1.0,15.0,-1.0,0.0,inf,2018,3
18759,NO DISPONIBLE,65-84,2018-04-01,2018-04,,0.0,,0.0,,0.0,0.0,1.0,15.0,0.0,0.0,,2018,4
18760,NO DISPONIBLE,65-84,2018-05-01,2018-05,,0.0,,0.0,,0.0,0.0,1.0,15.0,0.0,0.0,,2018,5
18761,NO DISPONIBLE,65-84,2018-06-01,2018-06,,0.0,,0.0,,0.0,0.0,1.0,15.0,0.0,0.0,,2018,6
18762,NO DISPONIBLE,65-84,2018-07-01,2018-07,,0.0,,0.0,2018-07,1.0,0.0,1.0,16.0,-1.0,0.0,inf,2018,7
18763,NO DISPONIBLE,65-84,2018-08-01,2018-08,,0.0,,0.0,,0.0,0.0,1.0,16.0,0.0,0.0,,2018,8
18764,NO DISPONIBLE,65-84,2018-09-01,2018-09,,0.0,,0.0,2018-09,1.0,0.0,1.0,17.0,-1.0,0.0,inf,2018,9
18765,NO DISPONIBLE,65-84,2018-10-01,2018-10,,0.0,,0.0,,0.0,0.0,1.0,17.0,0.0,0.0,,2018,10
18766,NO DISPONIBLE,65-84,2018-11-01,2018-11,,0.0,,0.0,,0.0,0.0,1.0,17.0,0.0,0.0,,2018,11
18767,NO DISPONIBLE,65-84,2018-12-01,2018-12,,0.0,,0.0,,0.0,0.0,1.0,17.0,0.0,0.0,,2018,12
18768,NO DISPONIBLE,65-84,2019-01-01,2019-01,,0.0,,0.0,2019-01,2.0,0.0,1.0,19.0,-2.0,0.0,inf,2019,1
18769,NO DISPONIBLE,65-84,2019-02-01,2019-02,,0.0,,0.0,,0.0,0.0,1.0,19.0,0.0,0.0,,2019,2
18770,NO DISPONIBLE,65-84,2019-03-01,2019-03,,0.0,,0.0,2019-03,1.0,0.0,1.0,20.0,-1.0,0.0,inf,2019,3
18771,NO DISPONIBLE,65-84,2019-04-01,2019-04,,0.0,,0.0,2019-04,2.0,0.0,1.0,22.0,-2.0,0.0,inf,2019,4
18772,NO DISPONIBLE,65-84,2019-05-01,2019-05,2019-05,131.0,,0.0,2019-05,1.0,131.0,1.0,23.0,130.0,131.0,0.007633587786259542,2019,5
18773,NO DISPONIBLE,65-84,2019-06-01,2019-06,2019-06,308.0,,0.0,,0.0,439.0,1.0,23.0,439.0,439.0,0.0,2019,6
18774,NO DISPONIBLE,65-84,2019-07-01,2019-07,2019-07,414.0,2019-07,1.0,,0.0,853.0,2.0,23.0,852.0,852.0,0.0,2019,7
18775,NO DISPONIBLE,65-84,2019-08-01,2019-08,2019-08,667.0,2019-08,1.0,2019-08,2.0,1520.0,3.0,25.0,1517.0,1519.0,0.0013166556945358788,2019,8
18776,NO DISPONIBLE,65-84,2019-09-01,2019-09,2019-09,1040.0,2019-09,3.0,2019-09,3.0,2560.0,6.0,28.0,2554.0,2557.0,0.0011732499022291747,2019,9
18777,NO DISPONIBLE,65-84,2019-10-01,2019-10,2019-10,971.0,2019-10,3.0,2019-10,2.0,3531.0,9.0,30.0,3526.0,3528.0,0.0005668934240362812,2019,10
18778,NO DISPONIBLE,65-84,2019-11-01,2019-11,2019-11,945.0,2019-11,2.0,2019-11,5.0,4476.0,11.0,35.0,4469.0,4474.0,0.001117568171658471,2019,11
18779,NO DISPONIBLE,65-84,2019-12-01,2019-12,2019-12,874.0,2019-12,2.0,2019-12,8.0,5350.0,13.0,43.0,5340.0,5348.0,0.0014958863126402393,2019,12
18780,NO DISPONIBLE,65-84,2020-01-01,2020-01,2020-01,1014.0,2020-01,6.0,2020-01,4.0,6364.0,19.0,47.0,6354.0,6358.0,0.0006291286568103177,2020,1
18781,NO DISPONIBLE,65-84,2020-02-01,2020-02,2020-02,1366.0,2020-02,4.0,2020-02,10.0,7730.0,23.0,57.0,7716.0,7726.0,0.0012943308309603934,2020,2
18782,NO DISPONIBLE,65-84,2020-03-01,2020-03,2020-03,1185.0,,0.0,2020-03,11.0,8915.0,23.0,68.0,8904.0,8915.0,0.0012338754907459339,2020,3
18783,NO DISPONIBLE,65-84,2020-04-01,2020-04,2020-04,1070.0,,0.0,2020-04,9.0,9985.0,23.0,77.0,9976.0,9985.0,0.000901352028042063,2020,4
18784,NO DISPONIBLE,65-84,2020-05-01,2020-05,2020-05,974.0,2020-05,1.0,2020-05,10.0,10959.0,24.0,87.0,10948.0,10958.0,0.0009125752874612155,2020,5
18785,NO DISPONIBLE,65-84,2020-06-01,2020-06,2020-06,893.0,2020-06,6.0,2020-06,27.0,11852.0,30.0,114.0,11819.0,11846.0,0.0022792503798750633,2020,6
18786,NO DISPONIBLE,65-84,2020-07-01,2020-07,2020-07,290.0,2020-07,2.0,2020-07,28.0,12142.0,32.0,142.0,12112.0,12140.0,0.0023064250411861617,2020,7
18787,NO DISPONIBLE,65-84,2020-08-01,2020-08,2020-08,547.0,,0.0,2020-08,27.0,12689.0,32.0,169.0,12662.0,12689.0,0.0021278272519505083,2020,8
18788,NO DISPONIBLE,65-84,2020-09-01,2020-09,2020-09,667.0,,0.0,2020-09,28.0,13356.0,32.0,197.0,13328.0,13356.0,0.0020964360587002098,2020,9
18789,NO DISPONIBLE,65-84,2020-10-01,2020-10,2020-10,471.0,2020-10,10.0,2020-10,22.0,13827.0,42.0,219.0,13795.0,13817.0,0.0015922414417022508,2020,10
18790,NO DISPONIBLE,65-84,2020-11-01,2020-11,2020-11,458.0,2020-11,1.0,2020-11,29.0,14285.0,43.0,248.0,14255.0,14284.0,0.0020302436292355085,2020,11
18791,NO DISPONIBLE,65-84,2020-12-01,2020-12,2020-12,290.0,2020-12,2.0,2020-12,34.0,14575.0,45.0,282.0,14539.0,14573.0,0.0023330817264804776,2020,12
18792,NO DISPONIBLE,65-84,2021-01-01,2021-01,2021-01,218.0,2021-01,2.0,2021-01,42.0,14793.0,47.0,324.0,14749.0,14791.0,0.002839564600094652,2021,1
18793,NO DISPONIBLE,65-84,2021-02-01,2021-02,2021-02,326.0,2021-02,2.0,2021-02,32.0,15119.0,49.0,356.0,15085.0,15117.0,0.002116822120791162,2021,2
18794,NO DISPONIBLE,65-84,2021-03-01,2021-03,2021-03,493.0,,0.0,2021-03,27.0,15612.0,49.0,383.0,15585.0,15612.0,0.0017294388931591083,2021,3
18795,NO DISPONIBLE,65-84,2021-04-01,2021-04,2021-04,482.0,2021-04,5.0,2021-04,40.0,16094.0,54.0,423.0,16049.0,16089.0,0.0024861706756168812,2021,4
18796,NO DISPONIBLE,65-84,2021-05-01,2021-05,2021-05,308.0,2021-05,1.0,2021-05,46.0,16402.0,55.0,469.0,16355.0,16401.0,0.0028047070300591427,2021,5
18797,NO DISPONIBLE,65-84,2021-06-01,2021-06,2021-06,366.0,2021-06,2.0,2021-06,49.0,16768.0,57.0,518.0,16717.0,16766.0,0.002922581414767983,2021,6
18798,NO DISPONIBLE,65-84,2021-07-01,2021-07,2021-07,233.0,2021-07,2.0,2021-07,47.0,17001.0,59.0,565.0,16952.0,16999.0,0.002764868521677746,2021,7
18799,NO DISPONIBLE,65-84,2021-08-01,2021-08,2021-08,257.0,2021-08,1.0,2021-08,27.0,17258.0,60.0,592.0,17230.0,17257.0,0.0015645824882656314,2021,8
18800,NO DISPONIBLE,65-84,2021-09-01,2021-09,2021-09,207.0,2021-09,8.0,2021-09,17.0,17465.0,68.0,609.0,17440.0,17457.0,0.0009738213897004067,2021,9
18801,NO DISPONIBLE,65-84,2021-10-01,2021-10,2021-10,208.0,2021-10,8.0,2021-10,23.0,17673.0,76.0,632.0,17642.0,17665.0,0.0013020096235493914,2021,10
18802,NO DISPONIBLE,65-84,2021-11-01,2021-11,2021-11,201.0,2021-11,3.0,2021-11,23.0,17874.0,79.0,655.0,17848.0,17871.0,0.001287001287001287,2021,11
18803,NO DISPONIBLE,65-84,2021-12-01,2021-12,2021-12,256.0,2021-12,2.0,2021-12,23.0,18130.0,81.0,678.0,18105.0,18128.0,0.001268755516328332,2021,12
18804,NO DISPONIBLE,65-84,2022-01-01,2022-01,2022-01,167.0,2022-01,5.0,2022-01,45.0,18297.0,86.0,723.0,18247.0,18292.0,0.0024600918434288213,2022,1
18805,NO DISPONIBLE,65-84,2022-02-01,2022-02,2022-02,256.0,2022-02,21.0,2022-02,24.0,18553.0,107.0,747.0,18508.0,18532.0,0.0012950571983595942,2022,2
18806,NO DISPONIBLE,65-84,2022-03-01,2022-03,2022-03,134.0,2022-03,19.0,2022-03,17.0,18687.0,126.0,764.0,18651.0,18668.0,0.0009106492393400472,2022,3
18807,NO DISPONIBLE,65-84,2022-04-01,2022-04,,0.0,,0.0,,0.0,18687.0,126.0,764.0,18687.0,18687.0,0.0,2022,4
18808,NO DISPONIBLE,65-84,2022-05-01,2022-05,,0.0,,0.0,,0.0,18687.0,126.0,764.0,18687.0,18687.0,0.0,2022,5
18809,NO DISPONIBLE,65-84,2022-06-01,2022-06,,0.0,,0.0,,0.0,18687.0,126.0,764.0,18687.0,18687.0,0.0,2022,6
18810,NO DISPONIBLE,45-64,2015-01-01,2015-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,1
18811,NO DISPONIBLE,45-64,2015-02-01,2015-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,2
18812,NO DISPONIBLE,45-64,2015-03-01,2015-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,3
18813,NO DISPONIBLE,45-64,2015-04-01,2015-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,4
18814,NO DISPONIBLE,45-64,2015-05-01,2015-05,,0.0,,0.0,2015-05,1.0,0.0,0.0,1.0,-1.0,0.0,inf,2015,5
18815,NO DISPONIBLE,45-64,2015-06-01,2015-06,,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,2015,6
18816,NO DISPONIBLE,45-64,2015-07-01,2015-07,,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,2015,7
18817,NO DISPONIBLE,45-64,2015-08-01,2015-08,,0.0,,0.0,2015-08,1.0,0.0,0.0,2.0,-1.0,0.0,inf,2015,8
18818,NO DISPONIBLE,45-64,2015-09-01,2015-09,,0.0,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,,2015,9
18819,NO DISPONIBLE,45-64,2015-10-01,2015-10,,0.0,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,,2015,10
18820,NO DISPONIBLE,45-64,2015-11-01,2015-11,,0.0,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,,2015,11
18821,NO DISPONIBLE,45-64,2015-12-01,2015-12,,0.0,,0.0,2015-12,1.0,0.0,0.0,3.0,-1.0,0.0,inf,2015,12
18822,NO DISPONIBLE,45-64,2016-01-01,2016-01,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2016,1
18823,NO DISPONIBLE,45-64,2016-02-01,2016-02,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2016,2
18824,NO DISPONIBLE,45-64,2016-03-01,2016-03,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2016,3
18825,NO DISPONIBLE,45-64,2016-04-01,2016-04,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2016,4
18826,NO DISPONIBLE,45-64,2016-05-01,2016-05,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2016,5
18827,NO DISPONIBLE,45-64,2016-06-01,2016-06,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2016,6
18828,NO DISPONIBLE,45-64,2016-07-01,2016-07,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2016,7
18829,NO DISPONIBLE,45-64,2016-08-01,2016-08,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2016,8
18830,NO DISPONIBLE,45-64,2016-09-01,2016-09,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2016,9
18831,NO DISPONIBLE,45-64,2016-10-01,2016-10,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2016,10
18832,NO DISPONIBLE,45-64,2016-11-01,2016-11,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2016,11
18833,NO DISPONIBLE,45-64,2016-12-01,2016-12,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2016,12
18834,NO DISPONIBLE,45-64,2017-01-01,2017-01,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2017,1
18835,NO DISPONIBLE,45-64,2017-02-01,2017-02,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2017,2
18836,NO DISPONIBLE,45-64,2017-03-01,2017-03,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2017,3
18837,NO DISPONIBLE,45-64,2017-04-01,2017-04,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,2017,4
18838,NO DISPONIBLE,45-64,2017-05-01,2017-05,,0.0,,0.0,2017-05,1.0,0.0,0.0,4.0,-1.0,0.0,inf,2017,5
18839,NO DISPONIBLE,45-64,2017-06-01,2017-06,,0.0,,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,,2017,6
18840,NO DISPONIBLE,45-64,2017-07-01,2017-07,,0.0,2017-07,1.0,,0.0,0.0,1.0,4.0,-1.0,-1.0,-0.0,2017,7
18841,NO DISPONIBLE,45-64,2017-08-01,2017-08,,0.0,,0.0,,0.0,0.0,1.0,4.0,0.0,0.0,,2017,8
18842,NO DISPONIBLE,45-64,2017-09-01,2017-09,,0.0,,0.0,2017-09,1.0,0.0,1.0,5.0,-1.0,0.0,inf,2017,9
18843,NO DISPONIBLE,45-64,2017-10-01,2017-10,,0.0,,0.0,,0.0,0.0,1.0,5.0,0.0,0.0,,2017,10
18844,NO DISPONIBLE,45-64,2017-11-01,2017-11,,0.0,,0.0,,0.0,0.0,1.0,5.0,0.0,0.0,,2017,11
18845,NO DISPONIBLE,45-64,2017-12-01,2017-12,,0.0,,0.0,,0.0,0.0,1.0,5.0,0.0,0.0,,2017,12
18846,NO DISPONIBLE,45-64,2018-01-01,2018-01,,0.0,,0.0,,0.0,0.0,1.0,5.0,0.0,0.0,,2018,1
18847,NO DISPONIBLE,45-64,2018-02-01,2018-02,,0.0,,0.0,,0.0,0.0,1.0,5.0,0.0,0.0,,2018,2
18848,NO DISPONIBLE,45-64,2018-03-01,2018-03,,0.0,,0.0,,0.0,0.0,1.0,5.0,0.0,0.0,,2018,3
18849,NO DISPONIBLE,45-64,2018-04-01,2018-04,,0.0,,0.0,2018-04,1.0,0.0,1.0,6.0,-1.0,0.0,inf,2018,4
18850,NO DISPONIBLE,45-64,2018-05-01,2018-05,,0.0,,0.0,,0.0,0.0,1.0,6.0,0.0,0.0,,2018,5
18851,NO DISPONIBLE,45-64,2018-06-01,2018-06,,0.0,,0.0,,0.0,0.0,1.0,6.0,0.0,0.0,,2018,6
18852,NO DISPONIBLE,45-64,2018-07-01,2018-07,,0.0,,0.0,,0.0,0.0,1.0,6.0,0.0,0.0,,2018,7
18853,NO DISPONIBLE,45-64,2018-08-01,2018-08,,0.0,,0.0,,0.0,0.0,1.0,6.0,0.0,0.0,,2018,8
18854,NO DISPONIBLE,45-64,2018-09-01,2018-09,,0.0,,0.0,2018-09,1.0,0.0,1.0,7.0,-1.0,0.0,inf,2018,9
18855,NO DISPONIBLE,45-64,2018-10-01,2018-10,,0.0,,0.0,,0.0,0.0,1.0,7.0,0.0,0.0,,2018,10
18856,NO DISPONIBLE,45-64,2018-11-01,2018-11,,0.0,,0.0,,0.0,0.0,1.0,7.0,0.0,0.0,,2018,11
18857,NO DISPONIBLE,45-64,2018-12-01,2018-12,,0.0,,0.0,,0.0,0.0,1.0,7.0,0.0,0.0,,2018,12
18858,NO DISPONIBLE,45-64,2019-01-01,2019-01,,0.0,,0.0,,0.0,0.0,1.0,7.0,0.0,0.0,,2019,1
18859,NO DISPONIBLE,45-64,2019-02-01,2019-02,,0.0,,0.0,,0.0,0.0,1.0,7.0,0.0,0.0,,2019,2
18860,NO DISPONIBLE,45-64,2019-03-01,2019-03,,0.0,,0.0,,0.0,0.0,1.0,7.0,0.0,0.0,,2019,3
18861,NO DISPONIBLE,45-64,2019-04-01,2019-04,,0.0,,0.0,,0.0,0.0,1.0,7.0,0.0,0.0,,2019,4
18862,NO DISPONIBLE,45-64,2019-05-01,2019-05,2019-05,249.0,,0.0,2019-05,1.0,249.0,1.0,8.0,248.0,249.0,0.004016064257028112,2019,5
18863,NO DISPONIBLE,45-64,2019-06-01,2019-06,2019-06,645.0,,0.0,,0.0,894.0,1.0,8.0,894.0,894.0,0.0,2019,6
18864,NO DISPONIBLE,45-64,2019-07-01,2019-07,2019-07,867.0,,0.0,2019-07,1.0,1761.0,1.0,9.0,1760.0,1761.0,0.0005678591709256105,2019,7
18865,NO DISPONIBLE,45-64,2019-08-01,2019-08,2019-08,1391.0,,0.0,,0.0,3152.0,1.0,9.0,3152.0,3152.0,0.0,2019,8
18866,NO DISPONIBLE,45-64,2019-09-01,2019-09,2019-09,2130.0,2019-09,2.0,2019-09,1.0,5282.0,3.0,10.0,5279.0,5280.0,0.0001893939393939394,2019,9
18867,NO DISPONIBLE,45-64,2019-10-01,2019-10,2019-10,1878.0,2019-10,2.0,2019-10,2.0,7160.0,5.0,12.0,7156.0,7158.0,0.0002794076557697681,2019,10
18868,NO DISPONIBLE,45-64,2019-11-01,2019-11,2019-11,1897.0,,0.0,2019-11,3.0,9057.0,5.0,15.0,9054.0,9057.0,0.0003312355084465055,2019,11
18869,NO DISPONIBLE,45-64,2019-12-01,2019-12,2019-12,1825.0,2019-12,4.0,2019-12,6.0,10882.0,9.0,21.0,10872.0,10878.0,0.0005515719801434088,2019,12
18870,NO DISPONIBLE,45-64,2020-01-01,2020-01,2020-01,1916.0,2020-01,1.0,2020-01,4.0,12798.0,10.0,25.0,12793.0,12797.0,0.00031257325935766194,2020,1
18871,NO DISPONIBLE,45-64,2020-02-01,2020-02,2020-02,2663.0,2020-02,2.0,2020-02,3.0,15461.0,12.0,28.0,15456.0,15459.0,0.00019406171162429653,2020,2
18872,NO DISPONIBLE,45-64,2020-03-01,2020-03,2020-03,2489.0,2020-03,5.0,2020-03,3.0,17950.0,17.0,31.0,17942.0,17945.0,0.00016717748676511564,2020,3
18873,NO DISPONIBLE,45-64,2020-04-01,2020-04,2020-04,1835.0,2020-04,1.0,2020-04,2.0,19785.0,18.0,33.0,19782.0,19784.0,0.00010109179134654265,2020,4
18874,NO DISPONIBLE,45-64,2020-05-01,2020-05,2020-05,1875.0,2020-05,2.0,2020-05,8.0,21660.0,20.0,41.0,21650.0,21658.0,0.00036937852063902485,2020,5
18875,NO DISPONIBLE,45-64,2020-06-01,2020-06,2020-06,1849.0,2020-06,4.0,2020-06,9.0,23509.0,24.0,50.0,23496.0,23505.0,0.00038289725590299936,2020,6
18876,NO DISPONIBLE,45-64,2020-07-01,2020-07,2020-07,687.0,2020-07,5.0,2020-07,10.0,24196.0,29.0,60.0,24181.0,24191.0,0.0004133768756975735,2020,7
18877,NO DISPONIBLE,45-64,2020-08-01,2020-08,2020-08,1095.0,2020-08,4.0,2020-08,16.0,25291.0,33.0,76.0,25271.0,25287.0,0.0006327361885553842,2020,8
18878,NO DISPONIBLE,45-64,2020-09-01,2020-09,2020-09,1254.0,2020-09,3.0,2020-09,7.0,26545.0,36.0,83.0,26535.0,26542.0,0.0002637329515484892,2020,9
