Sucursal,Rango_Edad,Fechas,Year_Month,FCC_y_m,Count_CCont,FR_y_m,Count_Ret,FS_y_m,Count_Sin,CumSum_CCont,CumSum_Ret,CumSum_Sin,Pop_Actual,Pop_SinRetiros,Proporcion_Siniestros,Year,Month
TOLIMA,15-44,2015-01-01,2015-01,2015-01,361.0,,0.0,,0.0,361.0,0.0,0.0,361.0,361.0,0.0,2015,1
TOLIMA,15-44,2015-02-01,2015-02,2015-02,528.0,,0.0,,0.0,889.0,0.0,0.0,889.0,889.0,0.0,2015,2
TOLIMA,15-44,2015-03-01,2015-03,2015-03,499.0,2015-03,1.0,,0.0,1388.0,1.0,0.0,1387.0,1387.0,0.0,2015,3
TOLIMA,15-44,2015-04-01,2015-04,2015-04,429.0,2015-04,1.0,,0.0,1817.0,2.0,0.0,1816.0,1816.0,0.0,2015,4
TOLIMA,15-44,2015-05-01,2015-05,2015-05,436.0,,0.0,,0.0,2253.0,2.0,0.0,2253.0,2253.0,0.0,2015,5
TOLIMA,15-44,2015-06-01,2015-06,2015-06,416.0,,0.0,,0.0,2669.0,2.0,0.0,2669.0,2669.0,0.0,2015,6
TOLIMA,15-44,2015-07-01,2015-07,2015-07,507.0,2015-07,4.0,,0.0,3176.0,6.0,0.0,3172.0,3172.0,0.0,2015,7
TOLIMA,15-44,2015-08-01,2015-08,2015-08,366.0,,0.0,,0.0,3542.0,6.0,0.0,3542.0,3542.0,0.0,2015,8
TOLIMA,15-44,2015-09-01,2015-09,2015-09,234.0,2015-09,1.0,,0.0,3776.0,7.0,0.0,3775.0,3775.0,0.0,2015,9
TOLIMA,15-44,2015-10-01,2015-10,2015-10,389.0,2015-10,3.0,2015-10,1.0,4165.0,10.0,1.0,4161.0,4162.0,24.02691013935608,2015,10
TOLIMA,15-44,2015-11-01,2015-11,2015-11,383.0,2015-11,2.0,,0.0,4548.0,12.0,1.0,4546.0,4546.0,0.0,2015,11
TOLIMA,15-44,2015-12-01,2015-12,2015-12,381.0,2015-12,1.0,,0.0,4929.0,13.0,1.0,4928.0,4928.0,0.0,2015,12
TOLIMA,15-44,2016-01-01,2016-01,2016-01,294.0,2016-01,1.0,2016-01,1.0,5223.0,14.0,2.0,5221.0,5222.0,19.149751053236308,2016,1
TOLIMA,15-44,2016-02-01,2016-02,2016-02,235.0,2016-02,2.0,,0.0,5458.0,16.0,2.0,5456.0,5456.0,0.0,2016,2
TOLIMA,15-44,2016-03-01,2016-03,2016-03,382.0,2016-03,3.0,,0.0,5840.0,19.0,2.0,5837.0,5837.0,0.0,2016,3
TOLIMA,15-44,2016-04-01,2016-04,2016-04,325.0,2016-04,4.0,,0.0,6165.0,23.0,2.0,6161.0,6161.0,0.0,2016,4
TOLIMA,15-44,2016-05-01,2016-05,2016-05,430.0,,0.0,,0.0,6595.0,23.0,2.0,6595.0,6595.0,0.0,2016,5
TOLIMA,15-44,2016-06-01,2016-06,2016-06,275.0,2016-06,4.0,,0.0,6870.0,27.0,2.0,6866.0,6866.0,0.0,2016,6
TOLIMA,15-44,2016-07-01,2016-07,2016-07,692.0,2016-07,1.0,,0.0,7562.0,28.0,2.0,7561.0,7561.0,0.0,2016,7
TOLIMA,15-44,2016-08-01,2016-08,2016-08,557.0,,0.0,,0.0,8119.0,28.0,2.0,8119.0,8119.0,0.0,2016,8
TOLIMA,15-44,2016-09-01,2016-09,2016-09,574.0,2016-09,1.0,,0.0,8693.0,29.0,2.0,8692.0,8692.0,0.0,2016,9
TOLIMA,15-44,2016-10-01,2016-10,2016-10,801.0,2016-10,5.0,2016-10,1.0,9494.0,34.0,3.0,9488.0,9489.0,10.538518284329223,2016,10
TOLIMA,15-44,2016-11-01,2016-11,2016-11,570.0,,0.0,,0.0,10064.0,34.0,3.0,10064.0,10064.0,0.0,2016,11
TOLIMA,15-44,2016-12-01,2016-12,2016-12,502.0,2016-12,3.0,,0.0,10566.0,37.0,3.0,10563.0,10563.0,0.0,2016,12
TOLIMA,15-44,2017-01-01,2017-01,2017-01,585.0,2017-01,2.0,,0.0,11151.0,39.0,3.0,11149.0,11149.0,0.0,2017,1
TOLIMA,15-44,2017-02-01,2017-02,2017-02,483.0,,0.0,2017-02,2.0,11634.0,39.0,5.0,11632.0,11634.0,17.1909919202338,2017,2
TOLIMA,15-44,2017-03-01,2017-03,2017-03,431.0,2017-03,6.0,2017-03,2.0,12065.0,45.0,7.0,12057.0,12059.0,16.58512314453935,2017,3
TOLIMA,15-44,2017-04-01,2017-04,2017-04,451.0,2017-04,4.0,2017-04,3.0,12516.0,49.0,10.0,12509.0,12512.0,23.976982097186703,2017,4
TOLIMA,15-44,2017-05-01,2017-05,2017-05,549.0,2017-05,4.0,2017-05,2.0,13065.0,53.0,12.0,13059.0,13061.0,15.312763188117296,2017,5
TOLIMA,15-44,2017-06-01,2017-06,2017-06,326.0,2017-06,1.0,,0.0,13391.0,54.0,12.0,13390.0,13390.0,0.0,2017,6
TOLIMA,15-44,2017-07-01,2017-07,2017-07,476.0,2017-07,4.0,,0.0,13867.0,58.0,12.0,13863.0,13863.0,0.0,2017,7
TOLIMA,15-44,2017-08-01,2017-08,2017-08,549.0,2017-08,4.0,,0.0,14416.0,62.0,12.0,14412.0,14412.0,0.0,2017,8
TOLIMA,15-44,2017-09-01,2017-09,2017-09,473.0,2017-09,1.0,2017-09,2.0,14889.0,63.0,14.0,14886.0,14888.0,13.433637829124129,2017,9
TOLIMA,15-44,2017-10-01,2017-10,2017-10,333.0,2017-10,1.0,,0.0,15222.0,64.0,14.0,15221.0,15221.0,0.0,2017,10
TOLIMA,15-44,2017-11-01,2017-11,2017-11,494.0,2017-11,1.0,2017-11,2.0,15716.0,65.0,16.0,15713.0,15715.0,12.726694241170856,2017,11
TOLIMA,15-44,2017-12-01,2017-12,2017-12,230.0,2017-12,4.0,2017-12,1.0,15946.0,69.0,17.0,15941.0,15942.0,6.272738677706688,2017,12
TOLIMA,15-44,2018-01-01,2018-01,2018-01,672.0,2018-01,4.0,,0.0,16618.0,73.0,17.0,16614.0,16614.0,0.0,2018,1
TOLIMA,15-44,2018-02-01,2018-02,2018-02,602.0,2018-02,3.0,,0.0,17220.0,76.0,17.0,17217.0,17217.0,0.0,2018,2
TOLIMA,15-44,2018-03-01,2018-03,2018-03,533.0,2018-03,9.0,2018-03,1.0,17753.0,85.0,18.0,17743.0,17744.0,5.63570784490532,2018,3
TOLIMA,15-44,2018-04-01,2018-04,2018-04,454.0,2018-04,5.0,2018-04,1.0,18207.0,90.0,19.0,18201.0,18202.0,5.49390176903637,2018,4
TOLIMA,15-44,2018-05-01,2018-05,2018-05,607.0,2018-05,8.0,,0.0,18814.0,98.0,19.0,18806.0,18806.0,0.0,2018,5
TOLIMA,15-44,2018-06-01,2018-06,2018-06,383.0,2018-06,3.0,2018-06,2.0,19197.0,101.0,21.0,19192.0,19194.0,10.419922892570595,2018,6
TOLIMA,15-44,2018-07-01,2018-07,2018-07,547.0,2018-07,3.0,2018-07,2.0,19744.0,104.0,23.0,19739.0,19741.0,10.131199027404893,2018,7
TOLIMA,15-44,2018-08-01,2018-08,2018-08,348.0,2018-08,4.0,2018-08,1.0,20092.0,108.0,24.0,20087.0,20088.0,4.978096375945838,2018,8
TOLIMA,15-44,2018-09-01,2018-09,2018-09,407.0,2018-09,2.0,2018-09,4.0,20499.0,110.0,28.0,20493.0,20497.0,19.515050983070694,2018,9
TOLIMA,15-44,2018-10-01,2018-10,2018-10,380.0,2018-10,1.0,2018-10,2.0,20879.0,111.0,30.0,20876.0,20878.0,9.579461634256155,2018,10
TOLIMA,15-44,2018-11-01,2018-11,2018-11,400.0,2018-11,2.0,,0.0,21279.0,113.0,30.0,21277.0,21277.0,0.0,2018,11
TOLIMA,15-44,2018-12-01,2018-12,2018-12,348.0,,0.0,2018-12,1.0,21627.0,113.0,31.0,21626.0,21627.0,4.623849817357932,2018,12
TOLIMA,15-44,2019-01-01,2019-01,2019-01,331.0,2019-01,3.0,2019-01,2.0,21958.0,116.0,33.0,21953.0,21955.0,9.109542245502164,2019,1
TOLIMA,15-44,2019-02-01,2019-02,2019-02,369.0,2019-02,9.0,2019-02,1.0,22327.0,125.0,34.0,22317.0,22318.0,4.480688233712699,2019,2
TOLIMA,15-44,2019-03-01,2019-03,2019-03,545.0,2019-03,7.0,,0.0,22872.0,132.0,34.0,22865.0,22865.0,0.0,2019,3
TOLIMA,15-44,2019-04-01,2019-04,2019-04,824.0,2019-04,1.0,2019-04,1.0,23696.0,133.0,35.0,23694.0,23695.0,4.22029964127453,2019,4
TOLIMA,15-44,2019-05-01,2019-05,2019-05,451.0,2019-05,9.0,,0.0,24147.0,142.0,35.0,24138.0,24138.0,0.0,2019,5
TOLIMA,15-44,2019-06-01,2019-06,2019-06,357.0,2019-06,14.0,2019-06,1.0,24504.0,156.0,36.0,24489.0,24490.0,4.083299305839118,2019,6
TOLIMA,15-44,2019-07-01,2019-07,2019-07,906.0,2019-07,1.0,,0.0,25410.0,157.0,36.0,25409.0,25409.0,0.0,2019,7
TOLIMA,15-44,2019-08-01,2019-08,2019-08,524.0,,0.0,2019-08,3.0,25934.0,157.0,39.0,25931.0,25934.0,11.56782601989666,2019,8
TOLIMA,15-44,2019-09-01,2019-09,2019-09,742.0,2019-09,3.0,,0.0,26676.0,160.0,39.0,26673.0,26673.0,0.0,2019,9
TOLIMA,15-44,2019-10-01,2019-10,2019-10,498.0,2019-10,3.0,2019-10,1.0,27174.0,163.0,40.0,27170.0,27171.0,3.680394538294505,2019,10
TOLIMA,15-44,2019-11-01,2019-11,2019-11,445.0,2019-11,1.0,2019-11,4.0,27619.0,164.0,44.0,27614.0,27618.0,14.483307987544356,2019,11
TOLIMA,15-44,2019-12-01,2019-12,2019-12,260.0,2019-12,1.0,2019-12,1.0,27879.0,165.0,45.0,27877.0,27878.0,3.5870578951144267,2019,12
TOLIMA,15-44,2020-01-01,2020-01,2020-01,540.0,2020-01,2.0,,0.0,28419.0,167.0,45.0,28417.0,28417.0,0.0,2020,1
TOLIMA,15-44,2020-02-01,2020-02,2020-02,347.0,2020-02,9.0,2020-02,1.0,28766.0,176.0,46.0,28756.0,28757.0,3.477414194804743,2020,2
TOLIMA,15-44,2020-03-01,2020-03,2020-03,354.0,2020-03,5.0,,0.0,29120.0,181.0,46.0,29115.0,29115.0,0.0,2020,3
TOLIMA,15-44,2020-04-01,2020-04,2020-04,357.0,,0.0,2020-04,3.0,29477.0,181.0,49.0,29474.0,29477.0,10.177426468093769,2020,4
TOLIMA,15-44,2020-05-01,2020-05,2020-05,414.0,2020-05,3.0,2020-05,1.0,29891.0,184.0,50.0,29887.0,29888.0,3.345824411134904,2020,5
TOLIMA,15-44,2020-06-01,2020-06,2020-06,342.0,2020-06,1.0,2020-06,1.0,30233.0,185.0,51.0,30231.0,30232.0,3.307753373908441,2020,6
TOLIMA,15-44,2020-07-01,2020-07,2020-07,352.0,2020-07,1.0,2020-07,4.0,30585.0,186.0,55.0,30580.0,30584.0,13.078733978550876,2020,7
TOLIMA,15-44,2020-08-01,2020-08,2020-08,286.0,2020-08,2.0,2020-08,1.0,30871.0,188.0,56.0,30868.0,30869.0,3.239495934432602,2020,8
TOLIMA,15-44,2020-09-01,2020-09,2020-09,442.0,,0.0,2020-09,2.0,31313.0,188.0,58.0,31311.0,31313.0,6.387123558905247,2020,9
TOLIMA,15-44,2020-10-01,2020-10,2020-10,336.0,2020-10,9.0,2020-10,1.0,31649.0,197.0,59.0,31639.0,31640.0,3.1605562579013906,2020,10
TOLIMA,15-44,2020-11-01,2020-11,2020-11,621.0,2020-11,2.0,2020-11,1.0,32270.0,199.0,60.0,32267.0,32268.0,3.0990454939878522,2020,11
TOLIMA,15-44,2020-12-01,2020-12,2020-12,143.0,2020-12,2.0,2020-12,1.0,32413.0,201.0,61.0,32410.0,32411.0,3.0853722501619822,2020,12
TOLIMA,15-44,2021-01-01,2021-01,2021-01,479.0,2021-01,3.0,,0.0,32892.0,204.0,61.0,32889.0,32889.0,0.0,2021,1
TOLIMA,15-44,2021-02-01,2021-02,2021-02,174.0,2021-02,4.0,2021-02,1.0,33066.0,208.0,62.0,33061.0,33062.0,3.0246204101385277,2021,2
TOLIMA,15-44,2021-03-01,2021-03,2021-03,152.0,2021-03,3.0,2021-03,1.0,33218.0,211.0,63.0,33214.0,33215.0,3.0106879421947914,2021,3
TOLIMA,15-44,2021-04-01,2021-04,2021-04,147.0,2021-04,2.0,2021-04,2.0,33365.0,213.0,65.0,33361.0,33363.0,5.994664748373947,2021,4
TOLIMA,15-44,2021-05-01,2021-05,2021-05,87.0,2021-05,6.0,2021-05,3.0,33452.0,219.0,68.0,33443.0,33446.0,8.969682473240447,2021,5
TOLIMA,15-44,2021-06-01,2021-06,2021-06,184.0,2021-06,1.0,2021-06,2.0,33636.0,220.0,70.0,33633.0,33635.0,5.946187007581389,2021,6
TOLIMA,15-44,2021-07-01,2021-07,2021-07,1148.0,2021-07,6.0,2021-07,2.0,34784.0,226.0,72.0,34776.0,34778.0,5.750761975961815,2021,7
TOLIMA,15-44,2021-08-01,2021-08,2021-08,231.0,2021-08,4.0,2021-08,4.0,35015.0,230.0,76.0,35007.0,35011.0,11.424980720345035,2021,8
TOLIMA,15-44,2021-09-01,2021-09,2021-09,1368.0,2021-09,1.0,2021-09,8.0,36383.0,231.0,84.0,36374.0,36382.0,21.988895607718103,2021,9
TOLIMA,15-44,2021-10-01,2021-10,2021-10,158.0,2021-10,3.0,2021-10,1.0,36541.0,234.0,85.0,36537.0,36538.0,2.7368766763369643,2021,10
TOLIMA,15-44,2021-11-01,2021-11,2021-11,209.0,2021-11,6.0,2021-11,1.0,36750.0,240.0,86.0,36743.0,36744.0,2.7215327672545175,2021,11
TOLIMA,15-44,2021-12-01,2021-12,2021-12,141.0,2021-12,1.0,,0.0,36891.0,241.0,86.0,36890.0,36890.0,0.0,2021,12
TOLIMA,15-44,2022-01-01,2022-01,2022-01,899.0,2022-01,11.0,,0.0,37790.0,252.0,86.0,37779.0,37779.0,0.0,2022,1
TOLIMA,15-44,2022-02-01,2022-02,2022-02,201.0,2022-02,10.0,,0.0,37991.0,262.0,86.0,37981.0,37981.0,0.0,2022,2
TOLIMA,15-44,2022-03-01,2022-03,2022-03,18.0,2022-03,2.0,2022-03,1.0,38009.0,264.0,87.0,38006.0,38007.0,2.6310942721077697,2022,3
TOLIMA,15-44,2022-04-01,2022-04,,0.0,,0.0,,0.0,38009.0,264.0,87.0,38009.0,38009.0,0.0,2022,4
TOLIMA,15-44,2022-05-01,2022-05,,0.0,,0.0,,0.0,38009.0,264.0,87.0,38009.0,38009.0,0.0,2022,5
TOLIMA,15-44,2022-06-01,2022-06,,0.0,,0.0,,0.0,38009.0,264.0,87.0,38009.0,38009.0,0.0,2022,6
TOLIMA,65-84,2015-01-01,2015-01,2015-01,117.0,,0.0,,0.0,117.0,0.0,0.0,117.0,117.0,0.0,2015,1
TOLIMA,65-84,2015-02-01,2015-02,2015-02,146.0,,0.0,,0.0,263.0,0.0,0.0,263.0,263.0,0.0,2015,2
TOLIMA,65-84,2015-03-01,2015-03,2015-03,157.0,2015-03,1.0,,0.0,420.0,1.0,0.0,419.0,419.0,0.0,2015,3
TOLIMA,65-84,2015-04-01,2015-04,2015-04,119.0,,0.0,,0.0,539.0,1.0,0.0,539.0,539.0,0.0,2015,4
TOLIMA,65-84,2015-05-01,2015-05,2015-05,133.0,,0.0,,0.0,672.0,1.0,0.0,672.0,672.0,0.0,2015,5
TOLIMA,65-84,2015-06-01,2015-06,2015-06,114.0,2015-06,2.0,,0.0,786.0,3.0,0.0,784.0,784.0,0.0,2015,6
TOLIMA,65-84,2015-07-01,2015-07,2015-07,146.0,2015-07,2.0,,0.0,932.0,5.0,0.0,930.0,930.0,0.0,2015,7
TOLIMA,65-84,2015-08-01,2015-08,2015-08,110.0,2015-08,4.0,2015-08,1.0,1042.0,9.0,1.0,1037.0,1038.0,96.33911368015414,2015,8
TOLIMA,65-84,2015-09-01,2015-09,2015-09,77.0,2015-09,3.0,2015-09,1.0,1119.0,12.0,2.0,1115.0,1116.0,89.60573476702508,2015,9
TOLIMA,65-84,2015-10-01,2015-10,2015-10,100.0,2015-10,1.0,,0.0,1219.0,13.0,2.0,1218.0,1218.0,0.0,2015,10
TOLIMA,65-84,2015-11-01,2015-11,2015-11,95.0,2015-11,4.0,2015-11,1.0,1314.0,17.0,3.0,1309.0,1310.0,76.33587786259542,2015,11
TOLIMA,65-84,2015-12-01,2015-12,2015-12,93.0,2015-12,3.0,2015-12,1.0,1407.0,20.0,4.0,1403.0,1404.0,71.22507122507123,2015,12
TOLIMA,65-84,2016-01-01,2016-01,2016-01,77.0,2016-01,6.0,2016-01,1.0,1484.0,26.0,5.0,1477.0,1478.0,67.65899864682004,2016,1
TOLIMA,65-84,2016-02-01,2016-02,2016-02,78.0,2016-02,5.0,2016-02,2.0,1562.0,31.0,7.0,1555.0,1557.0,128.45215157353886,2016,2
TOLIMA,65-84,2016-03-01,2016-03,2016-03,110.0,2016-03,1.0,,0.0,1672.0,32.0,7.0,1671.0,1671.0,0.0,2016,3
TOLIMA,65-84,2016-04-01,2016-04,2016-04,83.0,,0.0,,0.0,1755.0,32.0,7.0,1755.0,1755.0,0.0,2016,4
TOLIMA,65-84,2016-05-01,2016-05,2016-05,130.0,2016-05,3.0,2016-05,3.0,1885.0,35.0,10.0,1879.0,1882.0,159.4048884165781,2016,5
TOLIMA,65-84,2016-06-01,2016-06,2016-06,79.0,2016-06,2.0,2016-06,1.0,1964.0,37.0,11.0,1961.0,1962.0,50.96839959225281,2016,6
TOLIMA,65-84,2016-07-01,2016-07,2016-07,180.0,2016-07,1.0,2016-07,1.0,2144.0,38.0,12.0,2142.0,2143.0,46.66355576294914,2016,7
TOLIMA,65-84,2016-08-01,2016-08,2016-08,135.0,2016-08,2.0,2016-08,1.0,2279.0,40.0,13.0,2276.0,2277.0,43.91743522178305,2016,8
TOLIMA,65-84,2016-09-01,2016-09,2016-09,122.0,2016-09,3.0,2016-09,3.0,2401.0,43.0,16.0,2395.0,2398.0,125.10425354462052,2016,9
TOLIMA,65-84,2016-10-01,2016-10,2016-10,198.0,2016-10,4.0,2016-10,3.0,2599.0,47.0,19.0,2592.0,2595.0,115.60693641618498,2016,10
TOLIMA,65-84,2016-11-01,2016-11,2016-11,148.0,2016-11,27.0,2016-11,2.0,2747.0,74.0,21.0,2718.0,2720.0,73.52941176470588,2016,11
TOLIMA,65-84,2016-12-01,2016-12,2016-12,119.0,2016-12,2.0,2016-12,5.0,2866.0,76.0,26.0,2859.0,2864.0,174.58100558659217,2016,12
TOLIMA,65-84,2017-01-01,2017-01,2017-01,201.0,2017-01,7.0,2017-01,4.0,3067.0,83.0,30.0,3056.0,3060.0,130.718954248366,2017,1
TOLIMA,65-84,2017-02-01,2017-02,2017-02,124.0,2017-02,4.0,2017-02,4.0,3191.0,87.0,34.0,3183.0,3187.0,125.50988390335738,2017,2
TOLIMA,65-84,2017-03-01,2017-03,2017-03,128.0,2017-03,1.0,2017-03,4.0,3319.0,88.0,38.0,3314.0,3318.0,120.55455093429777,2017,3
TOLIMA,65-84,2017-04-01,2017-04,2017-04,136.0,2017-04,1.0,2017-04,3.0,3455.0,89.0,41.0,3451.0,3454.0,86.85581933989577,2017,4
TOLIMA,65-84,2017-05-01,2017-05,2017-05,127.0,,0.0,2017-05,1.0,3582.0,89.0,42.0,3581.0,3582.0,27.917364600781685,2017,5
TOLIMA,65-84,2017-06-01,2017-06,2017-06,69.0,2017-06,2.0,2017-06,4.0,3651.0,91.0,46.0,3645.0,3649.0,109.61907371882708,2017,6
TOLIMA,65-84,2017-07-01,2017-07,2017-07,138.0,,0.0,2017-07,4.0,3789.0,91.0,50.0,3785.0,3789.0,105.56875164951175,2017,7
TOLIMA,65-84,2017-08-01,2017-08,2017-08,108.0,,0.0,2017-08,2.0,3897.0,91.0,52.0,3895.0,3897.0,51.32152938157557,2017,8
TOLIMA,65-84,2017-09-01,2017-09,2017-09,140.0,,0.0,2017-09,11.0,4037.0,91.0,63.0,4026.0,4037.0,272.4795640326975,2017,9
TOLIMA,65-84,2017-10-01,2017-10,2017-10,78.0,,0.0,2017-10,4.0,4115.0,91.0,67.0,4111.0,4115.0,97.20534629404618,2017,10
TOLIMA,65-84,2017-11-01,2017-11,2017-11,138.0,2017-11,3.0,2017-11,4.0,4253.0,94.0,71.0,4246.0,4250.0,94.11764705882354,2017,11
TOLIMA,65-84,2017-12-01,2017-12,2017-12,73.0,2017-12,5.0,2017-12,1.0,4326.0,99.0,72.0,4320.0,4321.0,23.142791020597084,2017,12
TOLIMA,65-84,2018-01-01,2018-01,2018-01,114.0,2018-01,2.0,2018-01,1.0,4440.0,101.0,73.0,4437.0,4438.0,22.53267237494367,2018,1
TOLIMA,65-84,2018-02-01,2018-02,2018-02,162.0,2018-02,2.0,2018-02,3.0,4602.0,103.0,76.0,4597.0,4600.0,65.21739130434783,2018,2
TOLIMA,65-84,2018-03-01,2018-03,2018-03,136.0,2018-03,3.0,2018-03,4.0,4738.0,106.0,80.0,4731.0,4735.0,84.47729672650475,2018,3
TOLIMA,65-84,2018-04-01,2018-04,2018-04,118.0,,0.0,2018-04,5.0,4856.0,106.0,85.0,4851.0,4856.0,102.9654036243822,2018,4
TOLIMA,65-84,2018-05-01,2018-05,2018-05,145.0,2018-05,2.0,2018-05,5.0,5001.0,108.0,90.0,4994.0,4999.0,100.02000400080016,2018,5
TOLIMA,65-84,2018-06-01,2018-06,2018-06,93.0,2018-06,1.0,2018-06,4.0,5094.0,109.0,94.0,5089.0,5093.0,78.5391714117416,2018,6
TOLIMA,65-84,2018-07-01,2018-07,2018-07,98.0,2018-07,4.0,2018-07,4.0,5192.0,113.0,98.0,5184.0,5188.0,77.10100231303007,2018,7
TOLIMA,65-84,2018-08-01,2018-08,2018-08,104.0,,0.0,2018-08,3.0,5296.0,113.0,101.0,5293.0,5296.0,56.64652567975831,2018,8
TOLIMA,65-84,2018-09-01,2018-09,2018-09,126.0,2018-09,2.0,2018-09,4.0,5422.0,115.0,105.0,5416.0,5420.0,73.80073800738008,2018,9
TOLIMA,65-84,2018-10-01,2018-10,2018-10,114.0,2018-10,1.0,2018-10,5.0,5536.0,116.0,110.0,5530.0,5535.0,90.33423667570008,2018,10
TOLIMA,65-84,2018-11-01,2018-11,2018-11,89.0,2018-11,1.0,2018-11,5.0,5625.0,117.0,115.0,5619.0,5624.0,88.90469416785207,2018,11
TOLIMA,65-84,2018-12-01,2018-12,2018-12,81.0,2018-12,3.0,2018-12,4.0,5706.0,120.0,119.0,5699.0,5703.0,70.13852358407856,2018,12
TOLIMA,65-84,2019-01-01,2019-01,2019-01,74.0,2019-01,5.0,2019-01,11.0,5780.0,125.0,130.0,5764.0,5775.0,190.47619047619048,2019,1
TOLIMA,65-84,2019-02-01,2019-02,2019-02,83.0,2019-02,1.0,2019-02,2.0,5863.0,126.0,132.0,5860.0,5862.0,34.1180484476288,2019,2
TOLIMA,65-84,2019-03-01,2019-03,2019-03,120.0,2019-03,3.0,2019-03,3.0,5983.0,129.0,135.0,5977.0,5980.0,50.16722408026755,2019,3
TOLIMA,65-84,2019-04-01,2019-04,2019-04,182.0,,0.0,2019-04,13.0,6165.0,129.0,148.0,6152.0,6165.0,210.867802108678,2019,4
TOLIMA,65-84,2019-05-01,2019-05,2019-05,141.0,2019-05,8.0,2019-05,6.0,6306.0,137.0,154.0,6292.0,6298.0,95.26833915528739,2019,5
TOLIMA,65-84,2019-06-01,2019-06,2019-06,138.0,2019-06,5.0,2019-06,3.0,6444.0,142.0,157.0,6436.0,6439.0,46.591085572293835,2019,6
TOLIMA,65-84,2019-07-01,2019-07,2019-07,370.0,,0.0,2019-07,7.0,6814.0,142.0,164.0,6807.0,6814.0,102.7296742001761,2019,7
TOLIMA,65-84,2019-08-01,2019-08,2019-08,188.0,,0.0,2019-08,6.0,7002.0,142.0,170.0,6996.0,7002.0,85.6898029134533,2019,8
TOLIMA,65-84,2019-09-01,2019-09,2019-09,171.0,,0.0,2019-09,6.0,7173.0,142.0,176.0,7167.0,7173.0,83.6470096194061,2019,9
TOLIMA,65-84,2019-10-01,2019-10,2019-10,160.0,,0.0,2019-10,6.0,7333.0,142.0,182.0,7327.0,7333.0,81.8219009954998,2019,10
TOLIMA,65-84,2019-11-01,2019-11,2019-11,114.0,,0.0,2019-11,8.0,7447.0,142.0,190.0,7439.0,7447.0,107.42580905062441,2019,11
TOLIMA,65-84,2019-12-01,2019-12,2019-12,81.0,2019-12,1.0,2019-12,8.0,7528.0,143.0,198.0,7519.0,7527.0,106.28404410787832,2019,12
TOLIMA,65-84,2020-01-01,2020-01,2020-01,168.0,2020-01,3.0,2020-01,7.0,7696.0,146.0,205.0,7686.0,7693.0,90.99181073703367,2020,1
TOLIMA,65-84,2020-02-01,2020-02,2020-02,117.0,2020-02,2.0,2020-02,6.0,7813.0,148.0,211.0,7805.0,7811.0,76.81474843169889,2020,2
TOLIMA,65-84,2020-03-01,2020-03,2020-03,111.0,2020-03,1.0,2020-03,11.0,7924.0,149.0,222.0,7912.0,7923.0,138.83629938154738,2020,3
TOLIMA,65-84,2020-04-01,2020-04,2020-04,96.0,,0.0,2020-04,6.0,8020.0,149.0,228.0,8014.0,8020.0,74.81296758104739,2020,4
TOLIMA,65-84,2020-05-01,2020-05,2020-05,130.0,,0.0,2020-05,6.0,8150.0,149.0,234.0,8144.0,8150.0,73.61963190184049,2020,5
TOLIMA,65-84,2020-06-01,2020-06,2020-06,98.0,,0.0,2020-06,6.0,8248.0,149.0,240.0,8242.0,8248.0,72.74490785645006,2020,6
TOLIMA,65-84,2020-07-01,2020-07,2020-07,106.0,2020-07,2.0,2020-07,18.0,8354.0,151.0,258.0,8334.0,8352.0,215.51724137931035,2020,7
TOLIMA,65-84,2020-08-01,2020-08,2020-08,83.0,2020-08,3.0,2020-08,19.0,8437.0,154.0,277.0,8415.0,8434.0,225.27863410007112,2020,8
TOLIMA,65-84,2020-09-01,2020-09,2020-09,83.0,,0.0,2020-09,9.0,8520.0,154.0,286.0,8511.0,8520.0,105.6338028169014,2020,9
TOLIMA,65-84,2020-10-01,2020-10,2020-10,79.0,2020-10,6.0,2020-10,18.0,8599.0,160.0,304.0,8575.0,8593.0,209.47282671942278,2020,10
TOLIMA,65-84,2020-11-01,2020-11,2020-11,68.0,,0.0,2020-11,17.0,8667.0,160.0,321.0,8650.0,8667.0,196.14630206530518,2020,11
TOLIMA,65-84,2020-12-01,2020-12,2020-12,40.0,2020-12,1.0,2020-12,14.0,8707.0,161.0,335.0,8692.0,8706.0,160.80863772111186,2020,12
TOLIMA,65-84,2021-01-01,2021-01,2021-01,55.0,,0.0,2021-01,17.0,8762.0,161.0,352.0,8745.0,8762.0,194.01963022141064,2021,1
TOLIMA,65-84,2021-02-01,2021-02,2021-02,52.0,2021-02,2.0,2021-02,17.0,8814.0,163.0,369.0,8795.0,8812.0,192.9187471629596,2021,2
TOLIMA,65-84,2021-03-01,2021-03,2021-03,41.0,2021-03,1.0,2021-03,7.0,8855.0,164.0,376.0,8847.0,8854.0,79.0603117235148,2021,3
TOLIMA,65-84,2021-04-01,2021-04,2021-04,15.0,2021-04,1.0,2021-04,10.0,8870.0,165.0,386.0,8859.0,8869.0,112.75228323373548,2021,4
TOLIMA,65-84,2021-05-01,2021-05,2021-05,33.0,2021-05,1.0,2021-05,15.0,8903.0,166.0,401.0,8887.0,8902.0,168.50146034598967,2021,5
TOLIMA,65-84,2021-06-01,2021-06,2021-06,32.0,,0.0,2021-06,13.0,8935.0,166.0,414.0,8922.0,8935.0,145.49524342473418,2021,6
